TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,71","18,53","12,04",,,,,,
seq0,checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,71","18,53","12,04",,,,,,
seq0,checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"0,89","13,71","18,53","12,04","4,16","1549,20","2,50","2,86","347,00","476,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,21","19,41","25,64","16,29",,,,,,
seq0,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,21","19,32","25,45","16,17",,,,,,
seq0,no_checks,2 / 12,,,"0,00","0,00","0,04",,,,,,,"1,21","19,30","25,41","16,14",,,,,,
seq0,no_checks,3 / 12,,,"0,00","0,00","0,06",,,,,,,"1,21","19,24","25,30","16,08",,,,,,
seq0,no_checks,4 / 12,,,"0,01","0,00","0,05",,,,,,,"1,21","19,23","25,28","16,06",,,,,,
seq0,no_checks,5 / 12,,,"0,01","0,00","0,05",,,,,,,"1,21","19,22","25,27","16,06",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,00","0,05",,,,,,,"1,21","19,22","25,27","16,06","0,99","1591,66","2,50","2,88","347,00","668,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,12","17,53","23,69","14,99",,,,,,
seq1,no_checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"1,12","17,50","23,64","14,95",,,,,,
seq1,no_checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"1,12","17,50","23,64","14,94",,,,,,
seq1,no_checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"1,12","17,50","23,64","14,94","0,16","1560,27","2,50","2,53","260,00","500,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,43","25,98","32,02","21,11",,,,,,
seq2,no_checks,1 / 12,,,"0,04","0,00","0,18",,,,,,,"1,43","14,61","18,24","8,66",,,,,,
seq2,no_checks,2 / 12,,,"0,04","0,00","0,14",,,,,,,"1,43","14,61","18,24","8,66",,,,,,
seq2,no_checks,FINAL,,,"0,04","0,00","0,14",,,,,,,"1,43","14,61","18,24","8,66","43,77","1024,75","2,50","3,07","334,00","662,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,24","15,56","22,49","11,50",,,,,,
seq3,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,24","15,54","22,45","11,46",,,,,,
seq3,no_checks,2 / 12,,,"0,00","0,00","0,03",,,,,,,"1,24","15,54","22,44","11,46",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,00","0,03",,,,,,,"1,24","15,54","22,44","11,46","0,17","1249,36","2,50","2,85","336,00","664,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,63","28,32","34,00","21,86",,,,,,
seq4,no_checks,1 / 12,,,"0,02","0,00","0,12",,,,,,,"1,63","25,46","29,96","18,55",,,,,,
seq4,no_checks,2 / 12,,,"0,02","0,00","0,12",,,,,,,"1,63","25,35","29,82","18,43",,,,,,
seq4,no_checks,3 / 12,,,"0,02","0,00","0,07",,,,,,,"1,63","25,23","29,66","18,29",,,,,,
seq4,no_checks,4 / 12,,,"0,02","0,00","0,08",,,,,,,"1,63","25,09","29,49","18,15",,,,,,
seq4,no_checks,5 / 12,,,"0,03","0,00","0,08",,,,,,,"1,63","25,00","29,38","18,05",,,,,,
seq4,no_checks,6 / 12,,,"0,03","0,00","0,11",,,,,,,"1,63","24,93","29,29","17,98",,,,,,
seq4,no_checks,7 / 12,,,"0,03","0,00","0,07",,,,,,,"1,63","24,84","29,18","17,88",,,,,,
seq4,no_checks,8 / 12,,,"0,03","0,00","0,10",,,,,,,"1,63","24,65","28,95","17,69",,,,,,
seq4,no_checks,9 / 12,,,"0,03","0,00","0,10",,,,,,,"1,63","24,61","28,91","17,65",,,,,,
seq4,no_checks,10 / 12,,,"0,03","0,00","0,10",,,,,,,"1,63","24,43","28,68","17,46",,,,,,
seq4,no_checks,11 / 12,,,"0,03","0,00","0,09",,,,,,,"1,63","24,38","28,63","17,42",,,,,,
seq4,no_checks,FINAL,,,"0,03","0,00","0,09",,,,,,,"1,63","24,35","28,60","17,39","14,01","1497,63","2,50","3,09","308,00","598,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,02","31,08","36,69","23,67",,,,,,
seq5,no_checks,1 / 12,,,"0,06","0,00","0,59",,,,,,,"2,02","19,98","26,67","12,48",,,,,,
seq5,no_checks,2 / 12,,,"0,06","0,00","0,53",,,,,,,"2,02","19,72","26,44","12,11",,,,,,
seq5,no_checks,3 / 12,,,"0,06","0,00","0,53",,,,,,,"2,02","19,72","26,44","12,11",,,,,,
seq5,no_checks,FINAL,,,"0,06","0,00","0,53",,,,,,,"2,02","19,72","26,44","12,11","36,55","976,93","2,50","2,80","155,00","308,00"
