parallax,Av. error (mm),Info
"2,42","4,99",seq0_checks
"2,42","5,12",seq0_checks
"2,40","4,73",seq0_checks
"2,40","4,85",seq0_checks
"2,34","3,71",seq0_checks
"2,34","3,65",seq0_checks
"2,40","4,80",seq0_checks
"2,40","4,79",seq0_checks
"1,71","8,24",seq0_checks
"1,71","6,72",seq0_checks
"2,12","34,90",seq0_checks
"2,12","34,90",seq0_checks
"2,53","25,59",seq0_checks
"2,53","26,11",seq0_checks
"2,94","10,34",seq0_checks
"2,94","10,85",seq0_checks
"2,92","10,06",seq0_checks
"2,92","10,41",seq0_checks
"2,81","8,69",seq0_checks
"2,81","9,02",seq0_checks
"2,14","0,50",seq0_checks
"2,14","0,59",seq0_checks
"2,84","8,60",seq0_checks
"2,84","7,82",seq0_checks
"2,95","10,26",seq0_checks
"2,95","9,26",seq0_checks
"2,22","1,21",seq0_checks
"2,22","1,46",seq0_checks
"2,23","35,82",seq0_checks
"2,23","35,34",seq0_checks
"2,10","23,70",seq0_checks
"2,10","23,35",seq0_checks
"2,89","9,69",seq0_checks
"2,89","8,48",seq0_checks
"1,96","6,12",seq0_checks
"1,96","4,69",seq0_checks
"2,81","8,70",seq0_checks
"2,81","7,45",seq0_checks
"2,28","25,69",seq0_checks
"2,28","25,39",seq0_checks
"2,28","25,74",seq0_checks
"2,28","25,47",seq0_checks
"2,97","10,60",seq0_checks
"2,97","9,55",seq0_checks
"3,05","7,34",seq0_checks
"3,05","7,88",seq0_checks
"2,25","0,26",seq0_checks
"2,25","0,03",seq0_checks
"2,03","0,36",seq0_checks
"2,03","0,94",seq0_checks
"1,19","20,49",seq0_checks
"1,19","19,95",seq0_checks
"1,16","21,62",seq0_checks
"1,16","21,08",seq0_checks
"2,86","7,78",seq0_checks
"2,86","8,15",seq0_checks
"1,89","33,86",seq0_checks
"1,89","36,20",seq0_checks
"2,94","8,83",seq0_checks
"2,94","9,11",seq0_checks
"2,97","9,14",seq0_checks
"2,97","9,44",seq0_checks
"2,49","13,25",seq0_checks
"2,49","13,20",seq0_checks
"2,54","13,80",seq0_checks
"2,54","13,90",seq0_checks
"2,03","0,57",seq0_checks
"2,03","1,43",seq0_checks
"0,62","41,94",seq0_checks
"0,62","42,76",seq0_checks
"1,52","20,56",seq0_checks
"1,52","22,27",seq0_checks
"2,34","3,21",seq0_checks
"2,34","2,06",seq0_checks
"1,34","11,38",seq0_checks
"1,34","12,48",seq0_checks
"2,83","7,39",seq0_checks
"2,83","6,31",seq0_checks
"2,86","7,70",seq0_checks
"2,86","8,09",seq0_checks
"2,13","0,16",seq0_checks
"2,13","1,19",seq0_checks
"2,21","1,21",seq0_checks
"2,21","0,22",seq0_checks
"0,92","27,93",seq0_checks
"0,92","28,25",seq0_checks
"2,81","8,62",seq0_checks
"2,81","7,55",seq0_checks
"2,33","2,92",seq0_checks
"2,33","1,92",seq0_checks
"2,36","3,34",seq0_checks
"2,36","2,36",seq0_checks
"2,90","9,63",seq0_checks
"2,90","8,58",seq0_checks
"1,58","22,71",seq0_checks
"1,58","22,35",seq0_checks
"1,27","19,83",seq0_checks
"1,27","19,42",seq0_checks
"1,20","22,52",seq0_checks
"1,20","22,14",seq0_checks
"2,78","8,23",seq0_checks
"2,78","7,19",seq0_checks
"2,80","7,07",seq0_checks
"2,80","7,49",seq0_checks
"1,28","7,67",seq0_checks
"1,28","8,97",seq0_checks
"2,39","4,69",seq0_checks
"2,39","4,86",seq0_checks
"2,48","6,05",seq0_checks
"2,48","6,27",seq0_checks
"3,01","13,82",seq0_checks
"3,01","14,43",seq0_checks
"3,10","14,88",seq0_checks
"3,10","13,94",seq0_checks
"3,11","14,92",seq0_checks
"3,11","13,99",seq0_checks
"2,92","16,17",seq0_checks
"2,92","15,36",seq0_checks
"2,59","25,80",seq0_checks
"2,59","24,83",seq0_checks
"2,32","25,38",seq0_checks
"2,32","25,18",seq0_checks
"2,62","7,92",seq0_checks
"2,62","8,26",seq0_checks
"2,56","12,26",seq0_checks
"2,56","12,53",seq0_checks
"2,54","12,10",seq0_checks
"2,54","12,37",seq0_checks
"1,51","11,77",seq0_checks
"1,51","12,63",seq0_checks
"2,59","25,81",seq0_checks
"2,59","24,78",seq0_checks
"2,57","25,67",seq0_checks
"2,57","24,66",seq0_checks
"3,04","10,02",seq0_checks
"3,04","8,97",seq0_checks
"3,04","10,02",seq0_checks
"3,04","8,97",seq0_checks
"2,85","7,69",seq0_checks
"2,85","6,59",seq0_checks
"2,89","12,59",seq0_checks
"2,89","13,08",seq0_checks
"3,12","12,34",seq0_checks
"3,12","13,06",seq0_checks
"0,96","35,82",seq0_checks
"0,96","36,21",seq0_checks
"2,77","8,26",seq0_checks
"2,77","7,00",seq0_checks
"2,20","1,40",seq0_checks
"2,20","1,45",seq0_checks
"2,97","9,09",seq0_checks
"2,97","9,52",seq0_checks
"2,94","8,81",seq0_checks
"2,94","9,22",seq0_checks
"2,75","9,46",seq0_checks
"2,75","9,88",seq0_checks
"2,92","7,32",seq0_checks
"2,92","7,70",seq0_checks
"2,04","0,44",seq0_checks
"2,04","1,01",seq0_checks
"1,85","3,15",seq0_checks
"1,85","2,63",seq0_checks
"1,84","3,27",seq0_checks
"1,84","2,75",seq0_checks
"2,94","10,34",seq0_checks
"2,94","10,84",seq0_checks
"2,27","2,56",seq0_checks
"2,27","1,65",seq0_checks
"2,34","2,90",seq0_checks
"2,34","3,30",seq0_checks
"2,34","2,98",seq0_checks
"2,34","1,96",seq0_checks
"2,24","3,19",seq0_checks
"2,24","3,50",seq0_checks
"2,97","10,69",seq0_checks
"2,97","11,20",seq0_checks
"1,38","10,07",seq0_checks
"1,38","10,95",seq0_checks
"1,18","20,74",seq0_checks
"1,18","20,20",seq0_checks
"1,32","16,05",seq0_checks
"1,32","15,52",seq0_checks
"2,55","4,09",seq0_checks
"2,55","4,45",seq0_checks
"2,62","6,48",seq0_checks
"2,62","5,47",seq0_checks
"2,88","8,11",seq0_checks
"2,88","8,43",seq0_checks
"1,51","23,35",seq0_checks
"1,51","23,00",seq0_checks
"1,50","23,36",seq0_checks
"1,50","23,00",seq0_checks
"2,33","3,54",seq0_checks
"2,33","3,62",seq0_checks
"2,40","4,67",seq0_checks
"2,40","4,80",seq0_checks
"1,03","34,02",seq0_checks
"1,03","34,49",seq0_checks
"2,64","8,30",seq0_checks
"2,64","8,70",seq0_checks
"2,31","3,27",seq0_checks
"2,31","3,36",seq0_checks
"2,95","14,81",seq0_checks
"2,95","13,73",seq0_checks
"2,49","4,58",seq0_checks
"2,49","4,94",seq0_checks
"2,90","14,35",seq0_checks
"2,90","13,30",seq0_checks
"2,90","14,36",seq0_checks
"2,90","14,88",seq0_checks
"1,84","3,32",seq0_checks
"1,84","4,09",seq0_checks
