FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,01","0,00","0,02",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,1 / 12,,,"0,01","0,00","0,02",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,FINAL,,,"0,01","0,00","0,02",,,,,,,"0,89","14,31","19,89","12,63","0,00","1616,36","2,50","2,86","347,00","476,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,08","0,00","0,74",,,,,,,"1,21","19,44","25,65","16,31",,,,,,
seq0,no_checks,1 / 12,,,"0,08","0,00","0,46",,,,,,,"1,21","19,25","25,30","16,08",,,,,,
seq0,no_checks,2 / 12,,,"0,08","0,00","0,50",,,,,,,"1,21","19,21","25,25","16,05",,,,,,
seq0,no_checks,3 / 12,,,"0,08","0,00","0,44",,,,,,,"1,21","19,23","25,25","16,05",,,,,,
seq0,no_checks,4 / 12,,,"0,04","0,00","0,14",,,,,,,"1,21","13,30","16,52","8,84",,,,,,
seq0,no_checks,5 / 12,,,"0,05","0,00","0,25",,,,,,,"1,21","12,46","15,81","7,62",,,,,,
seq0,no_checks,6 / 12,,,"0,05","0,00","0,21",,,,,,,"1,21","12,47","15,82","7,62",,,,,,
seq0,no_checks,7 / 12,,,"0,05","0,00","0,20",,,,,,,"1,21","12,47","15,82","7,63",,,,,,
seq0,no_checks,8 / 12,,,"0,05","0,00","0,20",,,,,,,"1,21","12,48","15,82","7,63",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,00","0,20",,,,,,,"1,21","12,48","15,82","7,63","35,82","1032,90","2,50","2,88","347,00","668,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,00","0,45",,,,,,,"1,12","17,68","23,86","15,08",,,,,,
seq1,no_checks,1 / 12,,,"0,06","0,00","0,33",,,,,,,"1,12","17,39","23,35","14,67",,,,,,
seq1,no_checks,2 / 12,,,"0,06","0,00","0,33",,,,,,,"1,12","17,37","23,33","14,65",,,,,,
seq1,no_checks,FINAL,,,"0,06","0,00","0,33",,,,,,,"1,12","17,37","23,33","14,65","1,73","1545,24","2,50","2,53","260,00","500,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,26","0,00","0,81",,,,,,,"1,43","25,93","31,99","21,16",,,,,,
seq2,no_checks,1 / 12,,,"0,25","0,00","0,59",,,,,,,"1,43","23,69","28,57","18,63",,,,,,
seq2,no_checks,2 / 12,,,"0,25","0,00","0,59",,,,,,,"1,43","23,68","28,57","18,63",,,,,,
seq2,no_checks,FINAL,,,"0,25","0,00","0,59",,,,,,,"1,43","23,68","28,57","18,63","8,65","1660,60","2,50","3,07","335,00","664,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,06","0,00","0,31",,,,,,,"1,18","15,60","22,56","11,45",,,,,,
seq3,no_checks,1 / 12,,,"0,05","0,00","0,14",,,,,,,"1,18","15,57","22,51","11,40",,,,,,
seq3,no_checks,2 / 12,,,"0,06","0,00","0,14",,,,,,,"1,18","15,57","22,51","11,40",,,,,,
seq3,no_checks,3 / 12,,,"0,05","0,00","0,14",,,,,,,"1,18","15,50","22,40","11,29",,,,,,
seq3,no_checks,4 / 12,,,"0,05","0,00","0,13",,,,,,,"1,18","15,50","22,39","11,29",,,,,,
seq3,no_checks,FINAL,,,"0,05","0,00","0,13",,,,,,,"1,18","15,50","22,39","11,29","0,64","1308,43","2,50","2,85","334,00","660,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,25","0,00","1,16",,,,,,,"1,63","28,46","34,16","21,98",,,,,,
seq4,no_checks,1 / 12,,,"1,16","0,00","4,40",,,,,,,"1,63","26,52","30,96","19,06",,,,,,
seq4,no_checks,2 / 12,,,"0,95","0,00","4,15",,,,,,,"1,63","26,48","30,92","19,04",,,,,,
seq4,no_checks,3 / 12,,,"0,08","0,00","0,18",,,,,,,"1,63","18,82","21,88","5,23",,,,,,
seq4,no_checks,4 / 12,,,"0,09","0,00","0,18",,,,,,,"1,63","18,83","21,88","5,24",,,,,,
seq4,no_checks,5 / 12,,,"0,09","0,00","0,17",,,,,,,"1,63","18,83","21,89","5,24",,,,,,
seq4,no_checks,FINAL,,,"0,09","0,00","0,17",,,,,,,"1,63","18,83","21,89","5,24","33,82","1153,93","2,50","3,08","308,00","598,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,07","0,00","0,69",,,,,,,"2,00","30,78","36,36","23,90",,,,,,
seq5,no_checks,1 / 12,,,"0,12","0,00","1,03",,,,,,,"2,00","28,81","34,16","21,72",,,,,,
seq5,no_checks,2 / 12,,,"0,03","0,00","0,06",,,,,,,"2,00","19,80","22,81","5,04",,,,,,
seq5,no_checks,3 / 12,,,"0,04","0,00","0,06",,,,,,,"2,00","19,81","22,80","4,99",,,,,,
seq5,no_checks,4 / 12,,,"0,04","0,00","0,06",,,,,,,"2,00","19,81","22,80","4,99",,,,,,
seq5,no_checks,FINAL,,,"0,04","0,00","0,06",,,,,,,"2,00","19,81","22,80","4,99","35,63","991,24","2,50","2,80","160,00","318,00"
