parallax,Av. error (mm),Info
"2,42","4,99",seq0_checks
"2,42","5,13",seq0_checks
"2,40","4,74",seq0_checks
"2,40","4,86",seq0_checks
"2,34","3,64",seq0_checks
"2,34","3,70",seq0_checks
"2,40","4,73",seq0_checks
"2,40","4,84",seq0_checks
"1,71","8,38",seq0_checks
"1,71","6,81",seq0_checks
"2,12","46,65",seq0_checks
"2,12","46,02",seq0_checks
"2,53","28,53",seq0_checks
"2,53","29,07",seq0_checks
"2,94","10,39",seq0_checks
"2,94","10,90",seq0_checks
"2,92","10,06",seq0_checks
"2,92","10,55",seq0_checks
"2,81","8,67",seq0_checks
"2,81","9,13",seq0_checks
"2,14","0,46",seq0_checks
"2,14","0,53",seq0_checks
"2,84","8,99",seq0_checks
"2,84","7,89",seq0_checks
"2,95","10,31",seq0_checks
"2,95","9,29",seq0_checks
"2,22","1,14",seq0_checks
"2,22","1,53",seq0_checks
"2,23","47,25",seq0_checks
"2,23","46,81",seq0_checks
"2,10","25,70",seq0_checks
"2,10","25,24",seq0_checks
"2,89","9,65",seq0_checks
"2,89","8,59",seq0_checks
"1,96","6,20",seq0_checks
"1,96","4,69",seq0_checks
"2,81","8,66",seq0_checks
"2,81","7,55",seq0_checks
"2,28","28,47",seq0_checks
"2,28","28,36",seq0_checks
"2,28","28,47",seq0_checks
"2,28","28,37",seq0_checks
"2,97","10,66",seq0_checks
"2,97","9,59",seq0_checks
"3,05","7,35",seq0_checks
"3,05","7,90",seq0_checks
"2,25","0,17",seq0_checks
"2,25","0,10",seq0_checks
"2,03","0,39",seq0_checks
"2,03","0,95",seq0_checks
"1,19","22,79",seq0_checks
"1,19","22,18",seq0_checks
"1,16","24,33",seq0_checks
"1,16","23,72",seq0_checks
"2,86","7,79",seq0_checks
"2,86","8,17",seq0_checks
"1,89","48,20",seq0_checks
"1,89","50,64",seq0_checks
"2,94","8,82",seq0_checks
"2,94","9,24",seq0_checks
"2,97","9,11",seq0_checks
"2,97","9,56",seq0_checks
"2,49","13,35",seq0_checks
"2,49","13,42",seq0_checks
"2,54","13,99",seq0_checks
"2,54","14,09",seq0_checks
"2,03","0,57",seq0_checks
"2,03","1,41",seq0_checks
"0,62","74,34",seq0_checks
"0,62","75,07",seq0_checks
"1,52","22,85",seq0_checks
"1,52","24,28",seq0_checks
"2,34","3,13",seq0_checks
"2,34","2,14",seq0_checks
"1,34","11,95",seq0_checks
"1,34","12,97",seq0_checks
"2,83","7,40",seq0_checks
"2,83","6,32",seq0_checks
"2,86","7,72",seq0_checks
"2,86","8,12",seq0_checks
"2,13","0,18",seq0_checks
"2,13","1,19",seq0_checks
"2,21","1,21",seq0_checks
"2,21","0,24",seq0_checks
"0,92","34,67",seq0_checks
