parallax,Av. error (mm),Info
"2,42","4,99",seq0_checks
"2,42","5,12",seq0_checks
"2,40","4,77",seq0_checks
"2,40","4,82",seq0_checks
"2,34","3,65",seq0_checks
"2,34","3,69",seq0_checks
"2,40","4,74",seq0_checks
"2,40","4,84",seq0_checks
"2,03","0,43",seq0_checks
"2,03","0,87",seq0_checks
"1,71","8,28",seq0_checks
"1,71","6,84",seq0_checks
"2,94","10,37",seq0_checks
"2,94","10,89",seq0_checks
"2,92","10,13",seq0_checks
"2,92","10,46",seq0_checks
"2,53","27,69",seq0_checks
"2,53","28,11",seq0_checks
"2,12","42,50",seq0_checks
"2,12","41,83",seq0_checks
"2,14","0,52",seq0_checks
"2,14","0,59",seq0_checks
"2,81","8,66",seq0_checks
"2,81","9,12",seq0_checks
"2,22","1,14",seq0_checks
"2,22","1,53",seq0_checks
"2,84","9,13",seq0_checks
"2,84","7,71",seq0_checks
"2,95","10,30",seq0_checks
"2,95","9,28",seq0_checks
"2,10","25,17",seq0_checks
"2,10","24,62",seq0_checks
"1,19","22,08",seq0_checks
"1,19","21,53",seq0_checks
"1,16","23,53",seq0_checks
"1,16","22,90",seq0_checks
"1,96","6,19",seq0_checks
"1,96","4,67",seq0_checks
"2,23","43,00",seq0_checks
"2,23","42,47",seq0_checks
"2,28","27,64",seq0_checks
"2,28","27,48",seq0_checks
"2,28","27,59",seq0_checks
"2,28","27,55",seq0_checks
"2,97","10,72",seq0_checks
"2,97","9,50",seq0_checks
"3,05","7,34",seq0_checks
"3,05","7,89",seq0_checks
"2,25","0,17",seq0_checks
"2,25","0,10",seq0_checks
"2,89","9,98",seq0_checks
"2,89","8,74",seq0_checks
"2,81","8,73",seq0_checks
"2,81","7,47",seq0_checks
"2,86","7,79",seq0_checks
"2,86","8,17",seq0_checks
"1,89","42,55",seq0_checks
"1,89","44,87",seq0_checks
"2,94","8,81",seq0_checks
"2,94","9,23",seq0_checks
"2,97","9,10",seq0_checks
"2,97","9,55",seq0_checks
"1,58","23,57",seq0_checks
"1,58","23,13",seq0_checks
"2,34","3,13",seq0_checks
"2,34","2,14",seq0_checks
"2,03","0,56",seq0_checks
"2,03","1,40",seq0_checks
"1,27","21,09",seq0_checks
"1,27","20,71",seq0_checks
"1,20","24,39",seq0_checks
"1,20","23,97",seq0_checks
"2,33","2,98",seq0_checks
"2,33","1,86",seq0_checks
"2,36","3,40",seq0_checks
"2,36","2,29",seq0_checks
"1,52","22,44",seq0_checks
"1,52","23,96",seq0_checks
"1,34","11,83",seq0_checks
"1,34","12,79",seq0_checks
"2,81","8,64",seq0_checks
"2,81","7,56",seq0_checks
"2,83","7,40",seq0_checks
"2,83","6,32",seq0_checks
"2,86","7,71",seq0_checks
"2,86","8,11",seq0_checks
"0,96","42,72",seq0_checks
"0,96","43,22",seq0_checks
"2,90","9,66",seq0_checks
"2,90","8,60",seq0_checks
"0,92","32,44",seq0_checks
"0,92","32,96",seq0_checks
"2,49","13,31",seq0_checks
"2,49","13,38",seq0_checks
"2,54","13,93",seq0_checks
"2,54","14,04",seq0_checks
"2,78","8,25",seq0_checks
"2,78","7,20",seq0_checks
"2,80","7,08",seq0_checks
"2,80","7,50",seq0_checks
"1,28","7,68",seq0_checks
"1,28","9,00",seq0_checks
"2,39","4,69",seq0_checks
"2,39","4,86",seq0_checks
"2,48","6,06",seq0_checks
"2,48","6,28",seq0_checks
"3,01","13,94",seq0_checks
"3,01","14,57",seq0_checks
"3,10","15,02",seq0_checks
"3,10","14,05",seq0_checks
"3,11","15,06",seq0_checks
"3,11","14,10",seq0_checks
"2,92","16,46",seq0_checks
"2,92","15,60",seq0_checks
"2,59","27,77",seq0_checks
"2,59","26,48",seq0_checks
"2,32","26,97",seq0_checks
"2,32","26,72",seq0_checks
"2,62","7,94",seq0_checks
"2,62","8,28",seq0_checks
"0,62","59,81",seq0_checks
"0,62","59,99",seq0_checks
"2,56","12,35",seq0_checks
"2,56","12,63",seq0_checks
"2,54","12,19",seq0_checks
"2,54","12,46",seq0_checks
"1,51","12,08",seq0_checks
"1,51","13,00",seq0_checks
"2,59","27,79",seq0_checks
"2,59","26,43",seq0_checks
"2,57","27,61",seq0_checks
"2,57","26,28",seq0_checks
"3,04","10,05",seq0_checks
"3,04","8,99",seq0_checks
"3,04","10,05",seq0_checks
"3,04","8,99",seq0_checks
"2,85","7,70",seq0_checks
"2,85","6,60",seq0_checks
"2,89","12,68",seq0_checks
"2,89","13,18",seq0_checks
"3,12","12,40",seq0_checks
"3,12","13,13",seq0_checks
"2,77","8,28",seq0_checks
"2,77","7,01",seq0_checks
"2,13","0,16",seq0_checks
"2,13","1,19",seq0_checks
"2,21","1,21",seq0_checks
"2,21","0,22",seq0_checks
"2,20","1,40",seq0_checks
"2,20","1,45",seq0_checks
"2,97","9,11",seq0_checks
"2,97","9,54",seq0_checks
"2,94","8,83",seq0_checks
"2,94","9,24",seq0_checks
"2,75","9,50",seq0_checks
"2,75","9,92",seq0_checks
"2,92","7,33",seq0_checks
"2,92","7,71",seq0_checks
"2,97","10,73",seq0_checks
"2,97","11,25",seq0_checks
"1,84","3,29",seq0_checks
"1,84","2,77",seq0_checks
"2,94","10,37",seq0_checks
"2,94","10,88",seq0_checks
"2,27","2,56",seq0_checks
"2,27","1,65",seq0_checks
"2,34","2,90",seq0_checks
"2,34","3,30",seq0_checks
"2,34","2,98",seq0_checks
"2,34","1,96",seq0_checks
"2,24","3,19",seq0_checks
"2,24","3,50",seq0_checks
"2,04","0,44",seq0_checks
"2,04","1,01",seq0_checks
"1,85","3,16",seq0_checks
"1,85","2,64",seq0_checks
"1,38","10,31",seq0_checks
"1,38","11,26",seq0_checks
"1,18","22,43",seq0_checks
"1,18","21,81",seq0_checks
"1,32","16,85",seq0_checks
"1,32","16,27",seq0_checks
"2,55","4,09",seq0_checks
"2,55","4,45",seq0_checks
"2,62","6,48",seq0_checks
"2,62","5,47",seq0_checks
"2,88","8,12",seq0_checks
"2,88","8,45",seq0_checks
"1,51","24,46",seq0_checks
"1,51","24,05",seq0_checks
"1,50","24,48",seq0_checks
"1,50","24,06",seq0_checks
"2,33","3,54",seq0_checks
"2,33","3,62",seq0_checks
"2,40","4,67",seq0_checks
"2,40","4,80",seq0_checks
"2,64","8,33",seq0_checks
"2,64","8,72",seq0_checks
"2,37","4,57",seq0_checks
"2,37","4,79",seq0_checks
"2,49","4,58",seq0_checks
"2,49","4,94",seq0_checks
"1,84","3,33",seq0_checks
"1,84","4,12",seq0_checks
"1,03","39,45",seq0_checks
"1,03","40,06",seq0_checks
"1,65","16,28",seq0_checks
"1,65","17,77",seq0_checks
"2,97","9,09",seq0_checks
"2,97","8,04",seq0_checks
"2,31","3,27",seq0_checks
"2,31","3,36",seq0_checks
