TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22",,,,,,
seq0,checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22",,,,,,
seq0,checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22","2,91","1569,42","2,50","2,86","347,00","476,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,20","19,31","25,51","16,15",,,,,,
seq0,no_checks,1 / 12,,,"0,01","0,00","0,12",,,,,,,"1,20","18,06","23,18","14,71",,,,,,
seq0,no_checks,2 / 12,,,"0,01","0,00","0,15",,,,,,,"1,20","18,07","23,19","14,71",,,,,,
seq0,no_checks,3 / 12,,,"0,03","0,00","0,16",,,,,,,"1,20","12,83","15,92","8,38",,,,,,
seq0,no_checks,4 / 12,,,"0,04","0,00","0,45",,,,,,,"1,20","11,37","14,56","6,02",,,,,,
seq0,no_checks,5 / 12,,,"0,04","0,00","0,12",,,,,,,"1,20","11,40","14,51","5,96",,,,,,
seq0,no_checks,6 / 12,,,"0,04","0,00","0,14",,,,,,,"1,20","11,42","14,51","5,95",,,,,,
seq0,no_checks,7 / 12,,,"0,03","0,00","0,14",,,,,,,"1,20","11,43","14,52","5,95",,,,,,
seq0,no_checks,8 / 12,,,"0,03","0,00","0,12",,,,,,,"1,20","11,44","14,52","5,95",,,,,,
seq0,no_checks,9 / 12,,,"0,03","0,00","0,12",,,,,,,"1,20","11,45","14,52","5,95",,,,,,
seq0,no_checks,10 / 12,,,"0,03","0,00","0,17",,,,,,,"1,20","11,48","14,55","5,95",,,,,,
seq0,no_checks,11 / 12,,,"0,04","0,00","0,21",,,,,,,"1,20","11,52","14,59","5,96",,,,,,
seq0,no_checks,FINAL,,,"0,04","0,00","0,19",,,,,,,"1,20","11,55","14,64","5,97","40,17","962,29","2,50","2,88","346,00","666,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,12","17,64","23,83","15,09",,,,,,
seq1,no_checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"1,12","17,62","23,78","15,05",,,,,,
seq1,no_checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"1,12","17,61","23,78","15,05",,,,,,
seq1,no_checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"1,12","17,61","23,78","15,05","0,17","1567,07","2,50","2,53","260,00","500,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,43","25,95","32,02","21,12",,,,,,
seq2,no_checks,1 / 12,,,"0,04","0,00","0,18",,,,,,,"1,43","16,39","20,06","10,88",,,,,,
seq2,no_checks,2 / 12,,,"0,04","0,00","0,13",,,,,,,"1,43","16,39","20,06","10,88",,,,,,
seq2,no_checks,FINAL,,,"0,04","0,00","0,13",,,,,,,"1,43","16,39","20,06","10,88","36,82","1148,80","2,50","3,07","334,00","662,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,10","15,58","22,52","11,43",,,,,,
seq3,no_checks,1 / 12,,,"0,00","0,00","0,02",,,,,,,"1,10","15,54","22,46","11,38",,,,,,
seq3,no_checks,2 / 12,,,"0,04","0,00","0,09",,,,,,,"1,10","15,32","18,72","5,83",,,,,,
seq3,no_checks,3 / 12,,,"0,04","0,00","0,08",,,,,,,"1,10","15,32","18,71","5,83",,,,,,
seq3,no_checks,4 / 12,,,"0,04","0,00","0,08",,,,,,,"1,10","15,32","18,71","5,83",,,,,,
seq3,no_checks,5 / 12,,,"0,04","0,00","0,08",,,,,,,"1,10","15,32","18,71","5,83",,,,,,
seq3,no_checks,FINAL,,,"0,04","0,00","0,08",,,,,,,"1,10","15,32","18,71","5,83","1,64","1386,54","2,50","2,85","332,00","656,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,63","28,45","34,14","21,96",,,,,,
seq4,no_checks,1 / 12,,,"0,02","0,00","0,14",,,,,,,"1,63","25,67","30,22","18,74",,,,,,
seq4,no_checks,2 / 12,,,"0,02","0,00","0,10",,,,,,,"1,63","25,65","30,20","18,73",,,,,,
seq4,no_checks,3 / 12,,,"0,02","0,00","0,11",,,,,,,"1,63","25,51","30,02","18,57",,,,,,
seq4,no_checks,4 / 12,,,"0,02","0,00","0,07",,,,,,,"1,63","25,40","29,88","18,45",,,,,,
seq4,no_checks,5 / 12,,,"0,02","0,00","0,12",,,,,,,"1,63","25,26","29,70","18,30",,,,,,
seq4,no_checks,6 / 12,,,"0,02","0,00","0,08",,,,,,,"1,63","25,22","29,65","18,26",,,,,,
seq4,no_checks,7 / 12,,,"0,03","0,00","0,07",,,,,,,"1,63","25,02","29,40","18,04",,,,,,
seq4,no_checks,8 / 12,,,"0,03","0,00","0,08",,,,,,,"1,63","24,99","29,36","18,00",,,,,,
seq4,no_checks,9 / 12,,,"0,03","0,00","0,09",,,,,,,"1,63","24,93","29,29","17,94",,,,,,
seq4,no_checks,10 / 12,,,"0,03","0,00","0,11",,,,,,,"1,63","24,85","29,20","17,87",,,,,,
seq4,no_checks,11 / 12,,,"0,03","0,00","0,11",,,,,,,"1,63","24,78","29,12","17,80",,,,,,
seq4,no_checks,FINAL,,,"0,03","0,00","0,09",,,,,,,"1,63","24,74","29,07","17,76","13,04","1515,90","2,50","3,08","308,00","598,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,02","31,26","36,81","23,65",,,,,,
seq5,no_checks,1 / 12,,,"0,05","0,00","0,63",,,,,,,"2,02","19,61","24,54","8,08",,,,,,
seq5,no_checks,2 / 12,,,"0,06","0,00","0,57",,,,,,,"2,02","19,61","24,54","8,08",,,,,,
seq5,no_checks,FINAL,,,"0,06","0,00","0,57",,,,,,,"2,02","19,61","24,54","8,08","37,27","971,35","2,50","2,80","154,00","306,00"
