parallax,Av. error (mm),Info
"2,34","3,64",seq0_checks
"2,34","3,70",seq0_checks
"2,40","4,73",seq0_checks
"2,40","4,84",seq0_checks
"2,42","5,00",seq0_checks
"2,42","5,12",seq0_checks
"2,40","4,84",seq0_checks
"2,40","4,96",seq0_checks
"1,71","8,34",seq0_checks
"1,71","6,84",seq0_checks
"2,81","8,68",seq0_checks
"2,81","9,12",seq0_checks
"2,12","46,68",seq0_checks
"2,12","45,99",seq0_checks
"2,53","28,58",seq0_checks
"2,53","29,03",seq0_checks
"2,94","10,44",seq0_checks
"2,94","10,85",seq0_checks
"2,92","10,09",seq0_checks
"2,92","10,53",seq0_checks
"2,14","0,48",seq0_checks
"2,14","0,55",seq0_checks
"2,84","8,99",seq0_checks
"2,84","7,89",seq0_checks
"2,95","10,32",seq0_checks
"2,95","9,29",seq0_checks
"2,86","7,79",seq0_checks
"2,86","8,17",seq0_checks
"2,22","1,15",seq0_checks
"2,22","1,52",seq0_checks
"2,10","25,70",seq0_checks
"2,10","25,24",seq0_checks
"1,96","6,18",seq0_checks
"1,96","4,70",seq0_checks
"1,19","22,72",seq0_checks
"1,19","22,25",seq0_checks
"1,16","24,32",seq0_checks
"1,16","23,73",seq0_checks
"2,23","47,29",seq0_checks
"2,23","46,77",seq0_checks
"2,28","28,47",seq0_checks
"2,28","28,36",seq0_checks
"2,28","28,47",seq0_checks
"2,28","28,37",seq0_checks
"2,97","10,67",seq0_checks
"2,97","9,58",seq0_checks
"3,05","7,35",seq0_checks
"3,05","7,89",seq0_checks
"2,81","8,66",seq0_checks
"2,81","7,55",seq0_checks
"2,89","9,65",seq0_checks
"2,89","8,59",seq0_checks
"2,25","0,17",seq0_checks
"2,25","0,10",seq0_checks
"2,03","0,45",seq0_checks
"2,03","0,90",seq0_checks
"1,89","48,20",seq0_checks
"1,89","50,63",seq0_checks
"2,94","8,82",seq0_checks
"2,94","9,24",seq0_checks
"2,97","9,12",seq0_checks
"2,97","9,55",seq0_checks
"2,49","13,36",seq0_checks
"2,49","13,41",seq0_checks
"2,54","14,00",seq0_checks
"2,54","14,07",seq0_checks
"2,85","7,72",seq0_checks
"2,85","6,59",seq0_checks
"2,03","0,54",seq0_checks
"2,03","1,43",seq0_checks
"0,62","74,05",seq0_checks
"0,62","74,86",seq0_checks
"1,52","22,82",seq0_checks
"1,52","24,30",seq0_checks
"2,34","3,14",seq0_checks
"2,34","2,13",seq0_checks
"0,92","34,43",seq0_checks
"0,92","35,65",seq0_checks
"2,90","9,68",seq0_checks
"2,90","8,59",seq0_checks
"2,83","7,40",seq0_checks
"2,83","6,32",seq0_checks
"2,86","7,72",seq0_checks
"2,86","8,12",seq0_checks
"2,81","8,65",seq0_checks
"2,81","7,56",seq0_checks
"2,33","2,93",seq0_checks
"2,33","1,91",seq0_checks
"2,36","3,36",seq0_checks
"2,36","2,34",seq0_checks
"1,58","23,89",seq0_checks
"1,58","23,58",seq0_checks
"1,27","21,60",seq0_checks
"1,27","21,26",seq0_checks
"1,20","25,15",seq0_checks
"1,20","24,81",seq0_checks
"1,34","11,93",seq0_checks
"1,34","12,99",seq0_checks
"2,78","8,26",seq0_checks
"2,78","7,20",seq0_checks
"2,80","7,09",seq0_checks
"2,80","7,50",seq0_checks
"1,28","7,83",seq0_checks
"1,28","8,88",seq0_checks
"2,39","4,69",seq0_checks
"2,39","4,86",seq0_checks
"2,48","6,06",seq0_checks
"2,48","6,28",seq0_checks
"3,01","14,00",seq0_checks
"3,01","14,61",seq0_checks
"3,10","15,08",seq0_checks
"3,10","14,08",seq0_checks
"3,11","15,13",seq0_checks
"3,11","14,13",seq0_checks
"2,92","16,57",seq0_checks
"2,92","15,68",seq0_checks
"2,59","28,68",seq0_checks
"2,59","27,13",seq0_checks
"2,32","27,66",seq0_checks
"2,32","27,34",seq0_checks
"2,62","7,94",seq0_checks
"2,62","8,29",seq0_checks
"2,56","12,39",seq0_checks
"2,56","12,66",seq0_checks
"2,54","12,22",seq0_checks
"2,54","12,49",seq0_checks
"1,51","12,15",seq0_checks
"1,51","13,19",seq0_checks
"2,59","28,71",seq0_checks
"2,59","27,06",seq0_checks
"2,57","28,48",seq0_checks
"2,57","26,93",seq0_checks
"3,04","10,07",seq0_checks
"3,04","8,99",seq0_checks
"3,04","10,06",seq0_checks
"3,04","9,00",seq0_checks
"2,89","12,71",seq0_checks
"2,89","13,22",seq0_checks
"3,12","12,43",seq0_checks
"3,12","13,14",seq0_checks
"0,96","46,19",seq0_checks
"0,96","47,25",seq0_checks
"2,77","8,29",seq0_checks
"2,77","7,01",seq0_checks
"2,13","0,17",seq0_checks
"2,13","1,21",seq0_checks
"2,21","1,22",seq0_checks
"2,21","0,23",seq0_checks
"2,20","1,40",seq0_checks
"2,20","1,44",seq0_checks
"2,97","9,12",seq0_checks
"2,97","9,55",seq0_checks
"2,94","8,84",seq0_checks
"2,94","9,24",seq0_checks
"2,75","9,51",seq0_checks
"2,75","9,93",seq0_checks
"2,92","7,33",seq0_checks
"2,92","7,71",seq0_checks
"2,97","10,74",seq0_checks
"2,97","11,26",seq0_checks
"2,24","3,19",seq0_checks
"2,24","3,50",seq0_checks
"2,04","0,51",seq0_checks
"2,04","0,97",seq0_checks
"1,85","3,13",seq0_checks
"1,85","2,68",seq0_checks
"1,84","3,25",seq0_checks
"1,84","2,82",seq0_checks
"2,94","10,39",seq0_checks
"2,94","10,90",seq0_checks
"2,27","2,57",seq0_checks
"2,27","1,64",seq0_checks
"2,34","2,91",seq0_checks
"2,34","3,30",seq0_checks
"2,34","2,99",seq0_checks
"2,34","1,96",seq0_checks
"1,38","10,40",seq0_checks
"1,38","11,39",seq0_checks
"1,18","23,06",seq0_checks
"1,18","22,60",seq0_checks
"1,32","17,15",seq0_checks
"1,32","16,59",seq0_checks
"2,55","4,10",seq0_checks
"2,55","4,45",seq0_checks
"2,62","6,49",seq0_checks
"2,62","5,47",seq0_checks
"2,88","8,13",seq0_checks
"2,88","8,45",seq0_checks
"1,51","24,84",seq0_checks
"1,51","24,54",seq0_checks
"1,50","24,87",seq0_checks
"1,50","24,56",seq0_checks
"2,33","3,54",seq0_checks
"2,33","3,62",seq0_checks
"2,40","4,67",seq0_checks
"2,40","4,80",seq0_checks
"1,03","42,00",seq0_checks
"1,03","43,06",seq0_checks
"2,64","8,34",seq0_checks
"2,64","8,73",seq0_checks
"2,31","3,28",seq0_checks
"2,31","3,36",seq0_checks
"2,95","15,05",seq0_checks
"2,95","13,91",seq0_checks
"2,49","4,58",seq0_checks
"2,49","4,94",seq0_checks
"2,37","4,58",seq0_checks
"2,37","4,79",seq0_checks
"1,84","3,32",seq0_checks
"1,84","4,16",seq0_checks
"2,53","5,10",seq0_checks
"2,53","3,96",seq0_checks
"2,97","9,10",seq0_checks
"2,97","8,04",seq0_checks
"2,90","14,58",seq0_checks
"2,90","13,47",seq0_checks
"2,90","14,59",seq0_checks
"2,90","15,13",seq0_checks
"1,65","16,50",seq0_checks
"1,65","17,84",seq0_checks
"2,28","3,24",seq0_checks
"2,28","3,44",seq0_checks
"2,29","3,28",seq0_checks
"2,29","3,46",seq0_checks
"2,46","4,68",seq0_checks
"2,46","3,69",seq0_checks
"1,88","46,64",seq0_checks
"1,88","45,63",seq0_checks
"2,21","2,38",seq0_checks
"2,21","2,63",seq0_checks
"2,21","2,41",seq0_checks
"2,21","2,64",seq0_checks
"3,15","11,48",seq0_checks
"3,15","10,48",seq0_checks
"3,15","11,47",seq0_checks
"3,15","12,02",seq0_checks
"2,47","30,55",seq0_checks
"2,47","28,56",seq0_checks
"2,15","26,84",seq0_checks
"2,15","26,53",seq0_checks
"1,55","10,29",seq0_checks
"1,55","11,60",seq0_checks
"1,57","9,70",seq0_checks
"1,57","9,70",seq0_checks
"1,86","3,94",seq0_checks
"1,86","4,85",seq0_checks
"1,87","3,52",seq0_checks
"1,87","4,45",seq0_checks
"1,02","39,60",seq0_checks
"1,02","40,75",seq0_checks
"1,18","36,53",seq0_checks
"1,18","37,65",seq0_checks
"2,43","26,33",seq0_checks
"2,43","26,31",seq0_checks
"3,02","11,33",seq0_checks
"3,02","10,25",seq0_checks
"3,17","17,03",seq0_checks
"3,17","18,16",seq0_checks
"2,86","7,82",seq0_checks
"2,86","8,23",seq0_checks
"2,27","2,90",seq0_checks
"2,27","3,08",seq0_checks
"2,47","4,44",seq0_checks
"2,47","4,83",seq0_checks
"2,36","3,94",seq0_checks
"2,36","3,94",seq0_checks
"2,82","5,96",seq0_checks
"2,82","6,28",seq0_checks
