FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,60","0,01",,,,,,,"0,80","6,83","10,25","6,76",,,,,,
seq0,checks,1 / 100,,,"0,07","0,48","0,13",,,,,,,"0,80","0,25","0,30","0,01",,,,,,
seq0,checks,2 / 100,,,"0,07","0,48","0,13",,,,,,,"0,80","0,25","0,30","0,01",,,,,,
seq0,checks,FINAL,,,"0,07","0,48","0,13",,,,,,,"0,80","0,25","0,30","0,01","96,29","31,66","1,25","1,43","516,00","978,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,03","0,90","1,77",,,,,,,"1,76","18,67","22,76","18,81",,,,,,
seq0,no_checks,1 / 100,,,"0,05","0,32","1,20",,,,,,,"1,76","5,15","5,50","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,05","0,32","1,20",,,,,,,"1,76","5,15","5,50","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,32","1,20",,,,,,,"1,76","5,15","5,50","0,00","72,41","293,06","1,77","1,53","403,00","606,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,03","1,26","2,32",,,,,,,"1,87","21,85","27,11","21,18",,,,,,
seq1,no_checks,1 / 100,,,"0,11","0,42","0,89",,,,,,,"1,87","4,29","4,46","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,11","0,42","0,89",,,,,,,"1,87","4,29","4,46","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,11","0,42","0,89",,,,,,,"1,87","4,29","4,46","0,00","80,38","229,27","1,77","1,63","427,00","698,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,04","2,31","1,77",,,,,,,"1,76","20,22","24,46","21,89",,,,,,
seq2,no_checks,1 / 100,,,"0,80","0,47","29,88",,,,,,,"1,76","14,49","15,64","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,80","0,47","29,88",,,,,,,"1,76","14,49","15,64","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,80","0,47","29,88",,,,,,,"1,76","14,49","15,64","0,00","28,34","821,13","1,77","1,93","434,00","760,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,04","1,45","5,23",,,,,,,"1,94","18,83","23,51","18,25",,,,,,
seq3,no_checks,1 / 100,,,"0,12","0,48","2,70",,,,,,,"1,94","8,08","8,37","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,12","0,48","2,70",,,,,,,"1,94","8,08","8,37","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,12","0,48","2,70",,,,,,,"1,94","8,08","8,37","0,00","57,10","416,82","1,77","1,99","558,00","1094,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,06","3,38","1,56",,,,,,,"2,21","22,28","25,36","22,81",,,,,,
seq4,no_checks,1 / 100,,,"4,83","0,54","77,38",,,,,,,"2,21","23,07","24,59","0,00",,,,,,
seq4,no_checks,2 / 100,,,"4,83","0,54","77,38",,,,,,,"2,21","23,07","24,59","0,00",,,,,,
seq4,no_checks,FINAL,,,"4,83","0,54","77,38",,,,,,,"2,21","23,07","24,59","0,00","-3,54","1043,78","1,77","2,37","381,00","680,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,05","1,14","1,55",,,,,,,"2,28","28,54","32,09","22,62",,,,,,
seq5,no_checks,1 / 100,,,"0,24","0,21","5,68",,,,,,,"2,28","19,96","20,71","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,24","0,21","5,68",,,,,,,"2,28","19,96","20,71","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,24","0,21","5,68",,,,,,,"2,28","19,96","20,71","0,00","30,05","873,69","1,77","2,11","204,00","360,00"
