FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,55","0,01",,,,,,,"0,81","6,85","10,25","6,79",,,,,,
seq0,checks,1 / 100,,,"0,08","0,44","0,12",,,,,,,"0,81","0,25","0,28","0,00",,,,,,
seq0,checks,2 / 100,,,"0,08","0,44","0,12",,,,,,,"0,81","0,25","0,28","0,00",,,,,,
seq0,checks,FINAL,,,"0,08","0,44","0,12",,,,,,,"0,81","0,25","0,28","0,00","96,34","31,14","1,25","1,42","521,00","982,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,04","0,83","1,78",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,06","0,28","1,24",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,06","0,28","1,24",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,06","0,28","1,24",,,,,,,"1,76","5,28","5,63","0,00","71,65","299,94","1,77","1,53","401,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,03","1,30","2,36",,,,,,,"1,87","21,81","27,11","21,18",,,,,,
seq1,no_checks,1 / 100,,,"0,09","0,43","1,00",,,,,,,"1,87","4,11","4,28","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,09","0,43","1,00",,,,,,,"1,87","4,11","4,28","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,09","0,43","1,00",,,,,,,"1,87","4,11","4,28","0,00","81,14","220,11","1,77","1,64","430,00","704,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,05","2,28","2,09",,,,,,,"1,76","20,22","24,43","21,78",,,,,,
seq2,no_checks,1 / 100,,,"0,98","0,41","35,24",,,,,,,"1,76","14,51","15,65","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,98","0,41","35,24",,,,,,,"1,76","14,51","15,65","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,98","0,41","35,24",,,,,,,"1,76","14,51","15,65","0,00","28,24","822,16","1,77","1,93","436,00","764,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,04","1,35","5,22",,,,,,,"1,93","18,83","23,53","18,25",,,,,,
seq3,no_checks,1 / 100,,,"0,10","0,51","2,65",,,,,,,"1,93","8,14","8,43","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,10","0,51","2,65",,,,,,,"1,93","8,14","8,43","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,10","0,51","2,65",,,,,,,"1,93","8,14","8,43","0,00","56,77","421,42","1,77","1,98","556,00","1090,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,03","3,34","1,47",,,,,,,"2,20","22,28","25,36","22,96",,,,,,
seq4,no_checks,1 / 100,,,"3,16","0,46","67,97",,,,,,,"2,20","22,74","24,25","0,00",,,,,,
seq4,no_checks,2 / 100,,,"3,16","0,46","67,97",,,,,,,"2,20","22,74","24,25","0,00",,,,,,
seq4,no_checks,FINAL,,,"3,16","0,46","67,97",,,,,,,"2,20","22,74","24,25","0,00","-2,11","1034,39","1,77","2,37","384,00","686,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,04","1,19","2,05",,,,,,,"2,29","28,74","32,23","22,66",,,,,,
seq5,no_checks,1 / 100,,,"0,17","0,20","5,51",,,,,,,"2,29","20,10","20,84","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,17","0,20","5,51",,,,,,,"2,29","20,10","20,84","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,17","0,20","5,51",,,,,,,"2,29","20,10","20,84","0,00","30,06","878,13","1,77","2,06","204,00","360,00"
