FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,58","0,01",,,,,,,"0,81","6,88","10,33","6,82",,,,,,
seq0,checks,1 / 100,,,"0,10","0,48","0,51",,,,,,,"0,81","4,46","5,40","4,40",,,,,,
seq0,checks,2 / 100,,,"0,10","0,48","0,49",,,,,,,"0,81","4,46","5,40","4,40",,,,,,
seq0,checks,FINAL,,,"0,10","0,48","0,49",,,,,,,"0,81","4,46","5,40","4,40","35,16","552,01","1,25","1,43","519,00","982,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,02","0,84","1,34",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,08","0,35","1,27",,,,,,,"1,76","6,85","8,44","5,56",,,,,,
seq0,no_checks,2 / 100,,,"0,09","0,34","1,26",,,,,,,"1,76","6,24","7,70","4,53",,,,,,
seq0,no_checks,3 / 100,,,"0,10","0,34","1,19",,,,,,,"1,76","6,11","7,51","4,26",,,,,,
seq0,no_checks,4 / 100,,,"0,10","0,34","1,19",,,,,,,"1,76","6,11","7,51","4,26",,,,,,
seq0,no_checks,FINAL,,,"0,10","0,34","1,19",,,,,,,"1,76","6,11","7,51","4,26","67,15","347,56","1,77","1,53","401,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,03","1,29","2,38",,,,,,,"1,87","21,71","27,02","21,10",,,,,,
seq1,no_checks,1 / 100,,,"0,17","0,41","1,16",,,,,,,"1,87","5,59","6,74","3,85",,,,,,
seq1,no_checks,2 / 100,,,"0,17","0,41","0,91",,,,,,,"1,87","5,60","6,75","3,87",,,,,,
seq1,no_checks,3 / 100,,,"0,17","0,41","1,01",,,,,,,"1,87","5,63","6,78","3,89",,,,,,
seq1,no_checks,4 / 100,,,"0,17","0,41","0,93",,,,,,,"1,87","5,64","6,81","3,90",,,,,,
seq1,no_checks,5 / 100,,,"0,16","0,41","0,89",,,,,,,"1,87","5,51","6,62","3,67",,,,,,
seq1,no_checks,6 / 100,,,"0,18","0,41","1,01",,,,,,,"1,87","5,49","6,58","3,62",,,,,,
seq1,no_checks,7 / 100,,,"0,18","0,41","0,99",,,,,,,"1,87","5,48","6,57","3,60",,,,,,
seq1,no_checks,8 / 100,,,"0,18","0,41","1,00",,,,,,,"1,87","5,48","6,56","3,59",,,,,,
seq1,no_checks,FINAL,,,"0,18","0,41","1,00",,,,,,,"1,87","5,48","6,56","3,59","74,76","293,20","1,77","1,65","428,00","702,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,04","2,40","1,69",,,,,,,"1,76","20,28","24,46","21,78",,,,,,
seq2,no_checks,1 / 100,,,"1,19","0,45","13,45",,,,,,,"1,76","13,90","15,14","3,49",,,,,,
seq2,no_checks,2 / 100,,,"1,47","0,44","15,23",,,,,,,"1,76","14,08","15,24","3,20",,,,,,
seq2,no_checks,3 / 100,,,"1,42","0,43","16,60",,,,,,,"1,76","14,38","15,43","2,49",,,,,,
seq2,no_checks,4 / 100,,,"1,62","0,42","17,59",,,,,,,"1,76","14,56","15,52","1,69",,,,,,
seq2,no_checks,5 / 100,,,"1,70","0,42","16,76",,,,,,,"1,76","14,64","15,59","1,46",,,,,,
seq2,no_checks,6 / 100,,,"1,60","0,42","16,30",,,,,,,"1,76","14,67","15,60","1,33",,,,,,
seq2,no_checks,7 / 100,,,"1,60","0,42","16,54",,,,,,,"1,76","14,67","15,60","1,33",,,,,,
seq2,no_checks,FINAL,,,"1,60","0,42","16,54",,,,,,,"1,76","14,67","15,60","1,33","27,67","831,30","1,77","1,93","431,00","756,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,04","1,33","5,18",,,,,,,"1,94","18,79","23,49","18,19",,,,,,
seq3,no_checks,1 / 100,,,"0,21","0,95","1,20",,,,,,,"1,94","17,41","21,07","16,73",,,,,,
seq3,no_checks,2 / 100,,,"0,21","0,95","1,17",,,,,,,"1,94","17,41","21,07","16,73",,,,,,
seq3,no_checks,3 / 100,,,"0,21","0,95","1,16",,,,,,,"1,94","17,41","21,07","16,73",,,,,,
seq3,no_checks,4 / 100,,,"0,22","0,95","1,15",,,,,,,"1,94","17,41","21,07","16,73",,,,,,
seq3,no_checks,FINAL,,,"0,22","0,95","1,15",,,,,,,"1,94","17,41","21,07","16,73","7,32","898,26","1,77","1,99","557,00","1092,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,05","3,26","1,38",,,,,,,"2,20","22,31","25,39","22,90",,,,,,
seq4,no_checks,1 / 100,,,"1,73","0,45","8,76",,,,,,,"2,20","23,00","24,21","0,88",,,,,,
seq4,no_checks,2 / 100,,,"2,19","0,46","11,61",,,,,,,"2,20","23,08","24,25","0,87",,,,,,
seq4,no_checks,3 / 100,,,"2,59","0,46","12,94",,,,,,,"2,20","23,19","24,35","0,75",,,,,,
seq4,no_checks,4 / 100,,,"1,79","0,45","8,52",,,,,,,"2,20","23,20","24,37","0,67",,,,,,
seq4,no_checks,5 / 100,,,"1,99","0,46","10,84",,,,,,,"2,20","23,21","24,37","0,74",,,,,,
seq4,no_checks,6 / 100,,,"1,76","0,45","8,37",,,,,,,"2,20","23,22","24,39","0,70",,,,,,
seq4,no_checks,7 / 100,,,"1,89","0,45","9,26",,,,,,,"2,20","23,23","24,39","0,75",,,,,,
seq4,no_checks,8 / 100,,,"1,85","0,45","9,15",,,,,,,"2,20","23,23","24,39","0,76",,,,,,
seq4,no_checks,FINAL,,,"1,85","0,45","9,15",,,,,,,"2,20","23,23","24,39","0,76","-4,10","1053,75","1,77","2,35","383,00","684,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,09","1,18","1,75",,,,,,,"2,28","28,91","32,42","23,02",,,,,,
seq5,no_checks,1 / 100,,,"0,35","0,15","3,73",,,,,,,"2,28","19,09","20,34","2,98",,,,,,
seq5,no_checks,2 / 100,,,"0,39","0,15","3,56",,,,,,,"2,28","19,23","20,36","2,58",,,,,,
seq5,no_checks,3 / 100,,,"0,39","0,15","3,61",,,,,,,"2,28","19,23","20,36","2,58",,,,,,
seq5,no_checks,FINAL,,,"0,39","0,15","3,61",,,,,,,"2,28","19,23","20,36","2,58","33,47","842,79","1,77","2,07","203,00","358,00"
