FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"0,85","8,77","15,87",,,,,,
seq0,checks,1 / 50,,,"0,02",,,,,,,"0,85","6,68","11,69",,,,,,
seq0,checks,2 / 50,,,"0,02",,,,,,,"0,85","6,73","11,71",,,,,,
seq0,checks,3 / 50,,,"0,06",,,,,,,"0,85","6,96","11,89",,,,,,
seq0,checks,4 / 50,,,"0,06",,,,,,,"0,85","7,35","12,62",,,,,,
seq0,checks,5 / 50,,,"0,06",,,,,,,"0,85","7,69","13,03",,,,,,
seq0,checks,6 / 50,,,"0,08",,,,,,,"0,85","7,76","12,93",,,,,,
seq0,checks,7 / 50,,,"0,15",,,,,,,"0,85","7,93","13,09",,,,,,
seq0,checks,8 / 50,,,"0,15",,,,,,,"0,85","8,04","13,15",,,,,,
seq0,checks,9 / 50,,,"0,01",,,,,,,"0,85","1,96","2,35",,,,,,
seq0,checks,10 / 50,,,"0,01",,,,,,,"0,85","1,99","2,38",,,,,,
seq0,checks,11 / 50,,,"0,02",,,,,,,"0,85","2,04","2,48",,,,,,
seq0,checks,12 / 50,,,"0,03",,,,,,,"0,85","2,12","2,62",,,,,,
seq0,checks,13 / 50,,,"0,06",,,,,,,"0,85","2,29","3,00",,,,,,
seq0,checks,14 / 50,,,"0,13",,,,,,,"0,85","2,44","3,38",,,,,,
seq0,checks,15 / 50,,,"0,24",,,,,,,"0,85","3,14","5,83",,,,,,
seq0,checks,16 / 50,,,"0,28",,,,,,,"0,85","3,49","6,35",,,,,,
seq0,checks,17 / 50,,,"0,29",,,,,,,"0,85","3,85","7,10",,,,,,
seq0,checks,18 / 50,,,"0,25",,,,,,,"0,85","4,05","7,54",,,,,,
seq0,checks,19 / 50,,,"0,25",,,,,,,"0,85","4,38","8,32",,,,,,
seq0,checks,20 / 50,,,"0,31",,,,,,,"0,85","4,75","8,91",,,,,,
seq0,checks,21 / 50,,,"0,02",,,,,,,"0,85","4,12","5,05",,,,,,
seq0,checks,22 / 50,,,"0,03",,,,,,,"0,85","4,23","5,23",,,,,,
seq0,checks,23 / 50,,,"0,07",,,,,,,"0,85","4,57","5,79",,,,,,
seq0,checks,24 / 50,,,"0,13",,,,,,,"0,85","4,85","6,33",,,,,,
seq0,checks,25 / 50,,,"0,18",,,,,,,"0,85","5,09","6,73",,,,,,
seq0,checks,26 / 50,,,"0,16",,,,,,,"0,85","5,65","7,98",,,,,,
seq0,checks,27 / 50,,,"0,21",,,,,,,"0,85","5,95","8,63",,,,,,
seq0,checks,28 / 50,,,"0,38",,,,,,,"0,85","6,56","9,89",,,,,,
seq0,checks,29 / 50,,,"0,37",,,,,,,"0,85","7,00","11,06",,,,,,
seq0,checks,30 / 50,,,"0,34",,,,,,,"0,85","7,35","11,68",,,,,,
seq0,checks,31 / 50,,,"0,52",,,,,,,"0,85","8,01","13,27",,,,,,
