FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,55","0,01",,,,,,,"0,81","6,88","10,33","6,81",,,,,,
seq0,checks,1 / 100,,,"0,07","0,48","0,41",,,,,,,"0,81","4,60","5,60","4,53",,,,,,
seq0,checks,2 / 100,,,"0,07","0,48","0,41",,,,,,,"0,81","4,56","5,54","4,50",,,,,,
seq0,checks,3 / 100,,,"0,07","0,48","0,41",,,,,,,"0,81","4,56","5,53","4,49",,,,,,
seq0,checks,FINAL,,,"0,07","0,48","0,41",,,,,,,"0,81","4,56","5,53","4,49","33,78","565,34","1,25","1,42","516,00","974,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,03","0,85","1,82",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,16","0,32","1,33",,,,,,,"1,76","6,98","8,60","5,78",,,,,,
seq0,no_checks,2 / 100,,,"0,16","0,31","1,22",,,,,,,"1,76","6,86","8,46","5,57",,,,,,
seq0,no_checks,3 / 100,,,"0,17","0,31","1,30",,,,,,,"1,76","6,82","8,42","5,50",,,,,,
seq0,no_checks,4 / 100,,,"0,17","0,31","1,31",,,,,,,"1,76","6,82","8,41","5,50",,,,,,
seq0,no_checks,FINAL,,,"0,17","0,31","1,31",,,,,,,"1,76","6,82","8,41","5,50","63,36","387,67","1,77","1,53","402,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,02","1,23","2,19",,,,,,,"1,87","21,82","27,13","21,23",,,,,,
seq1,no_checks,1 / 100,,,"0,21","0,39","1,51",,,,,,,"1,87","6,88","8,29","5,71",,,,,,
seq1,no_checks,2 / 100,,,"0,21","0,39","1,20",,,,,,,"1,87","6,27","7,62","5,00",,,,,,
seq1,no_checks,3 / 100,,,"0,20","0,39","1,25",,,,,,,"1,87","6,22","7,57","4,95",,,,,,
seq1,no_checks,4 / 100,,,"0,20","0,39","1,24",,,,,,,"1,87","6,22","7,56","4,94",,,,,,
seq1,no_checks,FINAL,,,"0,20","0,39","1,24",,,,,,,"1,87","6,22","7,56","4,94","71,51","333,06","1,77","1,64","429,00","702,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,03","2,28","1,68",,,,,,,"1,76","20,27","24,46","21,81",,,,,,
seq2,no_checks,1 / 100,,,"0,86","0,45","8,60",,,,,,,"1,76","13,42","15,02","5,27",,,,,,
seq2,no_checks,2 / 100,,,"1,82","0,41","18,33",,,,,,,"1,76","14,52","15,50","2,17",,,,,,
seq2,no_checks,3 / 100,,,"1,68","0,41","15,61",,,,,,,"1,76","14,58","15,53","2,06",,,,,,
seq2,no_checks,4 / 100,,,"1,74","0,41","16,01",,,,,,,"1,76","14,58","15,53","2,06",,,,,,
seq2,no_checks,FINAL,,,"1,74","0,41","16,01",,,,,,,"1,76","14,58","15,53","2,06","28,06","826,42","1,77","1,93","430,00","754,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,04","1,47","5,23",,,,,,,"1,94","18,83","23,51","18,25",,,,,,
seq3,no_checks,1 / 100,,,"0,34","0,60","1,15",,,,,,,"1,94","8,30","9,53","3,76",,,,,,
seq3,no_checks,2 / 100,,,"0,34","0,60","1,11",,,,,,,"1,94","8,29","9,52","3,74",,,,,,
seq3,no_checks,3 / 100,,,"0,34","0,60","1,14",,,,,,,"1,94","8,29","9,52","3,73",,,,,,
seq3,no_checks,FINAL,,,"0,34","0,60","1,14",,,,,,,"1,94","8,29","9,52","3,73","55,95","428,02","1,77","1,99","558,00","1094,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,06","3,28","1,72",,,,,,,"2,20","22,30","25,38","22,93",,,,,,
seq4,no_checks,1 / 100,,,"5,27","0,43","30,13",,,,,,,"2,20","22,47","23,80","1,80",,,,,,
seq4,no_checks,2 / 100,,,"3,77","0,42","16,67",,,,,,,"2,20","22,49","23,86","1,83",,,,,,
seq4,no_checks,3 / 100,,,"3,76","0,42","16,74",,,,,,,"2,20","22,49","23,86","1,82",,,,,,
seq4,no_checks,FINAL,,,"3,76","0,42","16,74",,,,,,,"2,20","22,49","23,86","1,82","-0,86","1020,39","1,77","2,35","382,00","684,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,04","1,20","2,29",,,,,,,"2,28","28,64","32,19","22,73",,,,,,
seq5,no_checks,1 / 100,,,"0,33","0,22","3,58",,,,,,,"2,28","19,37","20,68","3,28",,,,,,
seq5,no_checks,2 / 100,,,"0,34","0,22","3,64",,,,,,,"2,28","19,47","20,69","2,99",,,,,,
seq5,no_checks,3 / 100,,,"0,34","0,22","3,74",,,,,,,"2,28","19,47","20,69","2,98",,,,,,
seq5,no_checks,FINAL,,,"0,34","0,22","3,74",,,,,,,"2,28","19,47","20,69","2,98","32,01","853,83","1,77","2,07","203,00","358,00"
