parallax,Av. error (mm),Info
"0,18","200,89",seq0_checks
"0,18","202,93",seq0_checks
"0,42","181,66",seq0_checks
"0,42","184,81",seq0_checks
"0,64","212,36",seq0_checks
"0,64","216,43",seq0_checks
"0,18","196,45",seq0_checks
"0,18","198,47",seq0_checks
"0,18","195,99",seq0_checks
"0,18","198,00",seq0_checks
"0,53","192,47",seq0_checks
"0,53","187,95",seq0_checks
"0,08","195,04",seq0_checks
"0,08","197,62",seq0_checks
"0,34","206,97",seq0_checks
"0,34","210,28",seq0_checks
"0,40","202,53",seq0_checks
"0,40","205,42",seq0_checks
"0,47","178,27",seq0_checks
"0,47","181,41",seq0_checks
"0,46","203,45",seq0_checks
"0,46","206,67",seq0_checks
"0,41","188,27",seq0_checks
"0,41","183,87",seq0_checks
"0,49","188,02",seq0_checks
"0,49","183,47",seq0_checks
"0,07","206,51",seq0_checks
"0,07","200,11",seq0_checks
"0,17","196,27",seq0_checks
"0,17","198,48",seq0_checks
"0,20","202,80",seq0_checks
"0,20","205,55",seq0_checks
"0,39","261,27",seq0_checks
"0,39","252,78",seq0_checks
"0,23","208,16",seq0_checks
"0,23","202,31",seq0_checks
"0,26","208,31",seq0_checks
"0,26","202,61",seq0_checks
"0,20","202,10",seq0_checks
"0,20","204,84",seq0_checks
"0,22","202,71",seq0_checks
"0,22","205,38",seq0_checks
"0,17","200,85",seq0_checks
"0,17","203,25",seq0_checks
"0,33","206,43",seq0_checks
"0,33","200,80",seq0_checks
"0,50","187,69",seq0_checks
"0,50","190,78",seq0_checks
"0,12","196,04",seq0_checks
"0,12","198,23",seq0_checks
"0,22","201,64",seq0_checks
"0,22","203,52",seq0_checks
"0,55","196,88",seq0_checks
"0,55","193,34",seq0_checks
"0,55","197,04",seq0_checks
"0,55","193,46",seq0_checks
"0,56","181,64",seq0_checks
"0,56","178,21",seq0_checks
"0,53","190,88",seq0_checks
"0,53","194,47",seq0_checks
"0,52","197,64",seq0_checks
"0,52","193,57",seq0_checks
"0,03","196,68",seq0_checks
"0,03","198,53",seq0_checks
"0,13","202,75",seq0_checks
"0,13","204,98",seq0_checks
"0,15","196,42",seq0_checks
"0,15","198,53",seq0_checks
"0,56","178,68",seq0_checks
"0,56","175,01",seq0_checks
"0,15","202,46",seq0_checks
"0,15","204,59",seq0_checks
"0,23","194,96",seq0_checks
"0,23","197,51",seq0_checks
"0,24","194,98",seq0_checks
"0,24","197,52",seq0_checks
"0,13","206,63",seq0_checks
"0,13","200,38",seq0_checks
"0,40","203,52",seq0_checks
"0,40","198,99",seq0_checks
"0,56","186,61",seq0_checks
"0,56","182,87",seq0_checks
"0,56","181,93",seq0_checks
"0,56","185,34",seq0_checks
"0,56","182,97",seq0_checks
"0,56","179,26",seq0_checks
"0,20","201,91",seq0_checks
"0,20","203,94",seq0_checks
"0,28","202,68",seq0_checks
"0,28","205,47",seq0_checks
"0,26","202,27",seq0_checks
"0,26","204,98",seq0_checks
"0,52","183,01",seq0_checks
"0,52","179,10",seq0_checks
"0,47","182,92",seq0_checks
"0,47","179,19",seq0_checks
"0,12","201,18",seq0_checks
"0,12","203,87",seq0_checks
"0,12","208,98",seq0_checks
"0,12","203,19",seq0_checks
"0,10","201,51",seq0_checks
"0,10","203,97",seq0_checks
"0,12","196,61",seq0_checks
"0,12","198,83",seq0_checks
"0,42","186,20",seq0_checks
"0,42","189,59",seq0_checks
"0,42","193,16",seq0_checks
"0,42","188,59",seq0_checks
"0,19","203,06",seq0_checks
"0,19","205,99",seq0_checks
"0,21","202,53",seq0_checks
"0,21","205,21",seq0_checks
"0,14","200,31",seq0_checks
"0,14","203,17",seq0_checks
"0,21","197,58",seq0_checks
"0,21","200,03",seq0_checks
"0,20","207,02",seq0_checks
"0,20","209,63",seq0_checks
"0,46","212,04",seq0_checks
"0,46","206,80",seq0_checks
"0,61","266,31",seq0_checks
"0,61","258,20",seq0_checks
"0,48","173,26",seq0_checks
"0,48","176,33",seq0_checks
"0,48","178,79",seq0_checks
"0,48","175,39",seq0_checks
"0,47","203,35",seq0_checks
"0,47","206,67",seq0_checks
"0,37","202,26",seq0_checks
"0,37","205,68",seq0_checks
"0,08","199,00",seq0_checks
"0,08","193,54",seq0_checks
"0,12","200,31",seq0_checks
"0,12","202,50",seq0_checks
"0,25","195,05",seq0_checks
"0,25","197,56",seq0_checks
"0,42","322,54",seq0_checks
"0,42","313,00",seq0_checks
"0,23","195,93",seq0_checks
"0,23","197,83",seq0_checks
"0,14","202,58",seq0_checks
"0,14","204,77",seq0_checks
"0,16","198,34",seq0_checks
"0,16","200,31",seq0_checks
"0,56","185,92",seq0_checks
"0,56","189,75",seq0_checks
"0,28","205,35",seq0_checks
"0,28","199,59",seq0_checks
"0,68","20,08",seq0_no_checks
"0,68","15,19",seq0_no_checks
"0,46","10,36",seq0_no_checks
"0,46","8,24",seq0_no_checks
"1,28","12,12",seq0_no_checks
"1,28","11,38",seq0_no_checks
"1,43","7,17",seq0_no_checks
"1,43","6,93",seq0_no_checks
"1,35","5,67",seq0_no_checks
"1,35","6,26",seq0_no_checks
"1,75","8,22",seq0_no_checks
"1,75","9,23",seq0_no_checks
"1,50","18,81",seq0_no_checks
"1,50","18,75",seq0_no_checks
"1,50","11,74",seq0_no_checks
"1,50","9,19",seq0_no_checks
"1,53","1,91",seq0_no_checks
"1,53","1,23",seq0_no_checks
"0,39","10,23",seq0_no_checks
"0,39","9,41",seq0_no_checks
"0,38","6,02",seq0_no_checks
"0,38","4,83",seq0_no_checks
"0,79","19,58",seq0_no_checks
"0,79","17,74",seq0_no_checks
"1,38","8,95",seq0_no_checks
"1,38","8,78",seq0_no_checks
"1,27","9,69",seq0_no_checks
"1,27","8,62",seq0_no_checks
"0,34","9,76",seq0_no_checks
"0,34","9,97",seq0_no_checks
"0,36","20,07",seq0_no_checks
"0,36","21,71",seq0_no_checks
"1,09","2,67",seq0_no_checks
"1,09","1,54",seq0_no_checks
"0,47","4,82",seq0_no_checks
"0,47","4,25",seq0_no_checks
"1,57","8,73",seq0_no_checks
"1,57","6,76",seq0_no_checks
"1,50","2,26",seq0_no_checks
"1,50","1,86",seq0_no_checks
"1,50","12,05",seq0_no_checks
"1,50","10,88",seq0_no_checks
"1,66","21,10",seq0_no_checks
"1,66","21,08",seq0_no_checks
"1,31","21,19",seq0_no_checks
"1,31","20,03",seq0_no_checks
"1,28","11,23",seq0_no_checks
"1,28","9,12",seq0_no_checks
"0,54","6,07",seq0_no_checks
"0,54","4,41",seq0_no_checks
"0,18","5,21",seq0_no_checks
"0,18","5,09",seq0_no_checks
"1,77","2,73",seq0_no_checks
"1,77","1,54",seq0_no_checks
"1,75","0,17",seq0_no_checks
"1,75","0,09",seq0_no_checks
"0,63","5,20",seq0_no_checks
