TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,40","192,55","246,71","97,75",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,73","200,67","0,67",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02","-3,73","14226,82","1,77","0,20","595,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,69","44,34","91,13","43,95",,,,,,
seq0,no_checks,1 / 12,,,"0,15","0,00","0,23",,,,,,,"1,69","31,51","33,49","5,25",,,,,,
seq0,no_checks,2 / 12,,,"0,32","0,00","0,44",,,,,,,"1,69","31,31","33,22","6,45",,,,,,
seq0,no_checks,3 / 12,,,"0,21","0,00","0,33",,,,,,,"1,69","31,42","33,32","9,41",,,,,,
seq0,no_checks,4 / 12,,,"0,16","0,00","0,29",,,,,,,"1,69","31,00","32,94","9,91",,,,,,
seq0,no_checks,5 / 12,,,"0,23","0,00","0,36",,,,,,,"1,69","29,36","31,26","7,26",,,,,,
seq0,no_checks,6 / 12,,,"0,20","0,00","0,43",,,,,,,"1,69","13,63","14,35","5,73",,,,,,
seq0,no_checks,7 / 12,,,"0,22","0,00","0,42",,,,,,,"1,69","12,45","13,06","6,93",,,,,,
seq0,no_checks,8 / 12,,,"0,78","0,00","3,24",,,,,,,"1,69","43,09","45,10","0,81",,,,,,
seq0,no_checks,9 / 12,,,"0,76","0,00","3,59",,,,,,,"1,69","43,17","45,19","0,99",,,,,,
