FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,50","0,01",,,,,,,"0,80","6,85","10,26","6,79",,,,,,
seq0,checks,1 / 100,,,"0,06","0,43","0,11",,,,,,,"0,80","0,25","0,29","0,00",,,,,,
seq0,checks,2 / 100,,,"0,06","0,43","0,11",,,,,,,"0,80","0,25","0,29","0,00",,,,,,
seq0,checks,FINAL,,,"0,06","0,43","0,11",,,,,,,"0,80","0,25","0,29","0,00","96,37","31,03","1,25","1,42","518,00","978,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,03","0,82","1,76",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,05","0,31","1,19",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,05","0,31","1,19",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,31","1,19",,,,,,,"1,76","5,28","5,63","0,00","71,65","299,94","1,77","1,53","402,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,03","1,38","2,39",,,,,,,"1,87","21,97","27,38","21,31",,,,,,
seq1,no_checks,1 / 100,,,"0,07","0,41","0,79",,,,,,,"1,87","4,05","4,21","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,07","0,41","0,79",,,,,,,"1,87","4,05","4,21","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,07","0,41","0,79",,,,,,,"1,87","4,05","4,21","0,00","81,56","216,92","1,77","1,63","429,00","702,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,04","2,44","1,73",,,,,,,"1,76","20,18","24,38","21,75",,,,,,
seq2,no_checks,1 / 100,,,"0,61","0,44","30,89",,,,,,,"1,76","15,00","16,14","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,61","0,44","30,89",,,,,,,"1,76","15,00","16,14","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,61","0,44","30,89",,,,,,,"1,76","15,00","16,14","0,00","25,68","850,27","1,77","1,93","436,00","762,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,05","1,35","5,24",,,,,,,"1,94","18,85","23,53","18,27",,,,,,
seq3,no_checks,1 / 100,,,"0,11","0,48","2,63",,,,,,,"1,94","8,09","8,38","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,11","0,48","2,63",,,,,,,"1,94","8,09","8,38","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,11","0,48","2,63",,,,,,,"1,94","8,09","8,38","0,00","57,10","417,38","1,77","1,98","557,00","1092,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,04","3,32","1,59",,,,,,,"2,20","22,31","25,37","22,86",,,,,,
seq4,no_checks,1 / 100,,,"4,60","0,50","74,16",,,,,,,"2,20","22,78","24,29","0,00",,,,,,
seq4,no_checks,2 / 100,,,"4,60","0,50","74,16",,,,,,,"2,20","22,78","24,29","0,00",,,,,,
seq4,no_checks,FINAL,,,"4,60","0,50","74,16",,,,,,,"2,20","22,78","24,29","0,00","-2,10","1034,89","1,77","2,37","386,00","690,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,03","1,11","1,74",,,,,,,"2,28","28,45","31,99","22,51",,,,,,
seq5,no_checks,1 / 100,,,"0,12","0,24","4,96",,,,,,,"2,28","19,26","19,99","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,12","0,24","4,96",,,,,,,"2,28","19,26","19,99","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,12","0,24","4,96",,,,,,,"2,28","19,26","19,99","0,00","32,30","844,53","1,77","2,11","210,00","370,00"
