TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,40","192,55","246,71","97,75",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,73","200,67","0,67",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,04",,,,,,,"1,40","199,74","200,67","0,02","-3,73","14226,82","1,77","0,20","594,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,69","44,33","91,13","43,95",,,,,,
seq0,no_checks,1 / 12,,,"0,14","0,00","0,23",,,,,,,"1,69","31,37","33,36","5,05",,,,,,
seq0,no_checks,2 / 12,,,"0,18","0,00","0,44",,,,,,,"1,69","29,26","31,19","7,82",,,,,,
seq0,no_checks,3 / 12,,,"0,22","0,00","0,36",,,,,,,"1,69","27,31","29,17","8,18",,,,,,
seq0,no_checks,4 / 12,,,"0,21","0,00","0,36",,,,,,,"1,69","27,00","28,86","9,30",,,,,,
seq0,no_checks,5 / 12,,,"0,17","0,00","0,34",,,,,,,"1,69","26,46","28,42","9,96",,,,,,
seq0,no_checks,6 / 12,,,"0,15","0,00","0,27",,,,,,,"1,69","25,78","27,66","11,17",,,,,,
seq0,no_checks,7 / 12,,,"0,16","0,00","0,24",,,,,,,"1,69","23,95","25,78","9,09",,,,,,
seq0,no_checks,8 / 12,,,"0,29","0,00","0,39",,,,,,,"1,69","20,86","22,01","4,94",,,,,,
seq0,no_checks,9 / 12,,,"0,24","0,00","0,32",,,,,,,"1,69","16,10","16,87","4,84",,,,,,
