TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"34,40","967,94","968,40",,,,,,
seq0,checks,1 / 12,,,"0,02",,,,,,,"34,40","966,96","967,44",,,,,,
seq0,checks,2 / 12,,,"0,02",,,,,,,"34,40","966,96","967,44",,,,,,
seq0,checks,3 / 12,,,"0,02",,,,,,,"34,40","966,96","967,44",,,,,,
seq0,checks,4 / 12,,,"0,02",,,,,,,"34,40","966,96","967,44",,,,,,
seq0,checks,FINAL,,,"0,02",,,,,,,"34,40","966,96","967,44","0,10","2810,64","12,50","1,38","622,00","220,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","852,95","860,74",,,,,,
seq0,no_checks,1 / 12,,,"0,22",,,,,,,"35,70","845,31","853,13",,,,,,
seq0,no_checks,2 / 12,,,"2,94",,,,,,,"35,70","788,78","801,97",,,,,,
seq0,no_checks,3 / 12,,,"3,02",,,,,,,"35,70","772,83","788,78",,,,,,
seq0,no_checks,4 / 12,,,"1,82",,,,,,,"35,70","766,64","784,42",,,,,,
seq0,no_checks,5 / 12,,,"1,59",,,,,,,"35,70","766,78","784,43",,,,,,
seq0,no_checks,6 / 12,,,"1,68",,,,,,,"35,70","765,83","783,72",,,,,,
seq0,no_checks,7 / 12,,,"1,84",,,,,,,"35,70","765,05","783,02",,,,,,
seq0,no_checks,8 / 12,,,"0,92",,,,,,,"35,70","761,48","780,25",,,,,,
seq0,no_checks,9 / 12,,,"0,78",,,,,,,"35,70","761,35","780,14",,,,,,
seq0,no_checks,10 / 12,,,"0,49",,,,,,,"35,70","757,90","777,64",,,,,,
seq0,no_checks,11 / 12,,,"0,36",,,,,,,"35,70","757,33","777,23",,,,,,
seq0,no_checks,FINAL,,,"0,36",,,,,,,"35,70","757,34","777,22","11,21","2121,31","17,68","1,82","407,00","764,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","842,85","850,26",,,,,,
seq1,no_checks,1 / 12,,,"0,16",,,,,,,"35,70","838,90","846,24",,,,,,
seq1,no_checks,2 / 12,,,"0,42",,,,,,,"35,70","837,64","844,95",,,,,,
seq1,no_checks,3 / 12,,,"0,80",,,,,,,"35,70","835,07","842,41",,,,,,
seq1,no_checks,4 / 12,,,"1,83",,,,,,,"35,70","820,46","828,60",,,,,,
seq1,no_checks,5 / 12,,,"2,88",,,,,,,"35,70","801,36","811,07",,,,,,
seq1,no_checks,6 / 12,,,"2,78",,,,,,,"35,70","771,38","785,63",,,,,,
seq1,no_checks,7 / 12,,,"3,76",,,,,,,"35,70","770,37","784,50",,,,,,
seq1,no_checks,8 / 12,,,"3,84",,,,,,,"35,70","771,22","785,25",,,,,,
seq1,no_checks,9 / 12,,,"4,01",,,,,,,"35,70","771,34","785,32",,,,,,
seq1,no_checks,10 / 12,,,"3,92",,,,,,,"35,70","771,48","785,45",,,,,,
seq1,no_checks,11 / 12,,,"4,04",,,,,,,"35,70","771,60","785,56",,,,,,
seq1,no_checks,FINAL,,,"4,04",,,,,,,"35,70","771,62","785,59","8,45","2161,58","17,68","1,84","370,00","692,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00",,,,,,,"35,71","858,98","867,04",,,,,,
seq2,no_checks,1 / 12,,,"0,25",,,,,,,"35,71","853,28","861,33",,,,,,
seq2,no_checks,2 / 12,,,"1,42",,,,,,,"35,71","852,64","860,63",,,,,,
seq2,no_checks,3 / 12,,,"1,81",,,,,,,"35,71","850,20","858,05",,,,,,
seq2,no_checks,4 / 12,,,"2,94",,,,,,,"35,71","826,70","836,39",,,,,,
seq2,no_checks,5 / 12,,,"4,32",,,,,,,"35,71","818,41","828,87",,,,,,
seq2,no_checks,6 / 12,,,"2,75",,,,,,,"35,71","798,33","812,48",,,,,,
seq2,no_checks,7 / 12,,,"2,05",,,,,,,"35,71","790,47","806,05",,,,,,
seq2,no_checks,8 / 12,,,"2,74",,,,,,,"35,71","789,19","804,62",,,,,,
seq2,no_checks,9 / 12,,,"5,66",,,,,,,"35,71","796,88","810,77",,,,,,
seq2,no_checks,10 / 12,,,"5,78",,,,,,,"35,71","800,01","813,54",,,,,,
seq2,no_checks,11 / 12,,,"6,41",,,,,,,"35,71","800,53","813,85",,,,,,
seq2,no_checks,FINAL,,,"5,84",,,,,,,"35,71","799,11","812,44","6,97","2237,99","17,68","1,85","468,00","882,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00",,,,,,,"35,71","855,15","863,10",,,,,,
seq3,no_checks,1 / 12,,,"0,07",,,,,,,"35,71","854,38","862,31",,,,,,
seq3,no_checks,2 / 12,,,"0,40",,,,,,,"35,71","852,54","860,46",,,,,,
seq3,no_checks,3 / 12,,,"1,90",,,,,,,"35,71","819,74","829,85",,,,,,
seq3,no_checks,4 / 12,,,"3,84",,,,,,,"35,71","811,97","822,75",,,,,,
seq3,no_checks,5 / 12,,,"3,54",,,,,,,"35,71","809,45","820,60",,,,,,
seq3,no_checks,6 / 12,,,"3,80",,,,,,,"35,71","807,13","818,60",,,,,,
seq3,no_checks,7 / 12,,,"3,71",,,,,,,"35,71","805,78","817,42",,,,,,
seq3,no_checks,8 / 12,,,"2,39",,,,,,,"35,71","786,36","801,11",,,,,,
seq3,no_checks,9 / 12,,,"2,33",,,,,,,"35,71","786,28","801,04",,,,,,
seq3,no_checks,10 / 12,,,"2,09",,,,,,,"35,71","785,98","800,79",,,,,,
seq3,no_checks,11 / 12,,,"2,09",,,,,,,"35,71","785,82","800,66",,,,,,
seq3,no_checks,FINAL,,,"2,02",,,,,,,"35,71","785,61","800,49","8,13","2200,10","17,68","1,95","467,00","908,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","857,23","863,76",,,,,,
seq4,no_checks,1 / 12,,,"1,74",,,,,,,"35,70","829,41","837,54",,,,,,
seq4,no_checks,2 / 12,,,"4,39",,,,,,,"35,70","821,81","830,45",,,,,,
seq4,no_checks,3 / 12,,,"4,84",,,,,,,"35,70","818,86","827,46",,,,,,
seq4,no_checks,4 / 12,,,"7,67",,,,,,,"35,70","801,15","811,88",,,,,,
seq4,no_checks,5 / 12,,,"3,32",,,,,,,"35,70","779,07","793,22",,,,,,
seq4,no_checks,6 / 12,,,"3,21",,,,,,,"35,70","771,55","787,39",,,,,,
seq4,no_checks,7 / 12,,,"4,12",,,,,,,"35,70","770,57","786,62",,,,,,
seq4,no_checks,8 / 12,,,"4,30",,,,,,,"35,70","769,90","786,21",,,,,,
seq4,no_checks,9 / 12,,,"4,23",,,,,,,"35,70","770,37","786,50",,,,,,
seq4,no_checks,10 / 12,,,"3,86",,,,,,,"35,70","769,87","786,17",,,,,,
seq4,no_checks,11 / 12,,,"5,60",,,,,,,"35,70","774,58","790,14",,,,,,
seq4,no_checks,FINAL,,,"5,17",,,,,,,"35,70","774,95","790,42","9,60","2170,63","17,68","1,94","384,00","768,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00",,,,,,,"35,68","906,98","912,97",,,,,,
seq5,no_checks,1 / 12,,,"0,06",,,,,,,"35,68","904,13","910,21",,,,,,
seq5,no_checks,2 / 12,,,"0,92",,,,,,,"35,68","873,10","881,82",,,,,,
seq5,no_checks,3 / 12,,,"1,34",,,,,,,"35,68","867,50","876,80",,,,,,
