FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,58","0,01",,,,,,,"0,80","6,87","10,29","6,80",,,,,,
seq0,checks,1 / 100,,,"0,06","0,51","0,13",,,,,,,"0,80","0,25","0,31","0,00",,,,,,
seq0,checks,2 / 100,,,"0,06","0,51","0,13",,,,,,,"0,80","0,25","0,31","0,00",,,,,,
seq0,checks,FINAL,,,"0,06","0,51","0,13",,,,,,,"0,80","0,25","0,31","0,00","96,31","31,63","1,25","1,42","516,00","974,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,03","0,90","1,76",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,05","0,36","1,19",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,05","0,36","1,19",,,,,,,"1,76","5,28","5,63","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,36","1,19",,,,,,,"1,76","5,28","5,63","0,00","71,65","299,94","1,77","1,53","401,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,04","1,29","2,58",,,,,,,"1,87","21,80","27,07","21,14",,,,,,
seq1,no_checks,1 / 100,,,"0,13","0,38","0,95",,,,,,,"1,87","4,27","4,43","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,13","0,38","0,95",,,,,,,"1,87","4,27","4,43","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,13","0,38","0,95",,,,,,,"1,87","4,27","4,43","0,00","80,42","228,09","1,77","1,64","428,00","700,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,02","2,41","1,59",,,,,,,"1,76","20,14","24,37","21,83",,,,,,
seq2,no_checks,1 / 100,,,"0,89","0,43","31,63",,,,,,,"1,76","14,94","16,09","0,01",,,,,,
seq2,no_checks,2 / 100,,,"0,89","0,43","31,63",,,,,,,"1,76","14,94","16,09","0,01",,,,,,
seq2,no_checks,FINAL,,,"0,89","0,43","31,63",,,,,,,"1,76","14,94","16,09","0,01","25,79","847,49","1,77","1,93","434,00","760,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,04","1,38","5,68",,,,,,,"1,93","18,92","23,72","18,33",,,,,,
seq3,no_checks,1 / 100,,,"0,11","0,53","2,61",,,,,,,"1,93","7,99","8,28","0,01",,,,,,
seq3,no_checks,2 / 100,,,"0,11","0,53","2,61",,,,,,,"1,93","7,99","8,28","0,01",,,,,,
seq3,no_checks,FINAL,,,"0,11","0,53","2,61",,,,,,,"1,93","7,99","8,28","0,01","57,75","413,33","1,77","1,99","558,00","1094,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,03","3,29","1,50",,,,,,,"2,20","22,31","25,38","22,86",,,,,,
seq4,no_checks,1 / 100,,,"3,22","0,41","68,85",,,,,,,"2,20","22,88","24,40","0,00",,,,,,
seq4,no_checks,2 / 100,,,"3,22","0,41","68,85",,,,,,,"2,20","22,88","24,40","0,00",,,,,,
seq4,no_checks,FINAL,,,"3,22","0,41","68,85",,,,,,,"2,20","22,88","24,40","0,00","-2,59","1039,97","1,77","2,37","384,00","686,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,03","1,23","2,14",,,,,,,"2,28","28,73","32,21","22,70",,,,,,
seq5,no_checks,1 / 100,,,"0,18","0,22","6,15",,,,,,,"2,28","19,84","20,57","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,18","0,22","6,15",,,,,,,"2,28","19,84","20,57","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,18","0,22","6,15",,,,,,,"2,28","19,84","20,57","0,00","30,94","868,60","1,77","2,07","206,00","364,00"
