FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"34,41","967,36","967,82",,,,,,
seq0,checks,1 / 12,,,"0,02",,,,,,,"34,41","966,39","966,89",,,,,,
seq0,checks,2 / 12,,,"0,02",,,,,,,"34,41","966,21","966,70",,,,,,
seq0,checks,3 / 12,,,"0,03",,,,,,,"34,41","966,19","966,69",,,,,,
seq0,checks,4 / 12,,,"0,03",,,,,,,"34,41","966,19","966,68",,,,,,
seq0,checks,5 / 12,,,"0,03",,,,,,,"34,41","966,16","966,66",,,,,,
seq0,checks,6 / 12,,,"0,06",,,,,,,"34,41","965,55","966,06",,,,,,
seq0,checks,7 / 12,,,"0,06",,,,,,,"34,41","965,46","965,97",,,,,,
seq0,checks,8 / 12,,,"1,17",,,,,,,"34,41","960,00","960,77",,,,,,
seq0,checks,9 / 12,,,"1,20",,,,,,,"34,41","959,97","960,74",,,,,,
seq0,checks,10 / 12,,,"1,26",,,,,,,"34,41","959,94","960,71",,,,,,
seq0,checks,11 / 12,,,"1,26",,,,,,,"34,41","959,93","960,71",,,,,,
seq0,checks,FINAL,,,"1,24",,,,,,,"34,41","959,92","960,70","0,77","2789,91","12,50","1,39","622,00","226,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,07",,,,,,,"35,70","851,99","859,92",,,,,,
seq0,no_checks,1 / 12,,,"0,26",,,,,,,"35,70","850,61","858,51",,,,,,
seq0,no_checks,2 / 12,,,"1,33",,,,,,,"35,70","837,00","845,34",,,,,,
seq0,no_checks,3 / 12,,,"2,75",,,,,,,"35,70","827,23","836,17",,,,,,
seq0,no_checks,4 / 12,,,"3,62",,,,,,,"35,70","824,51","833,45",,,,,,
seq0,no_checks,5 / 12,,,"4,20",,,,,,,"35,70","777,22","792,98",,,,,,
seq0,no_checks,6 / 12,,,"3,92",,,,,,,"35,70","770,32","787,46",,,,,,
seq0,no_checks,7 / 12,,,"2,30",,,,,,,"35,70","767,81","785,19",,,,,,
seq0,no_checks,8 / 12,,,"2,38",,,,,,,"35,70","767,73","785,38",,,,,,
seq0,no_checks,9 / 12,,,"1,74",,,,,,,"35,70","767,58","785,25",,,,,,
seq0,no_checks,10 / 12,,,"1,85",,,,,,,"35,70","767,51","785,17",,,,,,
seq0,no_checks,11 / 12,,,"1,97",,,,,,,"35,70","766,43","784,26",,,,,,
