TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"34,40","969,29","969,75",,,,,,
seq0,checks,1 / 12,,,"0,00",,,,,,,"34,40","969,19","969,66",,,,,,
seq0,checks,2 / 12,,,"0,00",,,,,,,"34,40","969,19","969,66",,,,,,
seq0,checks,FINAL,,,"0,00",,,,,,,"34,40","969,19","969,66","0,01","2817,03","12,50","1,39","621,00","222,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","852,39","860,22",,,,,,
seq0,no_checks,1 / 12,,,"0,10",,,,,,,"35,70","849,63","857,40",,,,,,
seq0,no_checks,2 / 12,,,"0,31",,,,,,,"35,70","849,51","857,27",,,,,,
seq0,no_checks,3 / 12,,,"0,40",,,,,,,"35,70","841,58","849,57",,,,,,
seq0,no_checks,4 / 12,,,"1,01",,,,,,,"35,70","831,06","839,54",,,,,,
seq0,no_checks,5 / 12,,,"1,90",,,,,,,"35,70","771,44","788,26",,,,,,
seq0,no_checks,6 / 12,,,"3,32",,,,,,,"35,70","770,41","787,43",,,,,,
seq0,no_checks,7 / 12,,,"2,61",,,,,,,"35,70","770,16","787,11",,,,,,
seq0,no_checks,8 / 12,,,"2,78",,,,,,,"35,70","768,27","786,18",,,,,,
seq0,no_checks,9 / 12,,,"2,74",,,,,,,"35,70","768,25","786,01",,,,,,
seq0,no_checks,10 / 12,,,"2,05",,,,,,,"35,70","765,31","783,37",,,,,,
seq0,no_checks,11 / 12,,,"1,97",,,,,,,"35,70","763,89","782,19",,,,,,
seq0,no_checks,FINAL,,,"1,56",,,,,,,"35,70","763,33","781,80","10,45","2138,09","17,68","1,82","407,00","768,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","843,54","850,76",,,,,,
seq1,no_checks,1 / 12,,,"0,18",,,,,,,"35,70","838,37","845,57",,,,,,
seq1,no_checks,2 / 12,,,"2,36",,,,,,,"35,70","837,18","844,35",,,,,,
seq1,no_checks,3 / 12,,,"1,41",,,,,,,"35,70","824,74","832,52",,,,,,
seq1,no_checks,4 / 12,,,"1,86",,,,,,,"35,70","807,07","816,02",,,,,,
seq1,no_checks,5 / 12,,,"3,25",,,,,,,"35,70","790,10","800,78",,,,,,
seq1,no_checks,6 / 12,,,"2,51",,,,,,,"35,70","788,76","799,59",,,,,,
seq1,no_checks,7 / 12,,,"2,30",,,,,,,"35,70","787,50","798,47",,,,,,
seq1,no_checks,8 / 12,,,"2,61",,,,,,,"35,70","784,09","795,49",,,,,,
seq1,no_checks,9 / 12,,,"3,71",,,,,,,"35,70","765,14","779,93",,,,,,
seq1,no_checks,10 / 12,,,"3,02",,,,,,,"35,70","766,62","781,15",,,,,,
seq1,no_checks,11 / 12,,,"3,18",,,,,,,"35,70","773,91","787,42",,,,,,
seq1,no_checks,FINAL,,,"0,71",,,,,,,"35,70","761,32","776,80","9,75","2132,77","17,68","1,84","364,00","680,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00",,,,,,,"35,71","858,98","867,04",,,,,,
seq2,no_checks,1 / 12,,,"0,25",,,,,,,"35,71","853,28","861,33",,,,,,
seq2,no_checks,2 / 12,,,"1,42",,,,,,,"35,71","852,64","860,63",,,,,,
seq2,no_checks,3 / 12,,,"1,81",,,,,,,"35,71","850,20","858,05",,,,,,
seq2,no_checks,4 / 12,,,"2,94",,,,,,,"35,71","826,70","836,39",,,,,,
seq2,no_checks,5 / 12,,,"4,32",,,,,,,"35,71","818,41","828,87",,,,,,
seq2,no_checks,6 / 12,,,"2,75",,,,,,,"35,71","798,33","812,48",,,,,,
seq2,no_checks,7 / 12,,,"2,05",,,,,,,"35,71","790,47","806,05",,,,,,
seq2,no_checks,8 / 12,,,"2,74",,,,,,,"35,71","789,19","804,62",,,,,,
seq2,no_checks,9 / 12,,,"5,66",,,,,,,"35,71","796,88","810,77",,,,,,
seq2,no_checks,10 / 12,,,"5,78",,,,,,,"35,71","800,01","813,54",,,,,,
seq2,no_checks,11 / 12,,,"6,41",,,,,,,"35,71","800,53","813,85",,,,,,
seq2,no_checks,FINAL,,,"5,84",,,,,,,"35,71","799,11","812,44","6,97","2237,99","17,68","1,85","468,00","882,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00",,,,,,,"35,71","855,16","863,11",,,,,,
seq3,no_checks,1 / 12,,,"0,25",,,,,,,"35,71","849,77","857,76",,,,,,
seq3,no_checks,2 / 12,,,"0,83",,,,,,,"35,71","840,98","849,28",,,,,,
seq3,no_checks,3 / 12,,,"1,03",,,,,,,"35,71","840,03","848,30",,,,,,
seq3,no_checks,4 / 12,,,"0,84",,,,,,,"35,71","836,72","845,23",,,,,,
seq3,no_checks,5 / 12,,,"2,25",,,,,,,"35,71","816,23","826,61",,,,,,
seq3,no_checks,6 / 12,,,"2,98",,,,,,,"35,71","796,18","809,20",,,,,,
seq3,no_checks,7 / 12,,,"3,01",,,,,,,"35,71","795,94","808,98",,,,,,
seq3,no_checks,8 / 12,,,"2,15",,,,,,,"35,71","775,36","792,43",,,,,,
seq3,no_checks,9 / 12,,,"6,28",,,,,,,"35,71","779,67","796,22",,,,,,
seq3,no_checks,10 / 12,,,"7,96",,,,,,,"35,71","782,65","798,73",,,,,,
seq3,no_checks,11 / 12,,,"5,97",,,,,,,"35,71","785,68","801,47",,,,,,
seq3,no_checks,FINAL,,,"6,97",,,,,,,"35,71","790,03","805,29","7,62","2212,49","17,68","1,95","467,00","908,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","858,07","864,57",,,,,,
seq4,no_checks,1 / 12,,,"0,57",,,,,,,"35,70","844,28","851,40",,,,,,
seq4,no_checks,2 / 12,,,"1,26",,,,,,,"35,70","842,38","849,40",,,,,,
seq4,no_checks,3 / 12,,,"1,52",,,,,,,"35,70","841,23","848,31",,,,,,
seq4,no_checks,4 / 12,,,"1,52",,,,,,,"35,70","840,55","847,62",,,,,,
seq4,no_checks,5 / 12,,,"1,67",,,,,,,"35,70","832,28","839,97",,,,,,
seq4,no_checks,6 / 12,,,"4,87",,,,,,,"35,70","808,45","818,63",,,,,,
seq4,no_checks,7 / 12,,,"2,82",,,,,,,"35,70","774,37","790,15",,,,,,
seq4,no_checks,8 / 12,,,"2,80",,,,,,,"35,70","775,11","790,92",,,,,,
seq4,no_checks,9 / 12,,,"3,36",,,,,,,"35,70","775,06","791,10",,,,,,
seq4,no_checks,10 / 12,,,"3,74",,,,,,,"35,70","774,11","790,07",,,,,,
seq4,no_checks,11 / 12,,,"3,62",,,,,,,"35,70","773,00","789,17",,,,,,
seq4,no_checks,FINAL,,,"3,58",,,,,,,"35,70","772,90","789,16","9,93","2164,89","17,68","1,93","385,00","770,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00",,,,,,,"35,68","906,98","912,97",,,,,,
seq5,no_checks,1 / 12,,,"0,06",,,,,,,"35,68","904,13","910,21",,,,,,
