FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,40","192,55","246,71","97,74",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,72","200,67","0,64",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,02",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,02",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,02","-3,73","14226,61","1,77","0,20","594,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,02","0,01","0,40",,,,,,,"1,68","44,67","91,31","44,23",,,,,,
seq0,no_checks,1 / 12,,,"0,10","0,00","0,50",,,,,,,"1,68","44,57","90,65","44,11",,,,,,
seq0,no_checks,2 / 12,,,"0,25","0,00","0,46",,,,,,,"1,68","40,49","73,86","39,03",,,,,,
seq0,no_checks,3 / 12,,,"0,20","0,00","0,51",,,,,,,"1,68","40,31","72,38","38,64",,,,,,
seq0,no_checks,4 / 12,,,"0,18","0,00","0,38",,,,,,,"1,68","36,09","58,61","31,54",,,,,,
seq0,no_checks,5 / 12,,,"0,16","0,00","0,30",,,,,,,"1,68","36,13","57,66","31,58",,,,,,
seq0,no_checks,6 / 12,,,"0,13","0,00","0,21",,,,,,,"1,68","34,69","54,48","29,36",,,,,,
seq0,no_checks,7 / 12,,,"0,12","0,00","0,21",,,,,,,"1,68","34,45","53,87","29,13",,,,,,
seq0,no_checks,8 / 12,,,"0,12","0,00","0,29",,,,,,,"1,68","30,89","45,74","20,73",,,,,,
seq0,no_checks,9 / 12,,,"0,18","0,00","0,22",,,,,,,"1,68","26,93","31,80","11,42",,,,,,
seq0,no_checks,10 / 12,,,"0,34","0,00","0,47",,,,,,,"1,68","15,73","16,51","6,28",,,,,,
seq0,no_checks,11 / 12,,,"0,22","0,00","0,38",,,,,,,"1,68","22,27","24,52","6,28",,,,,,
seq0,no_checks,FINAL,,,"0,16","0,00","0,30",,,,,,,"1,68","22,52","24,87","5,48","49,60","1336,75","1,77","1,81","597,00","1192,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,70","0,00","43,88",,,,,,,"4,38","29,47","35,17","24,87",,,,,,
seq1,no_checks,1 / 12,,,"1,07","0,00","7,16",,,,,,,"4,38","28,43","34,05","23,45",,,,,,
seq1,no_checks,2 / 12,,,"1,04","0,00","7,12",,,,,,,"4,38","28,36","33,96","23,35",,,,,,
seq1,no_checks,3 / 12,,,"0,89","0,00","8,08",,,,,,,"4,38","20,18","25,06","13,92",,,,,,
seq1,no_checks,4 / 12,,,"0,36","0,00","2,08",,,,,,,"4,38","18,47","21,13","5,11",,,,,,
seq1,no_checks,5 / 12,,,"0,37","0,00","2,36",,,,,,,"4,38","18,57","21,24","5,12",,,,,,
seq1,no_checks,6 / 12,,,"0,38","0,00","2,11",,,,,,,"4,38","18,59","21,27","5,14",,,,,,
seq1,no_checks,7 / 12,,,"0,41","0,00","2,18",,,,,,,"4,38","18,62","21,30","5,15",,,,,,
seq1,no_checks,8 / 12,,,"0,39","0,00","2,32",,,,,,,"4,38","18,66","21,35","5,16",,,,,,
seq1,no_checks,9 / 12,,,"0,38","0,00","2,39",,,,,,,"4,38","18,68","21,38","5,18",,,,,,
seq1,no_checks,10 / 12,,,"0,39","0,00","2,58",,,,,,,"4,38","18,72","21,43","5,19",,,,,,
seq1,no_checks,11 / 12,,,"0,41","0,00","2,62",,,,,,,"4,38","18,75","21,46","5,19",,,,,,
seq1,no_checks,FINAL,,,"0,42","0,00","2,77",,,,,,,"4,38","18,77","21,49","5,20","36,32","428,53","3,97","4,15","435,00","868,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,08","0,01","1,96",,,,,,,"1,81","23,21","28,69","25,18",,,,,,
seq2,no_checks,1 / 12,,,"0,09","0,00","0,52",,,,,,,"1,81","23,07","28,45","25,14",,,,,,
seq2,no_checks,2 / 12,,,"0,14","0,00","0,52",,,,,,,"1,81","22,75","27,83","24,25",,,,,,
seq2,no_checks,3 / 12,,,"0,14","0,00","0,39",,,,,,,"1,81","21,70","26,06","22,47",,,,,,
seq2,no_checks,4 / 12,,,"0,12","0,00","0,29",,,,,,,"1,81","14,14","16,36","15,80",,,,,,
seq2,no_checks,5 / 12,,,"0,14","0,00","0,29",,,,,,,"1,81","14,10","16,31","15,75",,,,,,
seq2,no_checks,6 / 12,,,"0,11","0,00","0,33",,,,,,,"1,81","13,17","14,94","13,09",,,,,,
seq2,no_checks,7 / 12,,,"0,17","0,00","0,35",,,,,,,"1,81","6,91","8,44","7,36",,,,,,
seq2,no_checks,8 / 12,,,"0,19","0,00","0,42",,,,,,,"1,81","6,91","8,89","7,55",,,,,,
seq2,no_checks,9 / 12,,,"0,16","0,00","0,43",,,,,,,"1,81","6,93","8,96","7,28",,,,,,
seq2,no_checks,10 / 12,,,"0,14","0,00","0,36",,,,,,,"1,81","6,91","8,94","7,30",,,,,,
seq2,no_checks,11 / 12,,,"0,15","0,00","0,35",,,,,,,"1,81","6,93","9,08","7,39",,,,,,
seq2,no_checks,FINAL,,,"0,17","0,00","0,40",,,,,,,"1,81","6,88","9,02","7,00","70,35","380,11","1,77","1,98","611,00","1172,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,06","0,00","5,44",,,,,,,"1,94","18,79","24,63","18,52",,,,,,
seq3,no_checks,1 / 12,,,"0,11","0,00","0,71",,,,,,,"1,94","18,50","23,97","18,21",,,,,,
seq3,no_checks,2 / 12,,,"0,14","0,00","0,37",,,,,,,"1,94","10,39","13,24","10,44",,,,,,
seq3,no_checks,3 / 12,,,"0,19","0,00","0,47",,,,,,,"1,94","10,59","13,51","11,98",,,,,,
seq3,no_checks,4 / 12,,,"0,23","0,00","0,66",,,,,,,"1,94","10,63","13,54","27,46",,,,,,
seq3,no_checks,5 / 12,,,"0,20","0,00","0,86",,,,,,,"1,94","10,63","13,54","9,30",,,,,,
seq3,no_checks,6 / 12,,,"0,19","0,00","0,42",,,,,,,"1,94","10,73","13,66","8,67",,,,,,
seq3,no_checks,7 / 12,,,"0,21","0,00","0,52",,,,,,,"1,94","10,85","13,85","9,39",,,,,,
seq3,no_checks,8 / 12,,,"0,18","0,00","0,42",,,,,,,"1,94","10,85","13,86","9,33",,,,,,
seq3,no_checks,9 / 12,,,"0,17","0,00","0,39",,,,,,,"1,94","10,86","13,87","12,54",,,,,,
seq3,no_checks,10 / 12,,,"0,16","0,00","0,38",,,,,,,"1,94","10,87","13,89","13,17",,,,,,
seq3,no_checks,11 / 12,,,"0,15","0,00","0,38",,,,,,,"1,94","10,89","13,91","10,05",,,,,,
seq3,no_checks,FINAL,,,"0,14","0,00","0,37",,,,,,,"1,94","10,89","13,92","9,82","42,04","561,84","1,77","2,11","609,00","1216,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,07","0,01","1,50",,,,,,,"2,08","23,96","27,64","25,33",,,,,,
seq4,no_checks,1 / 12,,,"0,11","0,00","0,62",,,,,,,"2,08","20,35","22,20","19,57",,,,,,
seq4,no_checks,2 / 12,,,"0,16","0,00","0,43",,,,,,,"2,08","11,45","12,28","9,75",,,,,,
seq4,no_checks,3 / 12,,,"0,15","0,00","0,27",,,,,,,"2,08","10,46","12,04","9,19",,,,,,
seq4,no_checks,4 / 12,,,"0,12","0,00","0,24",,,,,,,"2,08","10,04","11,52","8,32",,,,,,
seq4,no_checks,5 / 12,,,"0,10","0,00","0,18",,,,,,,"2,08","9,42","11,29","7,44",,,,,,
seq4,no_checks,6 / 12,,,"0,10","0,00","0,21",,,,,,,"2,08","9,27","11,09","7,13",,,,,,
seq4,no_checks,7 / 12,,,"0,10","0,00","0,21",,,,,,,"2,08","9,13","10,95","6,94",,,,,,
seq4,no_checks,8 / 12,,,"0,10","0,00","0,20",,,,,,,"2,08","9,03","10,86","6,78",,,,,,
seq4,no_checks,9 / 12,,,"0,11","0,00","0,27",,,,,,,"2,08","8,99","11,01","6,67",,,,,,
seq4,no_checks,10 / 12,,,"0,11","0,00","0,24",,,,,,,"2,08","8,96","11,02","6,59",,,,,,
seq4,no_checks,11 / 12,,,"0,11","0,00","0,23",,,,,,,"2,08","8,95","11,02","6,53",,,,,,
seq4,no_checks,FINAL,,,"0,11","0,00","0,25",,,,,,,"2,08","8,93","11,03","6,45","62,74","428,44","1,77","2,73","481,00","926,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,04","0,00","1,49",,,,,,,"2,15","28,66","32,81","27,13",,,,,,
seq5,no_checks,1 / 12,,,"0,08","0,00","0,77",,,,,,,"2,15","26,28","29,28","23,90",,,,,,
seq5,no_checks,2 / 12,,,"0,10","0,00","0,48",,,,,,,"2,15","26,26","29,27","23,81",,,,,,
seq5,no_checks,3 / 12,,,"0,10","0,00","0,76",,,,,,,"2,15","20,69","22,55","18,11",,,,,,
seq5,no_checks,4 / 12,,,"0,10","0,00","0,77",,,,,,,"2,15","10,94","14,69","7,85",,,,,,
seq5,no_checks,5 / 12,,,"0,07","0,00","0,31",,,,,,,"2,15","10,73","14,48","7,43",,,,,,
seq5,no_checks,6 / 12,,,"0,06","0,00","0,28",,,,,,,"2,15","10,78","14,59","7,43",,,,,,
seq5,no_checks,7 / 12,,,"0,07","0,00","0,37",,,,,,,"2,15","10,82","14,67","7,41",,,,,,
seq5,no_checks,8 / 12,,,"0,06","0,00","0,69",,,,,,,"2,15","10,81","14,70","7,32",,,,,,
seq5,no_checks,9 / 12,,,"0,06","0,00","0,46",,,,,,,"2,15","10,82","14,75","7,30",,,,,,
seq5,no_checks,10 / 12,,,"0,07","0,00","0,37",,,,,,,"2,15","10,87","14,89","7,30",,,,,,
seq5,no_checks,11 / 12,,,"0,07","0,00","0,34",,,,,,,"2,15","10,91","14,99","7,68",,,,,,
seq5,no_checks,FINAL,,,"0,07","0,00","0,34",,,,,,,"2,15","10,92","15,02","7,97","61,90","506,71","1,77","2,28","269,00","516,00"
