FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,58","0,01",,,,,,,"0,81","6,91","10,35","6,85",,,,,,
seq0,checks,1 / 100,,,"0,01","0,57","0,02",,,,,,,"0,81","6,83","10,10","6,77",,,,,,
seq0,checks,2 / 100,,,"0,01","0,57","0,02",,,,,,,"0,81","6,83","10,10","6,77",,,,,,
seq0,checks,FINAL,,,"0,01","0,57","0,02",,,,,,,"0,81","6,83","10,10","6,77","1,19","843,80","1,25","1,42","518,00","978,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,03","0,86","1,79",,,,,,,"1,76","18,61","22,70","18,75",,,,,,
seq0,no_checks,1 / 100,,,"0,16","0,34","1,16",,,,,,,"1,76","6,98","8,58","5,77",,,,,,
seq0,no_checks,2 / 100,,,"0,17","0,34","1,20",,,,,,,"1,76","6,96","8,56","5,74",,,,,,
seq0,no_checks,3 / 100,,,"0,17","0,34","1,21",,,,,,,"1,76","6,96","8,55","5,73",,,,,,
seq0,no_checks,FINAL,,,"0,17","0,34","1,21",,,,,,,"1,76","6,96","8,55","5,73","62,63","395,43","1,77","1,53","401,00","602,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,02","1,32","2,08",,,,,,,"1,87","21,83","27,12","21,24",,,,,,
seq1,no_checks,1 / 100,,,"0,26","0,49","1,50",,,,,,,"1,87","5,68","6,88","4,04",,,,,,
seq1,no_checks,2 / 100,,,"0,26","0,49","1,39",,,,,,,"1,87","5,68","6,88","4,04",,,,,,
seq1,no_checks,FINAL,,,"0,26","0,49","1,39",,,,,,,"1,87","5,68","6,88","4,04","73,99","303,71","1,77","1,63","426,00","696,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,04","2,38","1,90",,,,,,,"1,76","20,13","24,37","21,81",,,,,,
seq2,no_checks,1 / 100,,,"1,21","0,44","12,42",,,,,,,"1,76","14,31","15,32","2,35",,,,,,
seq2,no_checks,2 / 100,,,"1,39","0,43","13,76",,,,,,,"1,76","14,43","15,38","1,92",,,,,,
seq2,no_checks,3 / 100,,,"1,44","0,43","14,15",,,,,,,"1,76","14,44","15,39","1,89",,,,,,
seq2,no_checks,4 / 100,,,"1,45","0,43","14,14",,,,,,,"1,76","14,44","15,39","1,89",,,,,,
seq2,no_checks,FINAL,,,"1,45","0,43","14,14",,,,,,,"1,76","14,44","15,39","1,89","28,27","818,69","1,77","1,93","432,00","758,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,05","1,52","5,39",,,,,,,"1,94","18,85","23,51","18,24",,,,,,
seq3,no_checks,1 / 100,,,"0,51","0,73","1,96",,,,,,,"1,94","12,84","15,78","10,77",,,,,,
seq3,no_checks,2 / 100,,,"0,52","0,69","1,95",,,,,,,"1,94","11,35","14,05","8,80",,,,,,
seq3,no_checks,3 / 100,,,"0,50","0,68","1,98",,,,,,,"1,94","11,09","13,72","8,43",,,,,,
seq3,no_checks,4 / 100,,,"0,50","0,68","1,96",,,,,,,"1,94","11,01","13,62","8,32",,,,,,
seq3,no_checks,5 / 100,,,"0,52","0,68","2,03",,,,,,,"1,94","10,99","13,59","8,28",,,,,,
seq3,no_checks,6 / 100,,,"0,52","0,68","2,02",,,,,,,"1,94","10,97","13,56","8,26",,,,,,
seq3,no_checks,7 / 100,,,"0,31","0,63","1,16",,,,,,,"1,94","8,65","9,83","3,58",,,,,,
seq3,no_checks,8 / 100,,,"0,31","0,62","1,15",,,,,,,"1,94","8,67","9,85","3,58",,,,,,
seq3,no_checks,9 / 100,,,"0,31","0,62","1,11",,,,,,,"1,94","8,66","9,84","3,56",,,,,,
seq3,no_checks,10 / 100,,,"0,31","0,62","1,10",,,,,,,"1,94","8,64","9,77","3,45",,,,,,
seq3,no_checks,11 / 100,,,"0,30","0,62","1,09",,,,,,,"1,94","8,63","9,74","3,38",,,,,,
seq3,no_checks,12 / 100,,,"0,30","0,62","1,09",,,,,,,"1,94","8,62","9,73","3,35",,,,,,
seq3,no_checks,13 / 100,,,"0,29","0,62","1,08",,,,,,,"1,94","8,61","9,69","3,28",,,,,,
seq3,no_checks,14 / 100,,,"0,29","0,62","1,05",,,,,,,"1,94","8,61","9,68","3,26",,,,,,
seq3,no_checks,15 / 100,,,"0,23","0,62","0,78",,,,,,,"1,94","8,60","9,45","2,66",,,,,,
seq3,no_checks,16 / 100,,,"0,23","0,62","0,78",,,,,,,"1,94","8,60","9,45","2,66",,,,,,
seq3,no_checks,FINAL,,,"0,23","0,62","0,78",,,,,,,"1,94","8,60","9,45","2,66","54,38","443,88","1,77","1,99","560,00","1098,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,05","3,32","1,80",,,,,,,"2,20","22,28","25,34","22,80",,,,,,
seq4,no_checks,1 / 100,,,"0,30","1,16","2,24",,,,,,,"2,20","19,49","21,04","16,15",,,,,,
seq4,no_checks,2 / 100,,,"0,32","1,16","1,99",,,,,,,"2,20","19,49","21,04","16,60",,,,,,
seq4,no_checks,3 / 100,,,"0,32","1,16","2,00",,,,,,,"2,20","19,49","21,04","16,67",,,,,,
seq4,no_checks,FINAL,,,"0,32","1,16","2,00",,,,,,,"2,20","19,49","21,04","16,67","12,52","884,60","1,77","2,37","385,00","688,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
