TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,41","193,12","246,89","97,13",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,03",,,,,,,"1,41","200,28","201,22","0,67",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,03",,,,,,,"1,41","200,29","201,22","0,02",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,03",,,,,,,"1,41","200,29","201,22","0,02",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,03",,,,,,,"1,41","200,29","201,22","0,02","-3,71","14201,94","1,77","0,20","595,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,69","44,33","91,07","43,95",,,,,,
seq0,no_checks,1 / 12,,,"0,15","0,00","0,24",,,,,,,"1,69","31,58","33,50","5,17",,,,,,
seq0,no_checks,2 / 12,,,"0,27","0,00","0,88",,,,,,,"1,69","13,46","13,89","5,02",,,,,,
seq0,no_checks,3 / 12,,,"0,22","0,00","0,44",,,,,,,"1,69","10,04","11,52","8,91",,,,,,
seq0,no_checks,4 / 12,,,"0,15","0,00","0,28",,,,,,,"1,69","7,11","11,41","8,56",,,,,,
seq0,no_checks,5 / 12,,,"0,12","0,00","0,23",,,,,,,"1,69","7,19","11,45","7,85",,,,,,
seq0,no_checks,6 / 12,,,"0,11","0,00","0,22",,,,,,,"1,69","7,23","11,49","7,75",,,,,,
seq0,no_checks,7 / 12,,,"0,12","0,00","0,23",,,,,,,"1,69","7,30","11,55","7,64",,,,,,
seq0,no_checks,8 / 12,,,"0,11","0,00","0,22",,,,,,,"1,69","7,40","11,60","7,20",,,,,,
seq0,no_checks,9 / 12,,,"0,10","0,00","0,23",,,,,,,"1,69","7,42","11,52","6,91",,,,,,
seq0,no_checks,10 / 12,,,"0,09","0,00","0,21",,,,,,,"1,69","7,44","11,46","6,75",,,,,,
seq0,no_checks,11 / 12,,,"0,10","0,00","0,21",,,,,,,"1,69","7,55","11,41","6,55",,,,,,
seq0,no_checks,FINAL,,,"0,09","0,00","0,21",,,,,,,"1,69","7,58","11,47","6,58","82,91","449,67","1,77","1,81","596,00","1190,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"4,38","29,56","35,16","24,87",,,,,,
seq1,no_checks,1 / 12,,,"0,14","0,00","2,43",,,,,,,"4,38","28,79","34,32","23,75",,,,,,
seq1,no_checks,2 / 12,,,"0,14","0,00","2,42",,,,,,,"4,38","28,79","34,31","23,70",,,,,,
seq1,no_checks,3 / 12,,,"0,14","0,00","2,20",,,,,,,"4,38","28,75","34,25","23,61",,,,,,
seq1,no_checks,4 / 12,,,"0,16","0,00","2,16",,,,,,,"4,38","28,69","34,19","23,53",,,,,,
seq1,no_checks,5 / 12,,,"0,38","0,00","5,20",,,,,,,"4,38","27,39","32,70","21,73",,,,,,
seq1,no_checks,6 / 12,,,"0,26","0,00","2,16",,,,,,,"4,38","19,20","24,30","11,69",,,,,,
seq1,no_checks,7 / 12,,,"0,29","0,00","2,30",,,,,,,"4,38","19,22","24,35","11,63",,,,,,
seq1,no_checks,8 / 12,,,"0,30","0,00","2,32",,,,,,,"4,38","19,23","24,36","11,62",,,,,,
seq1,no_checks,9 / 12,,,"0,29","0,00","2,32",,,,,,,"4,38","19,23","24,36","11,62",,,,,,
seq1,no_checks,10 / 12,,,"0,30","0,00","2,35",,,,,,,"4,38","19,24","24,36","11,61",,,,,,
seq1,no_checks,FINAL,,,"0,30","0,00","2,35",,,,,,,"4,38","19,24","24,36","11,61","34,91","439,24","3,97","4,12","433,00","864,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,81","23,29","28,65","24,90",,,,,,
seq2,no_checks,1 / 12,,,"0,05","0,00","0,11",,,,,,,"1,81","16,10","18,81","16,11",,,,,,
seq2,no_checks,2 / 12,,,"0,09","0,00","0,14",,,,,,,"1,81","8,44","10,00","8,45",,,,,,
seq2,no_checks,3 / 12,,,"0,11","0,00","0,17",,,,,,,"1,81","8,38","9,90","8,39",,,,,,
seq2,no_checks,4 / 12,,,"0,10","0,00","0,18",,,,,,,"1,81","8,33","9,83","8,34",,,,,,
seq2,no_checks,5 / 12,,,"0,16","0,00","0,27",,,,,,,"1,81","7,46","8,81","7,46",,,,,,
seq2,no_checks,6 / 12,,,"0,17","0,00","0,32",,,,,,,"1,81","6,02","9,28","6,47",,,,,,
