parallax,Av. error (mm),Info
"0,18","199,51",seq0_checks
"0,18","203,07",seq0_checks
"0,42","180,41",seq0_checks
"0,42","184,94",seq0_checks
"0,64","210,89",seq0_checks
"0,64","216,58",seq0_checks
"0,18","195,09",seq0_checks
"0,18","198,60",seq0_checks
"0,18","194,64",seq0_checks
"0,18","198,14",seq0_checks
"0,53","191,14",seq0_checks
"0,53","188,08",seq0_checks
"0,08","193,70",seq0_checks
"0,08","197,76",seq0_checks
"0,34","205,55",seq0_checks
"0,34","210,42",seq0_checks
"0,40","201,13",seq0_checks
"0,40","205,56",seq0_checks
"0,47","177,04",seq0_checks
"0,47","181,53",seq0_checks
"0,46","202,05",seq0_checks
"0,46","206,81",seq0_checks
"0,41","186,97",seq0_checks
"0,41","183,99",seq0_checks
"0,49","186,72",seq0_checks
"0,49","183,60",seq0_checks
"0,07","205,10",seq0_checks
"0,07","200,25",seq0_checks
"0,17","194,92",seq0_checks
"0,17","198,62",seq0_checks
"0,20","201,41",seq0_checks
"0,20","205,70",seq0_checks
"0,39","259,48",seq0_checks
"0,39","252,96",seq0_checks
"0,23","206,72",seq0_checks
"0,23","202,45",seq0_checks
"0,26","206,88",seq0_checks
"0,26","202,75",seq0_checks
"0,20","200,72",seq0_checks
"0,20","204,99",seq0_checks
"0,22","201,32",seq0_checks
"0,22","205,52",seq0_checks
"0,17","199,48",seq0_checks
"0,17","203,40",seq0_checks
"0,33","205,00",seq0_checks
"0,33","200,94",seq0_checks
"0,50","186,40",seq0_checks
"0,50","190,91",seq0_checks
"0,12","194,69",seq0_checks
"0,12","198,37",seq0_checks
"0,22","200,25",seq0_checks
"0,22","203,66",seq0_checks
"0,55","195,52",seq0_checks
"0,55","193,47",seq0_checks
"0,55","195,68",seq0_checks
"0,55","193,59",seq0_checks
"0,56","180,39",seq0_checks
"0,56","178,34",seq0_checks
"0,53","189,56",seq0_checks
"0,53","194,60",seq0_checks
"0,52","196,28",seq0_checks
"0,52","193,71",seq0_checks
"0,03","195,33",seq0_checks
"0,03","198,67",seq0_checks
"0,13","201,36",seq0_checks
"0,13","205,13",seq0_checks
"0,15","195,07",seq0_checks
"0,15","198,67",seq0_checks
"0,56","177,45",seq0_checks
"0,56","175,13",seq0_checks
"0,15","201,07",seq0_checks
"0,15","204,74",seq0_checks
"0,23","193,62",seq0_checks
"0,23","197,65",seq0_checks
"0,24","193,64",seq0_checks
"0,24","197,65",seq0_checks
"0,13","205,22",seq0_checks
"0,13","200,53",seq0_checks
"0,40","202,12",seq0_checks
"0,40","199,13",seq0_checks
"0,56","185,32",seq0_checks
"0,56","182,99",seq0_checks
"0,56","180,68",seq0_checks
"0,56","185,47",seq0_checks
"0,56","181,71",seq0_checks
"0,56","179,39",seq0_checks
"0,20","200,52",seq0_checks
"0,20","204,08",seq0_checks
"0,28","201,28",seq0_checks
"0,28","205,62",seq0_checks
"0,26","200,88",seq0_checks
"0,26","205,12",seq0_checks
"0,52","181,75",seq0_checks
"0,52","179,22",seq0_checks
"0,47","181,66",seq0_checks
"0,47","179,31",seq0_checks
"0,12","199,80",seq0_checks
"0,12","204,01",seq0_checks
"0,12","207,55",seq0_checks
"0,12","203,34",seq0_checks
"0,10","200,13",seq0_checks
"0,10","204,12",seq0_checks
"0,12","195,26",seq0_checks
"0,12","198,97",seq0_checks
"0,42","184,92",seq0_checks
"0,42","189,72",seq0_checks
"0,42","191,83",seq0_checks
"0,42","188,72",seq0_checks
"0,19","201,67",seq0_checks
"0,19","206,14",seq0_checks
"0,21","201,14",seq0_checks
"0,21","205,36",seq0_checks
"0,14","198,93",seq0_checks
"0,14","203,31",seq0_checks
"0,21","196,22",seq0_checks
"0,21","200,17",seq0_checks
"0,20","205,60",seq0_checks
"0,20","209,78",seq0_checks
"0,63","210,58",seq0_checks
"0,63","216,19",seq0_checks
"0,61","264,48",seq0_checks
"0,61","258,38",seq0_checks
"0,48","172,07",seq0_checks
"0,48","176,45",seq0_checks
"0,48","177,56",seq0_checks
"0,48","175,50",seq0_checks
"0,47","201,95",seq0_checks
"0,47","206,82",seq0_checks
"0,37","200,87",seq0_checks
"0,37","205,82",seq0_checks
"0,08","197,63",seq0_checks
"0,08","193,68",seq0_checks
"0,12","198,94",seq0_checks
"0,12","202,65",seq0_checks
"0,25","193,71",seq0_checks
"0,25","197,70",seq0_checks
"0,42","320,32",seq0_checks
"0,42","313,22",seq0_checks
