FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,40","192,55","246,71","97,74",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,72","200,67","0,64",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,01",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,01",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,02",,,,,,,"1,40","199,73","200,67","0,01","-3,73","14226,61","1,77","0,20","596,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,02","0,01","0,43",,,,,,,"1,68","44,37","91,25","43,96",,,,,,
seq0,no_checks,1 / 12,,,"0,19","0,00","0,56",,,,,,,"1,68","29,05","30,56","4,88",,,,,,
seq0,no_checks,2 / 12,,,"0,28","0,00","0,67",,,,,,,"1,68","28,73","30,17","5,78",,,,,,
seq0,no_checks,3 / 12,,,"0,20","0,00","0,59",,,,,,,"1,68","25,99","27,64","9,43",,,,,,
seq0,no_checks,4 / 12,,,"0,19","0,00","0,44",,,,,,,"1,68","25,32","26,97","8,62",,,,,,
seq0,no_checks,5 / 12,,,"0,25","0,00","1,01",,,,,,,"1,68","22,46","23,78","5,03",,,,,,
seq0,no_checks,6 / 12,,,"0,18","0,00","0,29",,,,,,,"1,68","21,27","22,45","4,44",,,,,,
seq0,no_checks,7 / 12,,,"0,18","0,00","0,81",,,,,,,"1,68","20,40","21,41","4,05",,,,,,
seq0,no_checks,8 / 12,,,"0,18","0,00","0,30",,,,,,,"1,68","19,80","20,71","3,81",,,,,,
seq0,no_checks,9 / 12,,,"0,16","0,00","0,39",,,,,,,"1,68","19,21","20,10","4,01",,,,,,
seq0,no_checks,10 / 12,,,"0,19","0,00","0,36",,,,,,,"1,68","19,13","20,02","5,00",,,,,,
seq0,no_checks,11 / 12,,,"0,17","0,00","0,27",,,,,,,"1,68","19,06","19,95","3,96",,,,,,
seq0,no_checks,FINAL,,,"0,14","0,00","0,27",,,,,,,"1,68","18,94","19,84","6,26","57,32","1130,00","1,77","1,81","593,00","1184,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,79","0,00","48,62",,,,,,,"4,38","29,47","35,14","24,95",,,,,,
seq1,no_checks,1 / 12,,,"0,99","0,00","6,94",,,,,,,"4,38","20,89","25,84","14,63",,,,,,
seq1,no_checks,2 / 12,,,"1,05","0,00","6,01",,,,,,,"4,38","20,12","25,16","13,70",,,,,,
seq1,no_checks,3 / 12,,,"1,03","0,00","5,29",,,,,,,"4,38","20,11","25,18","13,67",,,,,,
seq1,no_checks,4 / 12,,,"1,01","0,00","5,39",,,,,,,"4,38","20,11","25,18","13,67",,,,,,
seq1,no_checks,5 / 12,,,"1,15","0,00","5,39",,,,,,,"4,38","20,05","25,13","13,57",,,,,,
seq1,no_checks,6 / 12,,,"1,18","0,00","5,29",,,,,,,"4,38","20,04","25,14","13,55",,,,,,
seq1,no_checks,7 / 12,,,"1,20","0,00","5,32",,,,,,,"4,38","20,04","25,14","13,55",,,,,,
seq1,no_checks,FINAL,,,"1,20","0,00","5,32",,,,,,,"4,38","20,04","25,14","13,55","32,00","457,85","3,97","4,15","434,00","866,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,07","0,01","1,80",,,,,,,"1,81","23,22","28,54","25,26",,,,,,
seq2,no_checks,1 / 12,,,"0,12","0,00","0,50",,,,,,,"1,81","13,59","15,80","13,55",,,,,,
seq2,no_checks,2 / 12,,,"0,11","0,00","0,41",,,,,,,"1,81","13,00","14,61","2,29",,,,,,
seq2,no_checks,3 / 12,,,"0,10","0,00","0,29",,,,,,,"1,81","14,19","16,16","4,96",,,,,,
seq2,no_checks,4 / 12,,,"0,10","0,00","0,41",,,,,,,"1,81","14,26","16,27","4,09",,,,,,
seq2,no_checks,5 / 12,,,"0,11","0,00","0,31",,,,,,,"1,81","14,29","16,32","4,05",,,,,,
seq2,no_checks,6 / 12,,,"0,10","0,00","0,30",,,,,,,"1,81","15,45","17,57","3,31",,,,,,
seq2,no_checks,7 / 12,,,"0,10","0,00","0,27",,,,,,,"1,81","15,47","17,58","3,31",,,,,,
seq2,no_checks,8 / 12,,,"0,11","0,00","0,26",,,,,,,"1,81","15,76","17,94","4,34",,,,,,
seq2,no_checks,9 / 12,,,"0,09","0,00","0,25",,,,,,,"1,81","15,78","17,96","4,32",,,,,,
seq2,no_checks,10 / 12,,,"0,09","0,00","0,27",,,,,,,"1,81","15,82","17,99","4,19",,,,,,
seq2,no_checks,11 / 12,,,"0,09","0,00","0,24",,,,,,,"1,81","15,82","18,00","4,19",,,,,,
seq2,no_checks,FINAL,,,"0,08","0,00","0,22",,,,,,,"1,81","15,88","18,07","4,25","31,64","876,23","1,77","1,97","610,00","1170,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,06","0,00","5,24",,,,,,,"1,94","18,77","24,61","18,50",,,,,,
seq3,no_checks,1 / 12,,,"0,11","0,00","0,71",,,,,,,"1,94","18,71","24,48","18,42",,,,,,
seq3,no_checks,2 / 12,,,"0,15","0,00","0,77",,,,,,,"1,94","18,74","24,46","18,37",,,,,,
seq3,no_checks,3 / 12,,,"0,13","0,00","0,41",,,,,,,"1,94","13,02","17,03","14,25",,,,,,
seq3,no_checks,4 / 12,,,"0,16","0,00","0,45",,,,,,,"1,94","13,21","17,23","13,96",,,,,,
seq3,no_checks,5 / 12,,,"0,17","0,00","0,45",,,,,,,"1,94","13,41","17,46","13,42",,,,,,
seq3,no_checks,6 / 12,,,"0,16","0,00","0,41",,,,,,,"1,94","13,41","17,38","13,58",,,,,,
seq3,no_checks,7 / 12,,,"0,16","0,00","0,43",,,,,,,"1,94","13,47","17,46","13,34",,,,,,
seq3,no_checks,8 / 12,,,"0,15","0,00","0,44",,,,,,,"1,94","13,50","17,52","14,64",,,,,,
seq3,no_checks,9 / 12,,,"0,14","0,00","0,45",,,,,,,"1,94","13,51","17,52","14,01",,,,,,
seq3,no_checks,10 / 12,,,"0,15","0,00","0,46",,,,,,,"1,94","13,57","17,58","12,68",,,,,,
seq3,no_checks,11 / 12,,,"0,14","0,00","0,37",,,,,,,"1,94","14,00","17,70","14,38",,,,,,
seq3,no_checks,FINAL,,,"0,14","0,00","0,35",,,,,,,"1,94","14,05","17,73","12,06","25,19","722,51","1,77","2,11","610,00","1218,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,08","0,01","1,58",,,,,,,"2,08","23,86","27,54","25,30",,,,,,
seq4,no_checks,1 / 12,,,"0,51","0,00","0,86",,,,,,,"2,08","20,50","22,48","19,21",,,,,,
seq4,no_checks,2 / 12,,,"0,22","0,00","0,62",,,,,,,"2,08","10,21","12,97","7,22",,,,,,
seq4,no_checks,3 / 12,,,"0,18","0,00","0,46",,,,,,,"2,08","15,94","19,04","6,32",,,,,,
seq4,no_checks,4 / 12,,,"0,15","0,00","0,27",,,,,,,"2,08","16,17","19,02","5,18",,,,,,
seq4,no_checks,5 / 12,,,"0,14","0,00","0,29",,,,,,,"2,08","16,20","19,05","5,44",,,,,,
seq4,no_checks,6 / 12,,,"0,14","0,00","0,24",,,,,,,"2,08","16,22","19,05","5,43",,,,,,
seq4,no_checks,7 / 12,,,"0,14","0,00","0,24",,,,,,,"2,08","16,24","19,07","5,44",,,,,,
seq4,no_checks,8 / 12,,,"0,14","0,00","0,25",,,,,,,"2,08","16,25","19,08","5,45",,,,,,
seq4,no_checks,9 / 12,,,"0,14","0,00","0,27",,,,,,,"2,08","16,26","19,09","5,43",,,,,,
seq4,no_checks,10 / 12,,,"0,13","0,00","0,25",,,,,,,"2,08","16,83","19,18","4,24",,,,,,
seq4,no_checks,11 / 12,,,"0,11","0,00","0,24",,,,,,,"2,08","17,47","19,76","5,07",,,,,,
seq4,no_checks,FINAL,,,"0,10","0,00","0,20",,,,,,,"2,08","17,80","20,28","4,39","25,38","855,28","1,77","2,73","483,00","930,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,05","0,00","1,24",,,,,,,"2,15","28,65","32,83","27,30",,,,,,
seq5,no_checks,1 / 12,,,"0,06","0,00","0,73",,,,,,,"2,15","23,14","25,30","20,93",,,,,,
seq5,no_checks,2 / 12,,,"0,06","0,00","0,39",,,,,,,"2,15","16,20","17,56","14,13",,,,,,
seq5,no_checks,3 / 12,,,"0,06","0,00","0,52",,,,,,,"2,15","15,73","17,07","13,68",,,,,,
seq5,no_checks,4 / 12,,,"0,05","0,00","0,34",,,,,,,"2,15","14,52","15,94","12,46",,,,,,
seq5,no_checks,5 / 12,,,"0,06","0,00","0,42",,,,,,,"2,15","14,30","15,78","12,21",,,,,,
seq5,no_checks,6 / 12,,,"0,06","0,00","0,43",,,,,,,"2,15","14,28","15,76","12,17",,,,,,
seq5,no_checks,7 / 12,,,"0,06","0,00","0,46",,,,,,,"2,15","14,11","15,57","11,99",,,,,,
seq5,no_checks,8 / 12,,,"0,06","0,00","0,48",,,,,,,"2,15","13,97","15,46","11,82",,,,,,
seq5,no_checks,9 / 12,,,"0,06","0,00","0,44",,,,,,,"2,15","13,96","15,46","11,80",,,,,,
seq5,no_checks,10 / 12,,,"0,06","0,00","0,44",,,,,,,"2,15","13,95","15,46","11,79",,,,,,
seq5,no_checks,11 / 12,,,"0,06","0,00","0,45",,,,,,,"2,15","13,94","15,46","11,76",,,,,,
seq5,no_checks,FINAL,,,"0,06","0,00","0,48",,,,,,,"2,15","13,93","15,47","11,75","51,36","647,17","1,77","2,28","267,00","512,00"
