TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"34,41","967,31","967,78",,,,,,
seq0,checks,1 / 12,,,"0,02",,,,,,,"34,41","966,27","966,77",,,,,,
seq0,checks,2 / 12,,,"0,02",,,,,,,"34,41","966,27","966,77",,,,,,
seq0,checks,3 / 12,,,"0,02",,,,,,,"34,41","966,26","966,77",,,,,,
seq0,checks,FINAL,,,"0,02",,,,,,,"34,41","966,26","966,77","0,11","2808,18","12,50","1,39","623,00","230,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","852,95","860,74",,,,,,
seq0,no_checks,1 / 12,,,"0,22",,,,,,,"35,70","845,31","853,13",,,,,,
seq0,no_checks,2 / 12,,,"2,94",,,,,,,"35,70","788,78","801,97",,,,,,
seq0,no_checks,3 / 12,,,"3,02",,,,,,,"35,70","772,83","788,78",,,,,,
seq0,no_checks,4 / 12,,,"1,82",,,,,,,"35,70","766,64","784,42",,,,,,
seq0,no_checks,5 / 12,,,"1,59",,,,,,,"35,70","766,78","784,43",,,,,,
seq0,no_checks,6 / 12,,,"1,68",,,,,,,"35,70","765,83","783,72",,,,,,
seq0,no_checks,7 / 12,,,"1,84",,,,,,,"35,70","765,05","783,02",,,,,,
seq0,no_checks,8 / 12,,,"0,92",,,,,,,"35,70","761,48","780,25",,,,,,
seq0,no_checks,9 / 12,,,"0,78",,,,,,,"35,70","761,35","780,14",,,,,,
seq0,no_checks,10 / 12,,,"0,49",,,,,,,"35,70","757,90","777,64",,,,,,
seq0,no_checks,11 / 12,,,"0,36",,,,,,,"35,70","757,33","777,23",,,,,,
seq0,no_checks,FINAL,,,"0,36",,,,,,,"35,70","757,34","777,22","11,21","2121,31","17,68","1,82","407,00","764,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00",,,,,,,"35,70","842,85","850,26",,,,,,
seq1,no_checks,1 / 12,,,"0,16",,,,,,,"35,70","838,90","846,24",,,,,,
seq1,no_checks,2 / 12,,,"0,42",,,,,,,"35,70","837,64","844,95",,,,,,
seq1,no_checks,3 / 12,,,"0,80",,,,,,,"35,70","835,07","842,41",,,,,,
seq1,no_checks,4 / 12,,,"1,83",,,,,,,"35,70","820,46","828,60",,,,,,
seq1,no_checks,5 / 12,,,"2,88",,,,,,,"35,70","801,36","811,07",,,,,,
seq1,no_checks,6 / 12,,,"2,78",,,,,,,"35,70","771,38","785,63",,,,,,
seq1,no_checks,7 / 12,,,"3,76",,,,,,,"35,70","770,37","784,50",,,,,,
seq1,no_checks,8 / 12,,,"3,84",,,,,,,"35,70","771,22","785,25",,,,,,
seq1,no_checks,9 / 12,,,"4,01",,,,,,,"35,70","771,34","785,32",,,,,,
seq1,no_checks,10 / 12,,,"3,92",,,,,,,"35,70","771,48","785,45",,,,,,
seq1,no_checks,11 / 12,,,"4,04",,,,,,,"35,70","771,60","785,56",,,,,,
seq1,no_checks,FINAL,,,"4,04",,,,,,,"35,70","771,62","785,59","8,45","2161,58","17,68","1,84","370,00","692,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00",,,,,,,"35,71","859,29","867,35",,,,,,
seq2,no_checks,1 / 12,,,"0,24",,,,,,,"35,71","853,89","861,92",,,,,,
seq2,no_checks,2 / 12,,,"1,89",,,,,,,"35,71","830,62","840,03",,,,,,
seq2,no_checks,3 / 12,,,"3,16",,,,,,,"35,71","823,98","833,90",,,,,,
seq2,no_checks,4 / 12,,,"3,53",,,,,,,"35,71","822,35","832,39",,,,,,
seq2,no_checks,5 / 12,,,"3,31",,,,,,,"35,71","821,91","831,98",,,,,,
seq2,no_checks,6 / 12,,,"4,47",,,,,,,"35,71","814,91","826,08",,,,,,
seq2,no_checks,7 / 12,,,"4,39",,,,,,,"35,71","814,78","825,93",,,,,,
seq2,no_checks,8 / 12,,,"3,92",,,,,,,"35,71","814,02","825,23",,,,,,
seq2,no_checks,9 / 12,,,"1,55",,,,,,,"35,71","782,18","799,11",,,,,,
seq2,no_checks,10 / 12,,,"2,82",,,,,,,"35,71","790,06","805,34",,,,,,
seq2,no_checks,11 / 12,,,"3,41",,,,,,,"35,71","789,93","805,08",,,,,,
seq2,no_checks,FINAL,,,"3,77",,,,,,,"35,71","790,07","805,18","8,05","2212,69","17,68","1,85","466,00","878,00"
