parallax,Av. error (mm),Info
"0,18","196,62",seq0_checks
"0,18","200,02",seq0_checks
"0,18","192,27",seq0_checks
"0,18","195,62",seq0_checks
"0,18","191,82",seq0_checks
"0,18","195,17",seq0_checks
"0,64","207,84",seq0_checks
"0,64","213,33",seq0_checks
"0,42","177,80",seq0_checks
"0,42","182,16",seq0_checks
"0,53","188,37",seq0_checks
"0,53","185,26",seq0_checks
"0,46","199,13",seq0_checks
"0,46","203,71",seq0_checks
"0,17","192,09",seq0_checks
"0,17","195,63",seq0_checks
"0,20","198,48",seq0_checks
"0,20","202,59",seq0_checks
"0,40","198,22",seq0_checks
"0,40","202,48",seq0_checks
"0,34","202,57",seq0_checks
"0,34","207,26",seq0_checks
"0,47","174,49",seq0_checks
"0,47","178,81",seq0_checks
"0,39","255,72",seq0_checks
"0,39","249,16",seq0_checks
"0,07","202,11",seq0_checks
"0,07","197,23",seq0_checks
"0,08","190,88",seq0_checks
"0,08","194,78",seq0_checks
"0,23","190,80",seq0_checks
"0,23","194,68",seq0_checks
"0,23","203,73",seq0_checks
"0,23","199,44",seq0_checks
"0,26","203,88",seq0_checks
"0,26","199,71",seq0_checks
"0,20","197,80",seq0_checks
"0,20","201,90",seq0_checks
"0,22","198,39",seq0_checks
"0,22","202,46",seq0_checks
"0,17","196,57",seq0_checks
"0,17","200,33",seq0_checks
"0,33","202,03",seq0_checks
"0,33","197,93",seq0_checks
"0,50","183,70",seq0_checks
"0,50","188,05",seq0_checks
"0,12","191,86",seq0_checks
"0,12","195,38",seq0_checks
"0,41","184,27",seq0_checks
"0,41","181,23",seq0_checks
"0,49","184,02",seq0_checks
"0,49","180,85",seq0_checks
"0,22","197,35",seq0_checks
"0,22","200,61",seq0_checks
"0,55","192,69",seq0_checks
"0,55","190,57",seq0_checks
"0,55","192,85",seq0_checks
"0,55","190,69",seq0_checks
"0,56","177,78",seq0_checks
"0,56","175,66",seq0_checks
"0,53","186,82",seq0_checks
"0,53","191,68",seq0_checks
"0,52","193,44",seq0_checks
"0,52","190,80",seq0_checks
"0,03","192,49",seq0_checks
"0,03","195,68",seq0_checks
"0,13","198,43",seq0_checks
"0,13","202,03",seq0_checks
"0,15","192,23",seq0_checks
"0,15","195,68",seq0_checks
"0,56","174,88",seq0_checks
"0,56","172,50",seq0_checks
"0,15","198,14",seq0_checks
"0,15","201,65",seq0_checks
"0,23","190,81",seq0_checks
"0,23","194,68",seq0_checks
"0,24","190,83",seq0_checks
"0,24","194,69",seq0_checks
"0,13","202,23",seq0_checks
"0,13","197,50",seq0_checks
"0,40","199,19",seq0_checks
"0,40","196,14",seq0_checks
"0,56","182,64",seq0_checks
"0,56","180,25",seq0_checks
"0,56","178,06",seq0_checks
"0,56","182,69",seq0_checks
"0,56","179,09",seq0_checks
"0,56","176,70",seq0_checks
"0,20","197,62",seq0_checks
"0,20","201,02",seq0_checks
"0,28","198,37",seq0_checks
"0,28","202,53",seq0_checks
"0,26","197,97",seq0_checks
"0,26","202,04",seq0_checks
"0,52","179,12",seq0_checks
"0,52","176,53",seq0_checks
"0,47","179,03",seq0_checks
"0,47","176,63",seq0_checks
"0,12","196,89",seq0_checks
"0,12","200,94",seq0_checks
"0,12","204,53",seq0_checks
"0,12","200,27",seq0_checks
"0,10","197,22",seq0_checks
"0,10","201,04",seq0_checks
"0,12","192,42",seq0_checks
"0,12","195,97",seq0_checks
"0,42","182,25",seq0_checks
"0,42","186,87",seq0_checks
"0,42","189,05",seq0_checks
"0,42","185,88",seq0_checks
"0,19","198,73",seq0_checks
"0,19","203,03",seq0_checks
"0,21","198,21",seq0_checks
"0,21","202,26",seq0_checks
"0,14","196,04",seq0_checks
"0,14","200,25",seq0_checks
"0,21","193,38",seq0_checks
"0,21","197,17",seq0_checks
"0,20","202,61",seq0_checks
"0,20","206,62",seq0_checks
"0,63","207,53",seq0_checks
"0,63","212,95",seq0_checks
"0,61","260,65",seq0_checks
"0,61","254,50",seq0_checks
"0,48","169,58",seq0_checks
"0,48","173,80",seq0_checks
"0,48","174,99",seq0_checks
"0,48","172,87",seq0_checks
"0,47","199,03",seq0_checks
"0,47","203,71",seq0_checks
"0,37","197,96",seq0_checks
"0,37","202,73",seq0_checks
"0,08","194,76",seq0_checks
"0,08","190,75",seq0_checks
"0,12","196,04",seq0_checks
"0,12","199,59",seq0_checks
"0,25","190,90",seq0_checks
"0,25","194,73",seq0_checks
"0,40","243,86",seq0_checks
"0,40","249,41",seq0_checks
"0,42","315,68",seq0_checks
"0,42","308,51",seq0_checks
"0,23","191,76",seq0_checks
"0,23","195,00",seq0_checks
"0,14","198,26",seq0_checks
"0,14","201,83",seq0_checks
"0,16","194,12",seq0_checks
"0,16","197,44",seq0_checks
"0,56","181,97",seq0_checks
"0,56","187,03",seq0_checks
"0,28","200,98",seq0_checks
"0,28","196,73",seq0_checks
"0,68","64,97",seq0_no_checks
"0,68","59,75",seq0_no_checks
"0,46","36,22",seq0_no_checks
"0,46","33,77",seq0_no_checks
"1,28","25,42",seq0_no_checks
