TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,40","192,55","246,71","97,75",,,,,,
seq0,checks,1 / 12,,,"0,01","0,00","0,01",,,,,,,"1,40","199,73","200,67","0,67",,,,,,
seq0,checks,2 / 12,,,"0,01","0,00","0,01",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,3 / 12,,,"0,01","0,00","0,01",,,,,,,"1,40","199,74","200,67","0,02",,,,,,
seq0,checks,FINAL,,,"0,01","0,00","0,01",,,,,,,"1,40","199,74","200,67","0,02","-3,73","14226,82","1,77","0,20","596,00","148,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,69","44,33","91,07","43,95",,,,,,
seq0,no_checks,1 / 12,,,"0,15","0,00","0,24",,,,,,,"1,69","31,58","33,50","5,17",,,,,,
seq0,no_checks,2 / 12,,,"0,27","0,00","0,88",,,,,,,"1,69","13,46","13,89","5,02",,,,,,
seq0,no_checks,3 / 12,,,"0,22","0,00","0,44",,,,,,,"1,69","10,04","11,52","8,91",,,,,,
seq0,no_checks,4 / 12,,,"0,15","0,00","0,28",,,,,,,"1,69","7,11","11,41","8,56",,,,,,
seq0,no_checks,5 / 12,,,"0,12","0,00","0,23",,,,,,,"1,69","7,19","11,45","7,85",,,,,,
seq0,no_checks,6 / 12,,,"0,11","0,00","0,22",,,,,,,"1,69","7,23","11,49","7,75",,,,,,
seq0,no_checks,7 / 12,,,"0,12","0,00","0,23",,,,,,,"1,69","7,30","11,55","7,64",,,,,,
seq0,no_checks,8 / 12,,,"0,11","0,00","0,22",,,,,,,"1,69","7,40","11,60","7,20",,,,,,
seq0,no_checks,9 / 12,,,"0,10","0,00","0,23",,,,,,,"1,69","7,42","11,52","6,91",,,,,,
