parallax,Av. error (mm),Info
"0,18","200,39",seq0_checks
"0,18","202,19",seq0_checks
"0,18","195,96",seq0_checks
"0,18","197,75",seq0_checks
"0,18","195,50",seq0_checks
"0,18","197,28",seq0_checks
"0,64","211,82",seq0_checks
"0,64","215,65",seq0_checks
"0,42","181,21",seq0_checks
"0,42","184,14",seq0_checks
"0,53","191,98",seq0_checks
"0,53","187,27",seq0_checks
"0,46","202,94",seq0_checks
"0,46","205,92",seq0_checks
"0,17","195,77",seq0_checks
"0,17","197,75",seq0_checks
"0,20","202,29",seq0_checks
"0,20","204,79",seq0_checks
"0,40","202,02",seq0_checks
"0,40","204,68",seq0_checks
"0,34","206,46",seq0_checks
"0,34","209,51",seq0_checks
"0,47","177,83",seq0_checks
"0,47","180,75",seq0_checks
"0,39","260,62",seq0_checks
"0,39","251,86",seq0_checks
"0,07","205,99",seq0_checks
"0,07","199,37",seq0_checks
"0,08","194,54",seq0_checks
"0,08","196,89",seq0_checks
"0,23","207,64",seq0_checks
"0,23","201,60",seq0_checks
"0,26","207,79",seq0_checks
"0,26","201,87",seq0_checks
"0,20","201,59",seq0_checks
"0,20","204,09",seq0_checks
"0,22","202,19",seq0_checks
"0,22","204,63",seq0_checks
"0,17","200,35",seq0_checks
"0,17","202,50",seq0_checks
"0,33","205,91",seq0_checks
"0,33","200,07",seq0_checks
"0,50","187,22",seq0_checks
"0,50","190,09",seq0_checks
"0,12","195,54",seq0_checks
"0,12","197,50",seq0_checks
"0,41","187,80",seq0_checks
"0,41","183,20",seq0_checks
"0,49","187,55",seq0_checks
"0,49","182,81",seq0_checks
"0,22","201,13",seq0_checks
"0,22","202,78",seq0_checks
"0,55","196,38",seq0_checks
"0,55","192,63",seq0_checks
"0,55","196,54",seq0_checks
"0,55","192,75",seq0_checks
"0,56","181,19",seq0_checks
"0,56","177,56",seq0_checks
"0,53","190,40",seq0_checks
"0,53","193,76",seq0_checks
"0,52","197,15",seq0_checks
"0,52","192,87",seq0_checks
"0,03","196,18",seq0_checks
"0,03","197,80",seq0_checks
"0,13","202,24",seq0_checks
"0,13","204,23",seq0_checks
"0,15","195,92",seq0_checks
"0,15","197,80",seq0_checks
"0,56","178,23",seq0_checks
"0,56","174,38",seq0_checks
"0,15","201,94",seq0_checks
"0,15","203,84",seq0_checks
"0,23","194,47",seq0_checks
"0,23","196,79",seq0_checks
"0,24","194,49",seq0_checks
"0,24","196,80",seq0_checks
"0,13","206,11",seq0_checks
"0,13","199,65",seq0_checks
"0,40","203,01",seq0_checks
"0,40","198,27",seq0_checks
"0,56","186,15",seq0_checks
"0,56","182,20",seq0_checks
"0,56","181,48",seq0_checks
"0,56","184,67",seq0_checks
"0,56","182,52",seq0_checks
"0,56","178,61",seq0_checks
"0,20","201,41",seq0_checks
"0,20","203,20",seq0_checks
"0,28","202,17",seq0_checks
"0,28","204,73",seq0_checks
"0,26","201,76",seq0_checks
"0,26","204,23",seq0_checks
"0,52","182,55",seq0_checks
"0,52","178,45",seq0_checks
"0,47","182,46",seq0_checks
"0,47","178,54",seq0_checks
"0,12","200,67",seq0_checks
