12,0134;2,08478
11,129;2,08478
7,83059;1,87242
6,99079;1,87242
1,41792;1,05536
0,889283;1,05536
5,03416;1,41913
4,11996;1,41913
2,80459;0,96388
2,16331;0,96388
38,4935;2,29882
35,5514;2,29882
36,4374;2,1814
33,4101;2,1814
12,6481;2,20105
11,903;2,20105
13,2163;2,47876
12,7541;2,47876
34,8548;2,36654
34,0061;2,36654
5,21751;0,786836
5,66053;0,786836
1,87756;1,25336
1,02035;1,25336
0,741728;1,02927
1,40698;1,02927
4,85866;1,42601
4,07831;1,42601
10,8235;2,17205
10,0311;2,17205
22,1764;1,92509
21,6089;1,92509
7,61649;1,70731
6,69539;1,70731
10,044;2,28473
9,47875;2,28473
13,1011;0,495746
11,6074;0,495746
12,4746;0,5028
11,2279;0,5028
9,26093;1,42148
8,35305;1,42148
26,9126;3,27668
24,987;3,27668
10,9512;1,75658
9,8629;1,75658
6,19298;1,75947
4,9632;1,75947
33,6038;1,76602
34,3466;1,76602
3,10448;1,48451
2,86524;1,48451
4,2835;1,36444
3,90607;1,36444
9,15013;1,9433
10,2489;1,9433
10,1136;2,0297
11,3591;2,0297
1,93768;1,51943
2,52736;1,51943
4,36672;1,36301
4,0359;1,36301
0,614358;1,166
0,163261;1,166
24,678;3,04234
25,3299;3,04234
40,7736;2,96663
40,08;2,96663
34,5427;2,18032
36,0918;2,18032
33,4684;1,80048
34,9982;1,80048
33,258;2,18176
35,1121;2,18176
24,4232;2,9038
24,5953;2,9038
14,6829;2,46061
13,9218;2,46061
30,441;2,35102
31,1943;2,35102
6,63913;1,01741
6,51501;1,01741
5,37369;1,87805
4,49723;1,87805
4,40121;1,88034
3,5751;1,88034
23,9973;2,65196
24,4296;2,65196
23,9848;2,79085
25,1507;2,79085
4,65333;1,85393
5,0505;1,85393
7,6297;2,0466
8,27486;2,0466
13,0799;2,28448
12,3115;2,28448
36,4463;2,22264
36,3617;2,22264
30,292;2,22519
31,4605;2,22519
0,788094;1,42958
0,0373805;1,42958
0,107046;1,42766
1,43974;1,42766
0,921103;1,43586
0,0773724;1,43586
16,1595;1,90701
15,9006;1,90701
4,99322;2,06403
4,16197;2,06403
1,6805;1,90639
2,08817;1,90639
1,45578;1,20333
2,37812;1,20333
3,95119;1,44279
4,77225;1,44279
13,1153;2,47227
12,6288;2,47227
13,9449;2,53265
13,5263;2,53265
25,6729;1,90146
26,8342;1,90146
5,03571;1,91193
4,14432;1,91193
9,37017;1,43736
8,46393;1,43736
14,865;0,642244
15,4257;0,642244
15,9921;0,647705
14,9621;0,647705
15,0808;0,61992
15,6242;0,61992
72,4382;1,6905
71,6405;1,6905
35,3913;2,5529
33,0434;2,5529
12,9597;1,82853
12,1576;1,82853
24,5325;2,79764
24,0623;2,79764
0,249034;1,93006
0,176253;1,93006
13,5745;0,629007
12,6101;0,629007
15,5857;0,5028
15,4291;0,5028
23,9369;2,42083
24,1607;2,42083
24,1425;2,4167
23,8247;2,4167
30,5727;1,42079
30,9334;1,42079
22,7923;2,76817
24,7009;2,76817
36,302;2,4912
35,2891;2,4912
56,8096;2,11683
55,6244;2,11683
18,2695;0,96083
16,9652;0,96083
21,0051;0,484568
19,353;0,484568
1,11504;1,34785
0,218952;1,34785
8,6635;1,94983
7,55706;1,94983
25,8956;3,46261
26,8631;3,46261
30,4999;2,34351
31,6052;2,34351
30,5561;2,44889
31,6917;2,44889
10,0309;2,1916
9,57508;2,1916
8,03349;2,0421
7,63882;2,0421
3,00988;1,60803
3,11302;1,60803
1,29998;1,31477
0,0262684;1,31477
26,8216;3,42628
28,3938;3,42628
5,49901;2,04804
7,13946;2,04804
15,4218;2,35468
17,43;2,35468
21,2041;2,32969
23,1221;2,32969
9,61585;1,96941
9,35888;1,96941
4,61806;1,91172
4,42698;1,91172
4,78475;1,91949
4,59802;1,91949
23,4499;2,83089
24,2336;2,83089
7,20819;2,04689
8,11638;2,04689
24,0049;2,79036
25,1423;2,79036
28,995;2,442
30,8574;2,442
30,9713;1,98268
31,5345;1,98268
29,4364;2,07754
31,1376;2,07754
16,8081;0,482545
15,1985;0,482545
23,54;2,3426
24,3593;2,3426
10,4339;0,722263
9,46035;0,722263
9,85646;0,80915
8,80292;0,80915
8,76615;0,546797
7,96186;0,546797
19,5981;0,550364
18,4952;0,550364
21,2597;0,49614
20,0352;0,49614
6,91712;0,67955
5,57427;0,67955
10,9518;0,546439
9,49849;0,546439
9,46412;0,584503
8,70299;0,584503
2,4888;1,89383
2,46272;1,89383
23,7815;2,62503
24,7967;2,62503
15,6368;2,54168
15,8934;2,54168
29,5475;1,57483
30,6865;1,57483
23,0992;1,24458
21,0067;1,24458
2,2614;1,87795
3,71221;1,87795
4,24538;1,89279
4,05074;1,89279
10,9163;0,48939
9,50975;0,48939
29,5903;1,89083
31,1669;1,89083
9,35106;2,48026
9,54292;2,48026
22,9894;2,77967
25,1226;2,77967
24,3289;3,12418
25,6606;3,12418
11,3992;0,577091
9,97625;0,577091
17,5662;3,02194
18,5876;3,02194
2,62743;1,90074
2,60433;1,90074
9,67678;2,27813
11,5798;2,27813
28,5454;3,00257
30,0661;3,00257
7,38601;2,2022
7,25314;2,2022
3,01531;1,13677
2,40722;1,13677
30,5817;2,69305
31,6935;2,69305
24,754;3,04665
26,3368;3,04665
1,16158;1,85044
0,908376;1,85044
29,6309;2,06819
31,2532;2,06819
9,37805;0,773291
7,83078;0,773291
8,0011;1,79471
7,78432;1,79471
28,1311;1,29573
29,1446;1,29573
18,2075;0,537412
16,5668;0,537412
26,5458;3,37904
27,0006;3,37904
23,1403;2,32902
23,0358;2,32902
34,9558;1,54434
34,7927;1,54434
35,103;1,99753
35,4984;1,99753
24,4067;3,08914
25,8124;3,08914
20,3738;1,74114
20,3487;1,74114
2,2268;1,69142
1,5263;1,69142
34,3312;2,40461
35,1501;2,40461
3,20773;0,933351
2,54136;0,933351
3,16464;0,919836
2,4957;0,919836
19,5749;2,53088
19,6813;2,53088
11,5249;2,23379
13,4207;2,23379
3,13569;0,994456
2,48903;0,994456
1,4594;1,08625
2,91089;1,08625
14,6737;2,61681
16,9273;2,61681
34,3723;2,40501
35,2357;2,40501
30,3233;2,66917
31,2897;2,66917
22,5931;2,03538
23,1209;2,03538
22,6384;2,03538
23,1762;2,03538
20,0778;2,77742
22,5103;2,77742
18,4401;0,570269
16,9103;0,570269
25,8573;3,22883
26,5877;3,22883
25,9897;3,2344
26,7522;3,2344
28,424;2,95075
29,9132;2,95075
23,6825;2,43035
24,5067;2,43035
23,8126;2,52243
24,6348;2,52243
26,8085;3,19077
28,2085;3,19077
24,7554;3,06043
26,3387;3,06043
2,4051;1,97794
3,8928;1,97794
29,5513;2,79022
30,5527;2,79022
29,575;2,23143
29,8886;2,23143
24,806;2,89786
25,1734;2,89786
24,6026;2,6644
24,7673;2,6644
29,7065;2,02478
31,3015;2,02478
13,6561;2,38055
13,7019;2,38055
7,71214;0,606518
6,91485;0,606518
3,71521;1,99871
3,37172;1,99871
1,69933;2,00613
1,57701;2,00613
2,66499;2,08506
2,53431;2,08506
32,2625;1,51556
33,442;1,51556
6,04884;2,02487
6,55169;2,02487
29,649;2,23178
31,2814;2,23178
14,1304;2,23598
14,0154;2,23598
1,12469;1,46767
1,29698;1,46767
2,31898;1,52136
2,41623;1,52136
0,815425;1,34421
0,447073;1,34421
0,818412;1,45414
1,01282;1,45414
5,76179;0,716278
5,02468;0,716278
5,78175;0,753295
4,96965;0,753295
6,13965;0,655513
5,36873;0,655513
6,013;0,680701
5,23295;0,680701
16,6572;2,62085
16,9848;2,62085
14,6471;2,61621
16,9349;2,61621
17,804;2,71916
18,2219;2,71916
0,182112;1,74966
1,19412;1,74966
0,123037;1,7617
1,51167;1,7617
13,4175;2,64908
13,8678;2,64908
11,5932;2,07217
11,4269;2,07217
7,09464;1,70926
6,88643;1,70926
33,2994;1,63003
34,5829;1,63003
37,8687;1,94773
39,9911;1,94773
10,7779;2,16347
10,5497;2,16347
4,48502;1,4304
4,42213;1,4304
0,234564;1,15029
0,170159;1,15029
6,07324;0,703043
5,3403;0,703043
29,562;1,97229
31,2068;1,97229
0,033772;1,86876
0,933374;1,86876
3,32532;2,00408
3,06282;2,00408
0,107048;1,17236
0,478951;1,17236
1,41106;1,05239
0,881867;1,05239
34,4549;2,19464
35,2073;2,19464
42,3516;1,5562
44,3726;1,5562
8,22471;2,25733
8,03876;2,25733
8,63833;2,26589
8,46338;2,26589
6,98687;1,11522
6,37974;1,11522
34,3553;2,29567
35,1604;2,29567
14,1097;0,47519
13,0295;0,47519
14,6848;2,50163
14,8175;2,50163
8,49401;0,560928
7,68934;0,560928
11,7483;2,27684
13,7268;2,27684
25,0841;3,41249
26,708;3,41249
34,4496;2,19499
35,2183;2,19499
0,106712;1,15809
0,285931;1,15809
23,9434;2,74509
25,0423;2,74509
24,539;2,60068
24,7845;2,60068
24,041;2,87617
25,1895;2,87617
24,6294;2,68387
24,9043;2,68387
23,8284;2,6754
24,9174;2,6754
7,30379;1,72896
7,17475;1,72896
4,50633;1,58918
4,50962;1,58918
15,5574;2,53304
17,7052;2,53304
16,736;2,63039
18,922;2,63039
29,436;2,13451
29,6615;2,13451
29,315;2,15013
30,8529;2,15013
30,3506;2,34769
31,2538;2,34769
2,85205;1,93148
2,6455;1,93148
7,29632;2,24942
7,38428;2,24942
0,160507;1,42285
1,16982;1,42285
0,295182;1,39465
0,0202239;1,39465
21,7664;2,38253
23,6379;2,38253
22,2083;2,4318
24,112;2,4318
6,18035;0,672021
5,36555;0,672021
26,5808;3,19561
27,7697;3,19561
23,9441;2,6439
25,1308;2,6439
26,6847;3,40893
28,1745;3,40893
33,5183;2,05557
35,1284;2,05557
0,123133;1,77432
0,00161511;1,77432
0,688862;1,7088
0,755762;1,7088
29,6751;2,77925
30,7407;2,77925
30,4204;2,9999
31,7202;2,9999
30,5361;3,08959
31,9419;3,08959
27,2592;3,41358
29,0491;3,41358
26,6395;3,47621
28,5398;3,47621
16,1758;2,74245
18,5251;2,74245
17,0094;2,81265
17,6392;2,81265
28,4383;3,26027
30,0028;3,26027
25,5739;3,47361
27,4118;3,47361
25,4617;3,28086
26,3347;3,28086
29,8424;2,98492
31,229;2,98492
10,0654;1,97625
9,82259;1,97625
4,2108;1,76647
5,66599;1,76647
5,01956;1,78827
6,51754;1,78827
30,0686;2,4218
30,7369;2,4218
45,118;1,7184
47,1712;1,7184
15,0028;3,07644
16,0536;3,07644
16,5115;2,61322
18,7582;2,61322
19,7213;2,54284
19,8315;2,54284
5,58927;0,78609
4,18712;0,78609
5,35386;0,806486
3,96576;0,806486
5,64177;0,718733
