TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"2,61","38,91","60,88",,,,,,
level0,checks,1 / 10,,,"0,02",,,,,,,"2,61","2,55","2,76",,,,,,
level0,checks,2 / 10,,,"0,02",,,,,,,"2,61","2,63","2,89",,,,,,
level0,checks,3 / 10,,,"0,02",,,,,,,"2,61","2,64","2,90",,,,,,
level0,checks,4 / 10,,,"0,02",,,,,,,"2,61","2,63","2,88",,,,,,
level0,checks,5 / 10,,,"0,02",,,,,,,"2,61","2,62","2,87",,,,,,
level0,checks,6 / 10,,,"0,02",,,,,,,"2,61","2,62","2,86",,,,,,
level0,checks,7 / 10,,,"0,02",,,,,,,"2,61","2,62","2,86",,,,,,
level0,checks,8 / 10,,,"0,02",,,,,,,"2,61","2,63","2,86",,,,,,
level0,checks,9 / 10,,,"0,02",,,,,,,"2,61","2,63","2,87",,,,,,
level0,checks,FINAL,,,"0,02",,,,,,,"2,61","2,63","2,87","93,23","100,87","131,58","1,96","110,00","216,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"5,57","60,12","181,35",,,,,,
level0,no_checks,1 / 10,,,"0,02",,,,,,,"5,57","60,11","181,20",,,,,,
level0,no_checks,2 / 10,,,"0,02",,,,,,,"5,57","60,14","181,18",,,,,,
level0,no_checks,3 / 10,,,"0,03",,,,,,,"5,57","60,16","181,15",,,,,,
level0,no_checks,4 / 10,,,"0,03",,,,,,,"5,57","60,17","181,14",,,,,,
level0,no_checks,5 / 10,,,"0,04",,,,,,,"5,57","60,18","181,13",,,,,,
level0,no_checks,6 / 10,,,"0,04",,,,,,,"5,57","60,19","181,11",,,,,,
level0,no_checks,7 / 10,,,"0,05",,,,,,,"5,57","60,21","181,10",,,,,,
level0,no_checks,8 / 10,,,"0,06",,,,,,,"5,57","60,22","181,10",,,,,,
level0,no_checks,9 / 10,,,"0,06",,,,,,,"5,57","60,23","181,09",,,,,,
level0,no_checks,FINAL,,,"0,06",,,,,,,"5,57","60,24","181,09","-0,20","1082,32","131,58","2,00","109,00","218,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"34,42","146,70","293,85",,,,,,
level1,no_checks,1 / 10,,,"0,45",,,,,,,"34,42","30,67","33,08",,,,,,
level1,no_checks,2 / 10,,,"0,45",,,,,,,"34,42","31,04","33,40",,,,,,
level1,no_checks,3 / 10,,,"0,45",,,,,,,"34,42","31,41","33,72",,,,,,
level1,no_checks,4 / 10,,,"0,45",,,,,,,"34,42","31,78","34,03",,,,,,
level1,no_checks,5 / 10,,,"0,45",,,,,,,"34,42","32,15","34,35",,,,,,
level1,no_checks,6 / 10,,,"0,45",,,,,,,"34,42","32,51","34,66",,,,,,
level1,no_checks,7 / 10,,,"0,45",,,,,,,"34,42","32,87","34,98",,,,,,
level1,no_checks,8 / 10,,,"0,45",,,,,,,"34,42","33,24","35,29",,,,,,
level1,no_checks,9 / 10,,,"0,45",,,,,,,"34,42","33,60","35,60",,,,,,
level1,no_checks,FINAL,,,"0,45",,,,,,,"34,42","33,95","35,92","76,86","98,65","131,67","2,05","86,00","152,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"61,36","399,40","486,28",,,,,,
level2,no_checks,1 / 10,,,"0,67",,,,,,,"61,36","318,84","324,26",,,,,,
level2,no_checks,2 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,3 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,4 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,5 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,6 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,7 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,8 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,9 / 10,,,"0,58",,,,,,,"61,36","319,70","325,14",,,,,,
level2,no_checks,FINAL,,,"0,58",,,,,,,"61,36","319,70","325,14","19,96","521,03","93,35","2,05","89,00","154,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"47,85","294,03","375,17",,,,,,
level3,no_checks,1 / 10,,,"0,06",,,,,,,"47,85","293,06","374,61",,,,,,
level3,no_checks,2 / 10,,,"0,10",,,,,,,"47,85","292,69","374,07",,,,,,
level3,no_checks,3 / 10,,,"0,16",,,,,,,"47,85","291,91","372,97",,,,,,
level3,no_checks,4 / 10,,,"0,16",,,,,,,"47,85","291,98","373,08",,,,,,
level3,no_checks,5 / 10,,,"0,15",,,,,,,"47,85","292,02","373,16",,,,,,
level3,no_checks,6 / 10,,,"0,15",,,,,,,"47,85","292,06","373,22",,,,,,
level3,no_checks,7 / 10,,,"0,15",,,,,,,"47,85","292,09","373,28",,,,,,
level3,no_checks,8 / 10,,,"0,15",,,,,,,"47,85","292,12","373,34",,,,,,
level3,no_checks,9 / 10,,,"0,15",,,,,,,"47,85","292,22","373,53",,,,,,
level3,no_checks,FINAL,,,"0,19",,,,,,,"47,85","291,27","372,13","0,94","608,77","67,52","1,98","132,00","228,00"
