TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"2,58","38,07","59,90",,,,,,
level0,checks,1 / 10,,,"0,00",,,,,,,"2,58","38,06","59,89",,,,,,
level0,checks,2 / 10,,,"0,00",,,,,,,"2,58","38,06","59,89",,,,,,
level0,checks,3 / 10,,,"0,00",,,,,,,"2,58","38,06","59,89",,,,,,
level0,checks,FINAL,,,"0,00",,,,,,,"2,58","38,06","59,89","0,02","1473,22","131,58","1,96","109,00","214,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"5,57","60,74","180,94",,,,,,
level0,no_checks,1 / 10,,,"0,01",,,,,,,"5,57","60,73","180,86",,,,,,
level0,no_checks,2 / 10,,,"0,03",,,,,,,"5,57","60,73","180,87",,,,,,
level0,no_checks,3 / 10,,,"0,07",,,,,,,"5,57","60,77","180,92",,,,,,
level0,no_checks,4 / 10,,,"0,13",,,,,,,"5,57","60,93","181,11",,,,,,
level0,no_checks,5 / 10,,,"0,22",,,,,,,"5,57","61,28","181,66",,,,,,
level0,no_checks,6 / 10,,,"0,22",,,,,,,"5,57","61,69","182,44",,,,,,
level0,no_checks,7 / 10,,,"0,20",,,,,,,"5,57","62,83","184,66",,,,,,
level0,no_checks,8 / 10,,,"0,23",,,,,,,"5,57","63,79","186,89",,,,,,
level0,no_checks,9 / 10,,,"0,22",,,,,,,"5,57","64,62","189,18",,,,,,
level0,no_checks,FINAL,,,"0,26",,,,,,,"5,57","65,18","190,94","-7,31","1170,09","131,58","2,00","110,00","220,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"34,42","146,70","293,85",,,,,,
level1,no_checks,1 / 10,,,"0,04",,,,,,,"34,42","145,26","293,63",,,,,,
level1,no_checks,2 / 10,,,"0,04",,,,,,,"34,42","145,26","293,63",,,,,,
level1,no_checks,FINAL,,,"0,04",,,,,,,"34,42","145,26","293,63","0,98","422,06","131,67","2,05","86,00","152,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"62,73","412,85","510,30",,,,,,
level2,no_checks,1 / 10,,,"0,14",,,,,,,"62,73","412,37","509,98",,,,,,
level2,no_checks,2 / 10,,,"0,21",,,,,,,"62,73","412,32","509,88",,,,,,
level2,no_checks,3 / 10,,,"0,21",,,,,,,"62,73","412,31","509,85",,,,,,
level2,no_checks,4 / 10,,,"0,21",,,,,,,"62,73","412,32","509,83",,,,,,
level2,no_checks,5 / 10,,,"0,20",,,,,,,"62,73","412,32","509,80",,,,,,
level2,no_checks,6 / 10,,,"0,20",,,,,,,"62,73","412,32","509,77",,,,,,
level2,no_checks,7 / 10,,,"0,20",,,,,,,"62,73","412,32","509,75",,,,,,
level2,no_checks,8 / 10,,,"0,21",,,,,,,"62,73","412,32","509,74",,,,,,
level2,no_checks,9 / 10,,,"0,21",,,,,,,"62,73","412,32","509,73",,,,,,
level2,no_checks,FINAL,,,"0,21",,,,,,,"62,73","412,32","509,72","0,13","657,26","93,35","2,07","88,00","156,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"47,71","295,38","375,88",,,,,,
level3,no_checks,1 / 10,,,"0,02",,,,,,,"47,71","294,84","375,71",,,,,,
level3,no_checks,2 / 10,,,"0,07",,,,,,,"47,71","294,64","375,61",,,,,,
level3,no_checks,3 / 10,,,"0,08",,,,,,,"47,71","294,63","375,55",,,,,,
level3,no_checks,4 / 10,,,"0,09",,,,,,,"47,71","294,62","375,47",,,,,,
level3,no_checks,5 / 10,,,"0,09",,,,,,,"47,71","294,61","375,41",,,,,,
level3,no_checks,6 / 10,,,"0,09",,,,,,,"47,71","294,60","375,35",,,,,,
level3,no_checks,7 / 10,,,"0,09",,,,,,,"47,71","294,59","375,29",,,,,,
level3,no_checks,8 / 10,,,"0,09",,,,,,,"47,71","294,57","375,22",,,,,,
level3,no_checks,9 / 10,,,"0,09",,,,,,,"47,71","294,56","375,14",,,,,,
level3,no_checks,FINAL,,,"0,09",,,,,,,"47,71","294,55","375,09","0,28","617,39","67,52","1,98","133,00","230,00"
