FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,01",,,,,,,"2,58","38,07","59,90",,,,,,
level0,checks,1 / 8,,,"0,02",,,,,,,"2,58","1,42","1,52",,,,,,
level0,checks,2 / 8,,,"0,02",,,,,,,"2,58","1,51","1,69",,,,,,
level0,checks,3 / 8,,,"0,02",,,,,,,"2,58","1,53","1,72",,,,,,
level0,checks,4 / 8,,,"0,02",,,,,,,"2,58","1,53","1,71",,,,,,
level0,checks,5 / 8,,,"0,02",,,,,,,"2,58","1,53","1,71",,,,,,
level0,checks,6 / 8,,,"0,02",,,,,,,"2,58","1,53","1,71",,,,,,
level0,checks,7 / 8,,,"0,02",,,,,,,"2,58","1,53","1,71",,,,,,
level0,checks,FINAL,,,"0,02",,,,,,,"2,58","1,53","1,71","95,97","59,35","131,58","1,96","109,00","214,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"5,57","60,74","180,84",,,,,,
level0,no_checks,1 / 8,,,"0,96",,,,,,,"5,57","39,58","128,11",,,,,,
level0,no_checks,2 / 8,,,"0,94",,,,,,,"5,57","40,22","128,11",,,,,,
level0,no_checks,3 / 8,,,"1,02",,,,,,,"5,57","40,51","128,16",,,,,,
level0,no_checks,4 / 8,,,"1,02",,,,,,,"5,57","40,64","128,19",,,,,,
level0,no_checks,5 / 8,,,"1,01",,,,,,,"5,57","40,75","128,22",,,,,,
level0,no_checks,6 / 8,,,"1,01",,,,,,,"5,57","40,86","128,25",,,,,,
level0,no_checks,7 / 8,,,"1,01",,,,,,,"5,57","41,03","128,30",,,,,,
level0,no_checks,FINAL,,,"1,00",,,,,,,"5,57","41,14","128,34","32,27","738,49","131,58","2,00","110,00","220,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,25",,,,,,,"34,42","146,63","293,79",,,,,,
level1,no_checks,1 / 8,,,"0,47",,,,,,,"34,42","30,78","31,67",,,,,,
level1,no_checks,2 / 8,,,"0,47",,,,,,,"34,42","30,77","31,68",,,,,,
level1,no_checks,3 / 8,,,"0,47",,,,,,,"34,42","30,77","31,68",,,,,,
level1,no_checks,FINAL,,,"0,47",,,,,,,"34,42","30,77","31,68","79,01","89,42","131,67","2,05","86,00","152,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,98",,,,,,,"61,16","390,14","472,65",,,,,,
level2,no_checks,1 / 8,,,"0,32",,,,,,,"61,16","387,01","459,16",,,,,,
level2,no_checks,2 / 8,,,"0,30",,,,,,,"61,16","386,98","459,10",,,,,,
level2,no_checks,3 / 8,,,"0,30",,,,,,,"61,16","386,98","459,08",,,,,,
level2,no_checks,4 / 8,,,"0,31",,,,,,,"61,16","386,97","459,05",,,,,,
level2,no_checks,5 / 8,,,"0,31",,,,,,,"61,16","386,97","459,03",,,,,,
level2,no_checks,6 / 8,,,"0,31",,,,,,,"61,16","386,97","459,01",,,,,,
level2,no_checks,7 / 8,,,"0,31",,,,,,,"61,16","386,96","459,00",,,,,,
level2,no_checks,FINAL,,,"0,31",,,,,,,"61,16","386,95","458,96","0,82","632,68","93,35","2,05","89,00","152,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"2,61",,,,,,,"47,85","293,82","375,46",,,,,,
level3,no_checks,1 / 8,,,"1,98",,,,,,,"47,85","271,79","344,98",,,,,,
level3,no_checks,2 / 8,,,"2,14",,,,,,,"47,85","271,35","344,47",,,,,,
level3,no_checks,3 / 8,,,"2,31",,,,,,,"47,85","270,38","343,62",,,,,,
level3,no_checks,4 / 8,,,"3,54",,,,,,,"47,85","273,24","353,85",,,,,,
level3,no_checks,5 / 8,,,"1,17",,,,,,,"47,85","195,26","207,86",,,,,,
level3,no_checks,6 / 8,,,"0,83",,,,,,,"47,85","198,59","204,40",,,,,,
level3,no_checks,7 / 8,,,"0,88",,,,,,,"47,85","320,28","331,05",,,,,,
level3,no_checks,FINAL,,,"2,65",,,,,,,"47,85","340,27","363,37","-15,81","711,18","67,52","1,98","132,00","228,00"
