InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,08",,,,,,,"5,57","60,11","181,26",,,,,,
level0,checks,1 / 15,,,"0,04",,,,,,,"5,57","60,20","181,32",,,,,,
level0,checks,2 / 15,,,"0,03",,,,,,,"5,57","60,19","181,35",,,,,,
level0,checks,3 / 15,,,"0,02",,,,,,,"5,57","60,21","181,37",,,,,,
level0,checks,4 / 15,,,"0,02",,,,,,,"5,57","60,22","181,38",,,,,,
level0,checks,5 / 15,,,"0,03",,,,,,,"5,57","60,22","181,38",,,,,,
level0,checks,6 / 15,,,"0,02",,,,,,,"5,57","60,21","181,39",,,,,,
level0,checks,7 / 15,,,"0,03",,,,,,,"5,57","60,21","181,39",,,,,,
level0,checks,8 / 15,,,"0,03",,,,,,,"5,57","60,21","181,40",,,,,,
level0,checks,9 / 15,,,"0,03",,,,,,,"5,57","60,22","181,40",,,,,,
level0,checks,10 / 15,,,"0,03",,,,,,,"5,57","60,22","181,40",,,,,,
level0,checks,11 / 15,,,"0,03",,,,,,,"5,57","60,22","181,41",,,,,,
level0,checks,12 / 15,,,"0,03",,,,,,,"5,57","60,22","181,41",,,,,,
level0,checks,13 / 15,,,"0,03",,,,,,,"5,57","60,22","181,42",,,,,,
level0,checks,14 / 15,,,"0,03",,,,,,,"5,57","60,23","181,42",,,,,,
level0,checks,FINAL,,,"0,03",,,,,,,"5,57","60,23","181,43","-0,21","1081,08","131,58","2,00","109,00","218,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,08",,,,,,,"5,57","60,11","181,26",,,,,,
level0,no_checks,1 / 15,,,"0,04",,,,,,,"5,57","60,20","181,32",,,,,,
level0,no_checks,2 / 15,,,"0,03",,,,,,,"5,57","60,19","181,35",,,,,,
level0,no_checks,3 / 15,,,"0,02",,,,,,,"5,57","60,21","181,37",,,,,,
level0,no_checks,4 / 15,,,"0,02",,,,,,,"5,57","60,22","181,38",,,,,,
level0,no_checks,5 / 15,,,"0,03",,,,,,,"5,57","60,22","181,38",,,,,,
level0,no_checks,6 / 15,,,"0,02",,,,,,,"5,57","60,21","181,39",,,,,,
level0,no_checks,7 / 15,,,"0,03",,,,,,,"5,57","60,21","181,39",,,,,,
level0,no_checks,8 / 15,,,"0,03",,,,,,,"5,57","60,21","181,40",,,,,,
level0,no_checks,9 / 15,,,"0,03",,,,,,,"5,57","60,22","181,40",,,,,,
level0,no_checks,10 / 15,,,"0,03",,,,,,,"5,57","60,22","181,40",,,,,,
level0,no_checks,11 / 15,,,"0,03",,,,,,,"5,57","60,22","181,41",,,,,,
level0,no_checks,12 / 15,,,"0,03",,,,,,,"5,57","60,22","181,41",,,,,,
level0,no_checks,13 / 15,,,"0,03",,,,,,,"5,57","60,22","181,42",,,,,,
level0,no_checks,14 / 15,,,"0,03",,,,,,,"5,57","60,23","181,42",,,,,,
level0,no_checks,FINAL,,,"0,03",,,,,,,"5,57","60,23","181,43","-0,21","1081,08","131,58","2,00","109,00","218,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,08",,,,,,,"34,40","253,87","498,64",,,,,,
level1,no_checks,1 / 15,,,"0,10",,,,,,,"34,40","254,04","498,63",,,,,,
level1,no_checks,2 / 15,,,"0,10",,,,,,,"34,40","253,92","498,33",,,,,,
level1,no_checks,3 / 15,,,"0,11",,,,,,,"34,40","253,86","498,20",,,,,,
level1,no_checks,4 / 15,,,"0,11",,,,,,,"34,40","253,80","498,06",,,,,,
level1,no_checks,5 / 15,,,"0,11",,,,,,,"34,40","253,71","497,88",,,,,,
level1,no_checks,6 / 15,,,"0,11",,,,,,,"34,40","253,64","497,73",,,,,,
level1,no_checks,7 / 15,,,"0,11",,,,,,,"34,40","253,58","497,61",,,,,,
level1,no_checks,8 / 15,,,"0,11",,,,,,,"34,40","253,50","497,44",,,,,,
level1,no_checks,9 / 15,,,"0,11",,,,,,,"34,40","253,45","497,33",,,,,,
level1,no_checks,10 / 15,,,"0,11",,,,,,,"34,40","253,39","497,21",,,,,,
level1,no_checks,11 / 15,,,"0,11",,,,,,,"34,40","253,32","497,08",,,,,,
level1,no_checks,12 / 15,,,"0,11",,,,,,,"34,40","253,27","496,95",,,,,,
level1,no_checks,13 / 15,,,"0,11",,,,,,,"34,40","253,06","496,54",,,,,,
level1,no_checks,14 / 15,,,"0,11",,,,,,,"34,40","252,97","496,36",,,,,,
level1,no_checks,FINAL,,,"0,11",,,,,,,"34,40","252,90","496,21","0,38","735,14","131,67","2,05","86,00","168,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,50",,,,,,,"61,18","406,07","495,57",,,,,,
level2,no_checks,1 / 15,,,"0,46",,,,,,,"61,18","406,07","495,58",,,,,,
level2,no_checks,2 / 15,,,"0,46",,,,,,,"61,18","406,07","495,58",,,,,,
level2,no_checks,3 / 15,,,"0,46",,,,,,,"61,18","406,07","495,58",,,,,,
level2,no_checks,4 / 15,,,"0,46",,,,,,,"61,18","406,07","495,58",,,,,,
