FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,01",,,,,,,"2,60","38,90","60,88",,,,,,
level0,checks,1 / 15,,,"0,01",,,,,,,"2,60","38,91","60,88",,,,,,
level0,checks,2 / 15,,,"0,01",,,,,,,"2,60","38,91","60,88",,,,,,
level0,checks,3 / 15,,,"0,01",,,,,,,"2,60","38,91","60,88",,,,,,
level0,checks,4 / 15,,,"0,01",,,,,,,"2,60","38,91","60,88",,,,,,
level0,checks,5 / 15,,,"0,01",,,,,,,"2,60","38,91","60,88",,,,,,
level0,checks,FINAL,,,"0,01",,,,,,,"2,60","38,91","60,88","-0,02","1493,90","131,58","1,96","110,00","216,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"5,57","60,12","181,25",,,,,,
level0,no_checks,1 / 15,,,"0,08",,,,,,,"5,57","60,42","181,41",,,,,,
level0,no_checks,2 / 15,,,"0,08",,,,,,,"5,57","60,43","181,46",,,,,,
level0,no_checks,3 / 15,,,"0,08",,,,,,,"5,57","60,43","181,51",,,,,,
level0,no_checks,4 / 15,,,"0,08",,,,,,,"5,57","60,45","181,57",,,,,,
level0,no_checks,5 / 15,,,"0,08",,,,,,,"5,57","60,47","181,60",,,,,,
level0,no_checks,6 / 15,,,"0,08",,,,,,,"5,57","60,49","181,64",,,,,,
level0,no_checks,7 / 15,,,"0,09",,,,,,,"5,57","60,50","181,66",,,,,,
level0,no_checks,8 / 15,,,"0,09",,,,,,,"5,57","60,52","181,71",,,,,,
level0,no_checks,9 / 15,,,"0,09",,,,,,,"5,57","60,54","181,75",,,,,,
level0,no_checks,10 / 15,,,"0,09",,,,,,,"5,57","60,55","181,78",,,,,,
level0,no_checks,11 / 15,,,"0,09",,,,,,,"5,57","60,59","181,82",,,,,,
level0,no_checks,12 / 15,,,"0,10",,,,,,,"5,57","60,60","181,83",,,,,,
level0,no_checks,13 / 15,,,"0,10",,,,,,,"5,57","60,62","181,86",,,,,,
level0,no_checks,14 / 15,,,"0,10",,,,,,,"5,57","60,64","181,88",,,,,,
level0,no_checks,FINAL,,,"0,10",,,,,,,"5,57","60,65","181,89","-0,87","1088,52","131,58","2,00","109,00","218,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,33",,,,,,,"34,40","255,14","498,75",,,,,,
level1,no_checks,1 / 15,,,"0,27",,,,,,,"34,40","254,31","498,56",,,,,,
level1,no_checks,2 / 15,,,"0,25",,,,,,,"34,40","254,27","498,51",,,,,,
level1,no_checks,3 / 15,,,"0,25",,,,,,,"34,40","254,21","498,35",,,,,,
level1,no_checks,4 / 15,,,"0,25",,,,,,,"34,40","254,20","498,32",,,,,,
level1,no_checks,5 / 15,,,"0,25",,,,,,,"34,40","254,18","498,28",,,,,,
level1,no_checks,6 / 15,,,"0,25",,,,,,,"34,40","254,15","498,23",,,,,,
level1,no_checks,7 / 15,,,"0,25",,,,,,,"34,40","254,13","498,18",,,,,,
level1,no_checks,8 / 15,,,"0,25",,,,,,,"34,40","254,11","498,13",,,,,,
level1,no_checks,9 / 15,,,"0,24",,,,,,,"34,40","254,08","498,06",,,,,,
level1,no_checks,10 / 15,,,"0,24",,,,,,,"34,40","254,05","497,99",,,,,,
level1,no_checks,11 / 15,,,"0,24",,,,,,,"34,40","254,03","497,95",,,,,,
level1,no_checks,12 / 15,,,"0,24",,,,,,,"34,40","254,01","497,89",,,,,,
level1,no_checks,13 / 15,,,"0,24",,,,,,,"34,40","253,96","497,80",,,,,,
