FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,01",,,,,,,"2,58","38,07","59,90",,,,,,
level0,checks,1 / 10,,,"0,29",,,,,,,"2,58","20,99","32,78",,,,,,
level0,checks,2 / 10,,,"0,43",,,,,,,"2,58","19,04","29,49",,,,,,
level0,checks,3 / 10,,,"0,51",,,,,,,"2,58","20,48","33,25",,,,,,
level0,checks,4 / 10,,,"0,53",,,,,,,"2,58","20,81","34,93",,,,,,
level0,checks,5 / 10,,,"0,52",,,,,,,"2,58","21,63","39,28",,,,,,
level0,checks,6 / 10,,,"0,51",,,,,,,"2,58","22,19","42,60",,,,,,
level0,checks,7 / 10,,,"0,50",,,,,,,"2,58","22,85","46,87",,,,,,
level0,checks,8 / 10,,,"0,49",,,,,,,"2,58","23,51","51,56",,,,,,
level0,checks,9 / 10,,,"0,47",,,,,,,"2,58","24,34","58,14",,,,,,
level0,checks,FINAL,,,"0,48",,,,,,,"2,58","25,02","64,30","34,28","968,37","131,58","1,96","109,00","214,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"5,57","60,12","181,25",,,,,,
level0,no_checks,1 / 10,,,"0,19",,,,,,,"5,57","49,43","154,75",,,,,,
level0,no_checks,2 / 10,,,"0,16",,,,,,,"5,57","49,49","154,80",,,,,,
level0,no_checks,3 / 10,,,"0,15",,,,,,,"5,57","49,49","154,90",,,,,,
level0,no_checks,4 / 10,,,"0,15",,,,,,,"5,57","49,44","154,85",,,,,,
level0,no_checks,5 / 10,,,"0,15",,,,,,,"5,57","49,42","154,88",,,,,,
level0,no_checks,6 / 10,,,"0,16",,,,,,,"5,57","49,43","154,91",,,,,,
level0,no_checks,7 / 10,,,"0,19",,,,,,,"5,57","49,44","154,83",,,,,,
level0,no_checks,8 / 10,,,"0,20",,,,,,,"5,57","49,43","154,72",,,,,,
level0,no_checks,9 / 10,,,"0,21",,,,,,,"5,57","49,41","154,62",,,,,,
level0,no_checks,FINAL,,,"0,22",,,,,,,"5,57","49,38","154,52","17,86","887,24","131,58","2,00","109,00","218,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,25",,,,,,,"34,42","146,63","293,79",,,,,,
level1,no_checks,1 / 10,,,"0,47",,,,,,,"34,42","30,78","31,67",,,,,,
level1,no_checks,2 / 10,,,"0,47",,,,,,,"34,42","31,16","32,04",,,,,,
level1,no_checks,3 / 10,,,"0,47",,,,,,,"34,42","31,54","32,39",,,,,,
level1,no_checks,4 / 10,,,"0,47",,,,,,,"34,42","31,92","32,75",,,,,,
level1,no_checks,5 / 10,,,"0,47",,,,,,,"34,42","32,30","33,11",,,,,,
level1,no_checks,6 / 10,,,"0,47",,,,,,,"34,42","32,68","33,46",,,,,,
level1,no_checks,7 / 10,,,"0,47",,,,,,,"34,42","33,05","33,82",,,,,,
level1,no_checks,8 / 10,,,"0,47",,,,,,,"34,42","33,42","34,17",,,,,,
level1,no_checks,9 / 10,,,"0,47",,,,,,,"34,42","33,79","34,52",,,,,,
level1,no_checks,FINAL,,,"0,47",,,,,,,"34,42","34,16","34,88","76,70","99,25","131,67","2,05","86,00","152,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,98",,,,,,,"61,16","390,14","472,65",,,,,,
level2,no_checks,1 / 10,,,"0,66",,,,,,,"61,16","355,22","360,81",,,,,,
level2,no_checks,2 / 10,,,"0,54",,,,,,,"61,16","356,40","362,03",,,,,,
level2,no_checks,3 / 10,,,"0,53",,,,,,,"61,16","356,40","362,03",,,,,,
level2,no_checks,4 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,5 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,6 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,7 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,8 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,9 / 10,,,"0,53",,,,,,,"61,16","356,41","362,03",,,,,,
level2,no_checks,FINAL,,,"0,53",,,,,,,"61,16","356,41","362,03","8,65","582,73","93,35","2,05","89,00","152,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"2,64",,,,,,,"47,71","295,18","376,19",,,,,,
level3,no_checks,1 / 10,,,"1,65",,,,,,,"47,71","281,86","357,84",,,,,,
level3,no_checks,2 / 10,,,"4,40",,,,,,,"47,71","218,14","269,99",,,,,,
level3,no_checks,3 / 10,,,"5,47",,,,,,,"47,71","233,51","292,08",,,,,,
level3,no_checks,4 / 10,,,"6,01",,,,,,,"47,71","236,22","299,14",,,,,,
level3,no_checks,5 / 10,,,"5,11",,,,,,,"47,71","236,19","299,28",,,,,,
level3,no_checks,6 / 10,,,"6,48",,,,,,,"47,71","235,69","297,07",,,,,,
level3,no_checks,7 / 10,,,"5,09",,,,,,,"47,71","224,09","277,41",,,,,,
level3,no_checks,8 / 10,,,"2,29",,,,,,,"47,71","245,36","334,79",,,,,,
level3,no_checks,9 / 10,,,"3,99",,,,,,,"47,71","253,05","313,52",,,,,,
level3,no_checks,FINAL,,,"2,10",,,,,,,"47,71","263,96","356,04","10,58","553,28","67,52","1,98","133,00","230,00"
