FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,01",,,,,,,"2,58","38,07","59,89",,,,,,
level0,checks,1 / 8,,,"0,29",,,,,,,"2,58","20,99","32,78",,,,,,
level0,checks,2 / 8,,,"0,44",,,,,,,"2,58","18,27","28,41",,,,,,
level0,checks,3 / 8,,,"0,54",,,,,,,"2,58","19,29","30,77",,,,,,
level0,checks,4 / 8,,,"0,54",,,,,,,"2,58","20,48","35,74",,,,,,
level0,checks,5 / 8,,,"0,53",,,,,,,"2,58","21,31","40,57",,,,,,
level0,checks,6 / 8,,,"0,52",,,,,,,"2,58","21,79","43,59",,,,,,
level0,checks,7 / 8,,,"0,51",,,,,,,"2,58","22,53","48,66",,,,,,
level0,checks,FINAL,,,"0,50",,,,,,,"2,58","23,03","52,30","39,50","893,55","131,58","1,96","109,00","214,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"5,57","60,12","181,25",,,,,,
level0,no_checks,1 / 8,,,"0,51",,,,,,,"5,57","39,22","126,96",,,,,,
level0,no_checks,2 / 8,,,"0,42",,,,,,,"5,57","39,42","126,91",,,,,,
level0,no_checks,3 / 8,,,"0,36",,,,,,,"5,57","39,45","127,15",,,,,,
level0,no_checks,4 / 8,,,"0,33",,,,,,,"5,57","39,39","127,09",,,,,,
level0,no_checks,5 / 8,,,"0,36",,,,,,,"5,57","39,37","127,06",,,,,,
level0,no_checks,6 / 8,,,"0,33",,,,,,,"5,57","39,35","127,03",,,,,,
level0,no_checks,7 / 8,,,"0,34",,,,,,,"5,57","39,33","126,99",,,,,,
level0,no_checks,FINAL,,,"0,34",,,,,,,"5,57","39,33","126,97","34,59","705,86","131,58","2,00","109,00","218,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,25",,,,,,,"34,42","146,63","293,79",,,,,,
level1,no_checks,1 / 8,,,"0,47",,,,,,,"34,42","30,78","31,67",,,,,,
level1,no_checks,2 / 8,,,"0,47",,,,,,,"34,42","30,77","31,68",,,,,,
level1,no_checks,3 / 8,,,"0,47",,,,,,,"34,42","30,77","31,68",,,,,,
level1,no_checks,FINAL,,,"0,47",,,,,,,"34,42","30,77","31,68","79,01","89,42","131,67","2,05","86,00","152,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"1,13",,,,,,,"58,91","371,54","428,74",,,,,,
level2,no_checks,1 / 8,,,"0,45",,,,,,,"58,91","342,29","347,36",,,,,,
level2,no_checks,2 / 8,,,"0,45",,,,,,,"58,91","342,29","347,36",,,,,,
level2,no_checks,FINAL,,,"0,45",,,,,,,"58,91","342,29","347,36","7,87","581,08","93,35","2,03","88,00","150,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"2,64",,,,,,,"47,71","295,18","376,19",,,,,,
level3,no_checks,1 / 8,,,"4,35",,,,,,,"47,71","187,61","219,55",,,,,,
level3,no_checks,2 / 8,,,"4,79",,,,,,,"47,71","205,00","265,07",,,,,,
level3,no_checks,3 / 8,,,"4,62",,,,,,,"47,71","205,82","260,18",,,,,,
level3,no_checks,4 / 8,,,"4,08",,,,,,,"47,71","203,76","253,78",,,,,,
level3,no_checks,5 / 8,,,"3,96",,,,,,,"47,71","200,53","241,25",,,,,,
level3,no_checks,6 / 8,,,"4,41",,,,,,,"47,71","200,84","241,59",,,,,,
level3,no_checks,7 / 8,,,"3,83",,,,,,,"47,71","201,28","242,62",,,,,,
level3,no_checks,FINAL,,,"3,87",,,,,,,"47,71","201,49","243,19","31,74","422,33","67,52","1,98","133,00","230,00"
