-4.881563786248320491e-02 -5.865260081427733224e-02 1.933707340808880626e-01
-5.689777056109103504e-03 8.874318044412733003e-03 2.113697173480059699e-01
-2.733782779359869228e-02 -4.023341929195237143e-02 1.900719180601537495e-01
4.636569093178248557e-02 2.731448089225853998e-02 1.852689203563189502e-01
-3.826717645928043136e-03 -1.750558608917777634e-02 1.901057621847305479e-01
5.535111542318573580e-02 6.293424676574126131e-02 2.050059771559025745e-01
3.134065931015622003e-02 5.993011980431182939e-02 2.205844453594824062e-01
2.999954208784399654e-02 -1.654772102849934659e-02 1.681658030248001090e-01
1.855424283022250390e-02 3.822078723668358158e-02 2.179068790663334365e-01
8.757423879046792245e-03 5.441693670062171598e-03 1.967757344839269062e-01
2.471944056859239069e-02 -1.246488810904304231e-03 1.804556553836760002e-01
-1.655131436781010629e-02 -5.643813513019732553e-02 1.722296335919458188e-01
-8.871647213906030949e-02 -7.080959914807498368e-02 2.129043272175686619e-01
-8.899131114891448363e-04 1.264287500336815605e-03 1.996195135763064177e-01
4.774990438621692923e-02 -1.154299667573271959e-04 1.708437648910125506e-01
-5.252076703768892435e-02 -7.266920838112803094e-02 1.853694714172205160e-01
-3.115070839218060314e-02 -2.942435491474781548e-02 2.029586932515296538e-01
5.376012159372719340e-03 3.327245172271622690e-03 1.988149996834749911e-01
-2.102619127390548820e-02 -9.909353204076043475e-03 2.062160681462393841e-01
3.658373407568772380e-04 2.022066197015843364e-02 2.154280930158386786e-01
8.525293757765443903e-03 2.207123608609341814e-02 2.075858984952270447e-01
-3.343271855376452918e-03 2.051332722119192375e-02 2.149447558019775550e-01
5.010942703034042961e-02 2.776442955292878628e-02 1.846005742009869111e-01
-3.221792824719033055e-02 -1.009758515545915343e-02 2.136388304323701415e-01
1.253109146302113786e-01 8.120920456187925851e-02 1.682112170001459073e-01
1.763415315881083174e-03 -1.543143620652979650e-02 1.864129689754389640e-01
4.120517198324385316e-02 6.712911092090570464e-02 2.195722295642564270e-01
-1.194267192375515242e-02 -2.551322892272524581e-02 1.909085166110537912e-01
6.576942017806956808e-02 7.090151403241953809e-02 2.048124864580598281e-01
-3.749546990736485775e-03 -2.401639500861395965e-02 1.857971464000170991e-01
5.478411514981710792e-03 3.678115818715883834e-02 2.210531037944875044e-01
1.269895719431682508e-02 5.929515720874074802e-02 2.303110177697611505e-01
3.103630593754653708e-02 5.616409122944600318e-02 2.203314213817878509e-01
-4.828916072891260847e-02 -6.957085892181910647e-02 1.822089054721682533e-01
9.835697669920727415e-02 7.704461369179374519e-02 1.857493568163048336e-01
1.878188106599573345e-02 -3.420903963292278721e-04 1.881217873726046819e-01
3.087082114307655029e-02 -1.286168401532391398e-02 1.687191006199793841e-01
-1.079581170914529868e-02 -2.149046252575154137e-02 1.936128121792826950e-01
-4.276531751555563005e-02 -5.032034966582293878e-02 1.930117753632895061e-01
8.130985853590451395e-02 5.131148843352360822e-02 1.779970724854699204e-01
-5.979750312840737513e-03 2.002427488862212890e-02 2.181262651230217176e-01
-3.090253891726543051e-02 -1.275458833169264457e-02 2.122920149669733358e-01
-5.018964975683925384e-02 -8.668998454092892436e-02 1.731079995212931322e-01
-3.401450828531711601e-02 -1.519738871064984370e-02 2.116757453677703404e-01
-8.152201154320731086e-03 -7.814219845276899543e-03 1.995563070933554783e-01
2.936500899510125287e-02 -1.974058473276798717e-03 1.786430216246064351e-01
-5.168805240812631568e-02 -8.544697895376150709e-02 1.741113436508090473e-01
-7.653321323389860285e-03 6.369020237019686059e-02 2.491057631120317528e-01
4.341927559724240160e-02 1.433455468609799027e-02 1.803825182425246865e-01
4.496203923060450303e-02 1.443462134793531589e-02 1.778441790544298962e-01
1.341844341254759196e-02 2.954612053823018475e-02 2.111826106019830951e-01
-5.163089020039440119e-02 -2.437055578126059302e-02 2.197477646025639830e-01
5.737991316831248315e-03 1.676126940036973961e-02 2.061567615227699046e-01
9.655877309912243647e-03 -1.403767796450523450e-02 1.839146559085101107e-01
3.566491807826476044e-03 -4.144450437440654750e-02 1.700010348067017840e-01
6.664609931655068875e-02 6.015462430300131530e-03 1.585168861951867236e-01
1.539112252521126004e-02 -1.526887161397756827e-02 1.800893436781268175e-01
5.479212741355247301e-02 4.554747434700325004e-02 1.920198909963097833e-01
-4.748784347228930669e-02 -7.614725894447207932e-02 1.790798597048186003e-01
2.299668458449967597e-04 1.844336131932831913e-02 2.147062702225853714e-01
-1.233208553017691930e-02 -2.212982760340249239e-02 1.927524286610581838e-01
2.977456085277639317e-02 5.443146627386029335e-02 2.156966844850106979e-01
2.604212159708274577e-02 3.125073959283550945e-03 1.820304197535929092e-01
-1.878864772450680731e-02 -4.453679371680686200e-02 1.841314872692239313e-01
-3.705540292662833773e-02 -7.106959270119572042e-03 2.218460500081263498e-01
2.597632718850394207e-02 -2.062131842338010834e-02 1.674376519784901429e-01
9.480146883274277736e-02 6.000303372019277770e-02 1.765934261428278584e-01
9.165097217347473874e-03 -1.578635404753111343e-03 1.926441459703435166e-01
4.175829025634356095e-02 5.440103970810732104e-02 2.078332093736725561e-01
-1.432029965155498172e-02 -1.035120159467035721e-02 2.008097911028840499e-01
6.815776416848677577e-02 7.916925962443599474e-02 2.062969505323213604e-01
3.580268029825559029e-02 -9.520527979841354738e-03 1.682174827220377922e-01
5.561796566061365937e-02 6.226587999097183551e-02 2.056328857820127198e-01
2.637757715632088260e-02 4.742211869358223253e-02 2.170931327378129994e-01
-6.205647420335410475e-03 -1.198589937186687188e-02 1.970603970930459026e-01
9.733054859151674815e-03 -7.319552797681389694e-03 1.890625575858412566e-01
-8.729367068048693445e-03 -9.443484924731749761e-03 1.995326796459221674e-01
1.861619223153846217e-02 4.576954615906267398e-02 2.195049973071326876e-01
4.107191378502435958e-02 1.005796397430184369e-02 1.811190702815528297e-01
-2.530149938031556883e-02 -3.440063096372088930e-02 1.902439783175206012e-01
1.811640227809578618e-02 2.127070052705536465e-02 2.011226486459408158e-01
