TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"17,98","276,87","426,06",,,,,,
level0,checks,1 / 10,,,"0,71",,,,,,,"17,98","259,99","399,67",,,,,,
level0,checks,2 / 10,,,"1,81",,,,,,,"17,98","257,97","395,82",,,,,,
level0,checks,3 / 10,,,"4,64",,,,,,,"17,98","258,81","394,00",,,,,,
level0,checks,4 / 10,,,"5,59",,,,,,,"17,98","234,56","360,98",,,,,,
level0,checks,5 / 10,,,"8,17",,,,,,,"17,98","218,41","334,49",,,,,,
level0,checks,6 / 10,,,"21,03",,,,,,,"17,98","190,76","294,64",,,,,,
level0,checks,7 / 10,,,"8,24",,,,,,,"17,98","409,82","437,08",,,,,,
level0,checks,8 / 10,,,"5,30",,,,,,,"17,98","477,20","486,84",,,,,,
level0,checks,9 / 10,,,"2,40",,,,,,,"17,98","475,83","485,20",,,,,,
level0,checks,FINAL,,,"2,19",,,,,,,"17,98","475,39","485,71","-71,71","2643,36","110,08","1,69","164,00","272,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"31,83","345,76","576,88",,,,,,
level0,no_checks,1 / 10,,,"0,10",,,,,,,"31,83","344,81","575,30",,,,,,
level0,no_checks,2 / 10,,,"0,20",,,,,,,"31,83","343,44","573,03",,,,,,
level0,no_checks,3 / 10,,,"0,27",,,,,,,"31,83","341,82","569,66",,,,,,
level0,no_checks,4 / 10,,,"1,11",,,,,,,"31,83","338,21","563,58",,,,,,
level0,no_checks,5 / 10,,,"1,10",,,,,,,"31,83","336,81","561,85",,,,,,
level0,no_checks,6 / 10,,,"13,82",,,,,,,"31,83","256,57","425,38",,,,,,
level0,no_checks,7 / 10,,,"31,99",,,,,,,"31,83","195,44","320,16",,,,,,
level0,no_checks,8 / 10,,,"25,97",,,,,,,"31,83","304,06","382,22",,,,,,
level0,no_checks,9 / 10,,,"15,02",,,,,,,"31,83","363,83","390,53",,,,,,
level0,no_checks,FINAL,,,"15,58",,,,,,,"31,83","364,14","386,81","-5,32","1144,08","110,08","1,71","164,00","286,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"38,40","407,36","561,15",,,,,,
level1,no_checks,1 / 10,,,"0,23",,,,,,,"38,40","400,45","551,89",,,,,,
level1,no_checks,2 / 10,,,"0,94",,,,,,,"38,40","381,86","527,41",,,,,,
level1,no_checks,3 / 10,,,"6,06",,,,,,,"38,40","346,63","475,20",,,,,,
level1,no_checks,4 / 10,,,"24,40",,,,,,,"38,40","286,96","397,38",,,,,,
level1,no_checks,5 / 10,,,"37,51",,,,,,,"38,40","232,68","322,30",,,,,,
level1,no_checks,6 / 10,,,"23,83",,,,,,,"38,40","100,26","142,27",,,,,,
level1,no_checks,7 / 10,,,"13,98",,,,,,,"38,40","629,86","648,85",,,,,,
level1,no_checks,8 / 10,,,"0,84",,,,,,,"38,40","1679,85","1707,59",,,,,,
level1,no_checks,9 / 10,,,"1,55",,,,,,,"38,40","1608,60","1635,38",,,,,,
