FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,48",,,,,,,"17,98","276,87","426,10",,,,,,
level0,checks,1 / 10,,,"1,75",,,,,,,"17,98","280,25","428,30",,,,,,
level0,checks,2 / 10,,,"2,59",,,,,,,"17,98","281,87","429,31",,,,,,
level0,checks,3 / 10,,,"2,44",,,,,,,"17,98","277,52","425,43",,,,,,
level0,checks,4 / 10,,,"2,26",,,,,,,"17,98","273,98","422,45",,,,,,
level0,checks,5 / 10,,,"3,08",,,,,,,"17,98","279,39","427,18",,,,,,
level0,checks,6 / 10,,,"2,65",,,,,,,"17,98","285,45","434,82",,,,,,
level0,checks,7 / 10,,,"1,60",,,,,,,"17,98","279,85","430,63",,,,,,
level0,checks,8 / 10,,,"2,51",,,,,,,"17,98","284,20","437,35",,,,,,
level0,checks,9 / 10,,,"2,07",,,,,,,"17,98","287,85","443,45",,,,,,
level0,checks,FINAL,,,"1,42",,,,,,,"17,98","296,89","456,01","-7,23","1650,83","110,08","1,69","164,00","272,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"6,58",,,,,,,"31,83","345,53","576,50",,,,,,
level0,no_checks,1 / 10,,,"5,89",,,,,,,"31,83","337,21","563,08",,,,,,
level0,no_checks,2 / 10,,,"4,00",,,,,,,"31,83","335,19","560,82",,,,,,
level0,no_checks,3 / 10,,,"4,72",,,,,,,"31,83","330,41","554,25",,,,,,
level0,no_checks,4 / 10,,,"7,30",,,,,,,"31,83","336,99","556,04",,,,,,
level0,no_checks,5 / 10,,,"6,07",,,,,,,"31,83","329,61","542,19",,,,,,
level0,no_checks,6 / 10,,,"5,60",,,,,,,"31,83","333,96","544,05",,,,,,
level0,no_checks,7 / 10,,,"6,42",,,,,,,"31,83","332,18","541,23",,,,,,
level0,no_checks,8 / 10,,,"5,08",,,,,,,"31,83","323,45","531,72",,,,,,
level0,no_checks,9 / 10,,,"3,96",,,,,,,"31,83","328,23","533,90",,,,,,
level0,no_checks,FINAL,,,"5,04",,,,,,,"31,83","324,30","528,75","6,15","1018,89","110,08","1,71","164,00","286,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"2,53",,,,,,,"38,38","404,87","559,70",,,,,,
level1,no_checks,1 / 10,,,"2,86",,,,,,,"38,38","404,63","558,82",,,,,,
level1,no_checks,2 / 10,,,"4,34",,,,,,,"38,38","405,48","558,77",,,,,,
level1,no_checks,3 / 10,,,"9,16",,,,,,,"38,38","418,33","561,26",,,,,,
level1,no_checks,4 / 10,,,"8,53",,,,,,,"38,38","419,56","560,88",,,,,,
level1,no_checks,5 / 10,,,"6,94",,,,,,,"38,38","423,43","563,18",,,,,,
level1,no_checks,6 / 10,,,"7,98",,,,,,,"38,38","419,74","559,25",,,,,,
level1,no_checks,7 / 10,,,"6,76",,,,,,,"38,38","395,43","545,19",,,,,,
level1,no_checks,8 / 10,,,"5,63",,,,,,,"38,38","383,98","532,25",,,,,,
level1,no_checks,9 / 10,,,"5,07",,,,,,,"38,38","385,61","534,06",,,,,,
level1,no_checks,FINAL,,,"7,69",,,,,,,"38,38","384,00","530,05","5,15","1000,58","139,43","1,62","193,00","340,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"2,14",,,,,,,"82,51","704,82","777,19",,,,,,
level2,no_checks,1 / 10,,,"1,77",,,,,,,"82,51","704,77","777,14",,,,,,
level2,no_checks,2 / 10,,,"1,74",,,,,,,"82,51","704,79","777,16",,,,,,
level2,no_checks,3 / 10,,,"1,73",,,,,,,"82,51","704,82","777,18",,,,,,
level2,no_checks,4 / 10,,,"1,73",,,,,,,"82,51","704,84","777,20",,,,,,
level2,no_checks,5 / 10,,,"1,70",,,,,,,"82,51","704,90","777,25",,,,,,
level2,no_checks,6 / 10,,,"1,69",,,,,,,"82,51","704,93","777,28",,,,,,
level2,no_checks,7 / 10,,,"1,64",,,,,,,"82,51","705,08","777,47",,,,,,
level2,no_checks,8 / 10,,,"1,64",,,,,,,"82,51","705,09","777,49",,,,,,
level2,no_checks,9 / 10,,,"1,62",,,,,,,"82,51","705,12","777,52",,,,,,
level2,no_checks,FINAL,,,"1,62",,,,,,,"82,51","705,13","777,54","-0,04","854,63","51,42","1,73","126,00","234,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"14,50",,,,,,,"164,87","513,63","686,25",,,,,,
level3,no_checks,1 / 10,,,"4,05",,,,,,,"164,87","504,13","681,19",,,,,,
level3,no_checks,2 / 10,,,"4,05",,,,,,,"164,87","504,13","681,19",,,,,,
level3,no_checks,FINAL,,,"4,05",,,,,,,"164,87","504,13","681,19","1,85","305,77","165,23","1,75","58,00","88,00"
