TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"17,98","276,87","426,06",,,,,,
level0,checks,1 / 10,,,"0,71",,,,,,,"17,98","259,99","399,67",,,,,,
level0,checks,2 / 10,,,"1,81",,,,,,,"17,98","258,00","395,85",,,,,,
level0,checks,3 / 10,,,"5,02",,,,,,,"17,98","262,05","397,44",,,,,,
level0,checks,4 / 10,,,"3,53",,,,,,,"17,98","264,95","400,02",,,,,,
level0,checks,5 / 10,,,"2,36",,,,,,,"17,98","260,03","394,34",,,,,,
level0,checks,6 / 10,,,"2,04",,,,,,,"17,98","257,77","391,23",,,,,,
level0,checks,7 / 10,,,"4,50",,,,,,,"17,98","235,87","363,43",,,,,,
level0,checks,8 / 10,,,"6,23",,,,,,,"17,98","231,40","353,71",,,,,,
level0,checks,9 / 10,,,"8,19",,,,,,,"17,98","227,93","347,42",,,,,,
level0,checks,FINAL,,,"9,74",,,,,,,"17,98","222,75","339,27","19,55","1238,57","110,08","1,69","164,00","272,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"31,83","345,76","576,88",,,,,,
level0,no_checks,1 / 10,,,"0,10",,,,,,,"31,83","344,81","575,30",,,,,,
level0,no_checks,2 / 10,,,"0,16",,,,,,,"31,83","344,46","574,63",,,,,,
level0,no_checks,3 / 10,,,"0,20",,,,,,,"31,83","343,01","571,63",,,,,,
level0,no_checks,4 / 10,,,"0,25",,,,,,,"31,83","341,71","569,13",,,,,,
level0,no_checks,5 / 10,,,"0,49",,,,,,,"31,83","337,46","561,67",,,,,,
level0,no_checks,6 / 10,,,"0,76",,,,,,,"31,83","333,18","554,70",,,,,,
level0,no_checks,7 / 10,,,"13,98",,,,,,,"31,83","89,12","125,39",,,,,,
level0,no_checks,8 / 10,,,"20,48",,,,,,,"31,83","85,87","142,96",,,,,,
level0,no_checks,9 / 10,,,"0,34",,,,,,,"31,83","2030,63","2055,13",,,,,,
level0,no_checks,FINAL,,,"0,34",,,,,,,"31,83","2031,13","2055,66","-487,45","6381,50","110,08","1,71","164,00","286,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"38,38","404,85","559,45",,,,,,
level1,no_checks,1 / 10,,,"0,47",,,,,,,"38,38","390,15","539,69",,,,,,
level1,no_checks,2 / 10,,,"0,84",,,,,,,"38,38","389,80","538,95",,,,,,
level1,no_checks,3 / 10,,,"2,83",,,,,,,"38,38","376,36","520,45",,,,,,
level1,no_checks,4 / 10,,,"8,14",,,,,,,"38,38","352,36","484,43",,,,,,
level1,no_checks,5 / 10,,,"18,24",,,,,,,"38,38","298,63","411,40",,,,,,
level1,no_checks,6 / 10,,,"20,78",,,,,,,"38,38","268,16","366,83",,,,,,
level1,no_checks,7 / 10,,,"45,88",,,,,,,"38,38","161,57","233,91",,,,,,
level1,no_checks,8 / 10,,,"50,70",,,,,,,"38,38","157,32","227,20",,,,,,
level1,no_checks,9 / 10,,,"37,15",,,,,,,"38,38","134,73","196,39",,,,,,
level1,no_checks,FINAL,,,"39,95",,,,,,,"38,38","134,54","196,21","66,77","350,56","139,43","1,62","193,00","340,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"80,35","697,27","766,12",,,,,,
level2,no_checks,1 / 10,,,"3,74",,,,,,,"80,35","435,57","441,72",,,,,,
level2,no_checks,2 / 10,,,"2,80",,,,,,,"80,35","436,74","443,55",,,,,,
level2,no_checks,3 / 10,,,"2,85",,,,,,,"80,35","436,61","443,74",,,,,,
level2,no_checks,4 / 10,,,"3,77",,,,,,,"80,35","437,23","444,65",,,,,,
level2,no_checks,5 / 10,,,"3,25",,,,,,,"80,35","437,65","445,12",,,,,,
level2,no_checks,6 / 10,,,"3,27",,,,,,,"80,35","437,92","445,32",,,,,,
level2,no_checks,7 / 10,,,"3,63",,,,,,,"80,35","438,77","446,56",,,,,,
level2,no_checks,8 / 10,,,"4,17",,,,,,,"80,35","440,56","449,28",,,,,,
level2,no_checks,9 / 10,,,"4,06",,,,,,,"80,35","442,68","451,85",,,,,,
level2,no_checks,FINAL,,,"3,64",,,,,,,"80,35","443,75","452,41","36,36","552,24","51,42","1,70","125,00","234,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"164,87","504,64","680,51",,,,,,
level3,no_checks,1 / 10,,,"10,27",,,,,,,"164,87","386,04","397,57",,,,,,
level3,no_checks,2 / 10,,,"10,27",,,,,,,"164,87","386,04","397,57",,,,,,
level3,no_checks,FINAL,,,"10,27",,,,,,,"164,87","386,04","397,57","23,50","234,15","165,23","1,75","58,00","88,00"
