FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,02",,,,,,,"1,03","23,88","35,65","24,50",,,,,,
seq0,checks,1 / 12,,,"0,07","0,00","0,11",,,,,,,"1,03","5,65","5,96","1,80",,,,,,
seq0,checks,2 / 12,,,"0,07","0,00","0,09",,,,,,,"1,03","5,65","5,96","1,80",,,,,,
seq0,checks,FINAL,,,"0,07","0,00","0,09",,,,,,,"1,03","5,65","5,96","1,80","76,33","547,73","2,50","2,15","348,00","296,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,12","0,00","0,96",,,,,,,"1,69","33,86","45,39","33,46",,,,,,
seq0,no_checks,1 / 12,,,"0,12","0,00","0,52",,,,,,,"1,69","33,10","43,96","32,21",,,,,,
seq0,no_checks,2 / 12,,,"0,13","0,00","0,40",,,,,,,"1,69","20,27","23,71","18,27",,,,,,
seq0,no_checks,3 / 12,,,"0,10","0,00","0,26",,,,,,,"1,69","11,29","13,62","8,81",,,,,,
seq0,no_checks,4 / 12,,,"0,10","0,00","0,26",,,,,,,"1,69","11,28","13,61","8,80",,,,,,
seq0,no_checks,5 / 12,,,"0,10","0,00","0,26",,,,,,,"1,69","11,28","13,65","8,79",,,,,,
seq0,no_checks,6 / 12,,,"0,10","0,00","0,21",,,,,,,"1,69","10,44","13,00","7,60",,,,,,
seq0,no_checks,7 / 12,,,"0,13","0,00","0,42",,,,,,,"1,69","10,45","12,99","5,36",,,,,,
seq0,no_checks,8 / 12,,,"0,08","0,00","0,12",,,,,,,"1,69","10,53","13,06","5,37",,,,,,
seq0,no_checks,9 / 12,,,"0,08","0,00","0,12",,,,,,,"1,69","10,59","13,16","5,40",,,,,,
seq0,no_checks,10 / 12,,,"0,06","0,00","0,09",,,,,,,"1,69","10,62","13,21","5,41",,,,,,
seq0,no_checks,11 / 12,,,"0,06","0,00","0,09",,,,,,,"1,69","10,64","13,25","5,41",,,,,,
seq0,no_checks,FINAL,,,"0,06","0,00","0,11",,,,,,,"1,69","10,66","13,26","5,39","68,53","631,97","2,50","2,57","345,00","664,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,01","0,76",,,,,,,"1,98","35,19","48,90","34,25",,,,,,
seq1,no_checks,1 / 12,,,"0,06","0,00","0,38",,,,,,,"1,98","34,89","48,30","33,57",,,,,,
seq1,no_checks,2 / 12,,,"0,17","0,00","0,71",,,,,,,"1,98","12,63","15,67","9,53",,,,,,
seq1,no_checks,3 / 12,,,"0,19","0,00","0,58",,,,,,,"1,98","12,64","15,67","9,52",,,,,,
seq1,no_checks,4 / 12,,,"0,19","0,00","0,67",,,,,,,"1,98","12,66","15,69","9,52",,,,,,
seq1,no_checks,5 / 12,,,"0,17","0,00","0,61",,,,,,,"1,98","12,54","15,58","9,36",,,,,,
seq1,no_checks,6 / 12,,,"0,17","0,00","0,53",,,,,,,"1,98","12,52","15,56","9,32",,,,,,
seq1,no_checks,7 / 12,,,"0,16","0,00","0,55",,,,,,,"1,98","12,51","15,55","9,29",,,,,,
seq1,no_checks,8 / 12,,,"0,16","0,00","0,54",,,,,,,"1,98","12,51","15,55","9,28",,,,,,
seq1,no_checks,9 / 12,,,"0,15","0,00","0,54",,,,,,,"1,98","12,50","15,54","9,25",,,,,,
seq1,no_checks,10 / 12,,,"0,07","0,00","0,09",,,,,,,"1,98","12,95","15,33","5,42",,,,,,
seq1,no_checks,11 / 12,,,"0,06","0,00","0,09",,,,,,,"1,98","12,95","15,34","5,42",,,,,,
seq1,no_checks,FINAL,,,"0,06","0,00","0,09",,,,,,,"1,98","12,96","15,35","5,42","63,18","655,55","2,50","2,77","383,00","700,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,13","0,01","3,68",,,,,,,"2,08","30,44","39,15","28,66",,,,,,
seq2,no_checks,1 / 12,,,"0,22","0,00","1,50",,,,,,,"2,08","29,38","37,19","26,50",,,,,,
seq2,no_checks,2 / 12,,,"0,19","0,00","0,89",,,,,,,"2,08","16,94","19,84","6,89",,,,,,
seq2,no_checks,3 / 12,,,"0,20","0,00","0,80",,,,,,,"2,08","17,08","19,87","6,72",,,,,,
seq2,no_checks,4 / 12,,,"0,21","0,00","0,88",,,,,,,"2,08","17,11","19,89","6,71",,,,,,
seq2,no_checks,5 / 12,,,"0,21","0,00","0,88",,,,,,,"2,08","17,12","19,89","6,71",,,,,,
seq2,no_checks,6 / 12,,,"0,21","0,00","0,86",,,,,,,"2,08","17,12","19,90","6,70",,,,,,
seq2,no_checks,FINAL,,,"0,21","0,00","0,86",,,,,,,"2,08","17,12","19,90","6,70","43,76","824,35","2,50","2,95","367,00","698,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
