parallax,Av. error (mm),Info
"0,74","14,79",seq0_checks
"0,74","14,31",seq0_checks
"0,66","15,80",seq0_checks
"0,66","14,20",seq0_checks
"1,54","11,05",seq0_checks
"1,54","10,89",seq0_checks
"0,68","16,01",seq0_checks
"0,68","14,59",seq0_checks
"1,83","3,43",seq0_checks
"1,83","3,69",seq0_checks
"2,09","1,50",seq0_checks
"2,09","1,77",seq0_checks
"1,14","10,60",seq0_checks
"1,14","11,08",seq0_checks
"1,16","11,43",seq0_checks
"1,16","11,18",seq0_checks
"3,15","1,93",seq0_checks
"3,15","2,31",seq0_checks
"1,89","2,65",seq0_checks
"1,89","2,97",seq0_checks
"1,87","4,25",seq0_checks
"1,87","3,85",seq0_checks
"0,45","18,77",seq0_checks
"0,45","18,23",seq0_checks
"1,81","3,58",seq0_checks
"1,81","3,20",seq0_checks
"1,63","6,67",seq0_checks
"1,63","6,23",seq0_checks
"1,72","5,71",seq0_checks
"1,72","5,36",seq0_checks
"0,60","16,34",seq0_checks
"0,60","15,82",seq0_checks
"1,21","11,85",seq0_checks
"1,21","11,59",seq0_checks
"1,42","8,36",seq0_checks
"1,42","7,97",seq0_checks
"1,63","6,07",seq0_checks
"1,63","5,60",seq0_checks
"2,43","2,78",seq0_checks
"2,43","3,51",seq0_checks
"2,42","2,09",seq0_checks
"2,42","2,93",seq0_checks
"2,14","1,07",seq0_checks
"2,14","0,67",seq0_checks
"1,38","0,66",seq0_checks
"1,38","0,68",seq0_checks
"1,59","2,34",seq0_checks
"1,59","2,12",seq0_checks
"1,67","4,41",seq0_checks
"1,67","4,06",seq0_checks
"2,12","2,85",seq0_checks
"2,12","2,51",seq0_checks
"1,43","11,12",seq0_checks
"1,43","10,97",seq0_checks
"1,36","10,80",seq0_checks
"1,36","10,65",seq0_checks
"1,78","5,85",seq0_checks
"1,78","5,42",seq0_checks
"1,50","11,53",seq0_checks
"1,50","11,38",seq0_checks
"2,86","3,42",seq0_checks
"2,86","4,13",seq0_checks
"3,01","2,03",seq0_checks
"3,01","2,83",seq0_checks
"2,25","2,59",seq0_checks
"2,25","3,08",seq0_checks
"1,29","10,76",seq0_checks
"1,29","10,58",seq0_checks
"1,05","11,78",seq0_checks
"1,05","11,37",seq0_checks
"0,73","15,67",seq0_checks
"0,73","15,14",seq0_checks
"0,66","16,69",seq0_checks
"0,66","16,14",seq0_checks
"1,11","11,81",seq0_checks
"1,11","11,47",seq0_checks
"0,69","15,60",seq0_checks
"0,69","15,00",seq0_checks
"2,09","0,81",seq0_checks
