FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,02",,,,,,,"0,94","23,38","35,24","24,06",,,,,,
seq0,checks,1 / 12,,,"0,02","0,00","0,06",,,,,,,"0,94","5,48","5,51","0,02",,,,,,
seq0,checks,2 / 12,,,"0,02","0,00","0,05",,,,,,,"0,94","5,48","5,51","0,05",,,,,,
seq0,checks,3 / 12,,,"0,02","0,00","0,05",,,,,,,"0,94","5,48","5,51","0,05",,,,,,
seq0,checks,FINAL,,,"0,02","0,00","0,05",,,,,,,"0,94","5,48","5,51","0,05","76,56","581,67","2,50","2,15","348,00","294,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,14","0,00","1,20",,,,,,,"1,69","33,67","45,06","33,15",,,,,,
seq0,no_checks,1 / 12,,,"0,11","0,00","0,43",,,,,,,"1,69","30,03","38,36","28,41",,,,,,
seq0,no_checks,2 / 12,,,"0,10","0,00","0,41",,,,,,,"1,69","30,01","38,32","28,40",,,,,,
seq0,no_checks,3 / 12,,,"0,07","0,00","0,24",,,,,,,"1,69","10,74","12,67","4,48",,,,,,
seq0,no_checks,4 / 12,,,"0,09","0,00","0,22",,,,,,,"1,69","11,02","12,26","3,29",,,,,,
seq0,no_checks,5 / 12,,,"0,08","0,00","0,21",,,,,,,"1,69","11,05","12,31","3,30",,,,,,
seq0,no_checks,6 / 12,,,"0,08","0,00","0,17",,,,,,,"1,69","11,07","12,36","3,32",,,,,,
seq0,no_checks,7 / 12,,,"0,07","0,00","0,18",,,,,,,"1,69","11,13","12,46","3,34",,,,,,
seq0,no_checks,8 / 12,,,"0,07","0,00","0,16",,,,,,,"1,69","11,17","12,58","3,38",,,,,,
seq0,no_checks,9 / 12,,,"0,07","0,00","0,15",,,,,,,"1,69","11,22","12,65","3,40",,,,,,
seq0,no_checks,10 / 12,,,"0,06","0,00","0,18",,,,,,,"1,69","11,24","12,69","3,41",,,,,,
seq0,no_checks,11 / 12,,,"0,07","0,00","0,19",,,,,,,"1,69","11,32","12,79","3,40",,,,,,
