parallax,Av. error (mm),Info
"1,32","7,11",seq0_checks
"1,32","7,28",seq0_checks
"1,54","8,17",seq0_checks
"1,54","7,74",seq0_checks
"0,68","7,52",seq0_checks
"0,68","7,23",seq0_checks
"1,83","3,28",seq0_checks
"1,83","3,44",seq0_checks
"0,74","8,22",seq0_checks
"0,74","6,45",seq0_checks
"0,66","8,23",seq0_checks
"0,66","6,48",seq0_checks
"2,09","3,03",seq0_checks
"2,09","2,76",seq0_checks
"0,66","7,45",seq0_checks
"0,66","6,99",seq0_checks
"1,14","7,51",seq0_checks
"1,14","7,04",seq0_checks
"1,16","7,55",seq0_checks
"1,16","7,28",seq0_checks
"3,15","1,13",seq0_checks
"3,15","1,36",seq0_checks
"1,89","3,14",seq0_checks
"1,89","3,34",seq0_checks
"1,87","3,37",seq0_checks
"1,87","3,29",seq0_checks
"0,45","7,53",seq0_checks
"0,45","7,25",seq0_checks
"1,72","4,18",seq0_checks
"1,72","3,86",seq0_checks
"1,81","3,46",seq0_checks
"1,81","3,10",seq0_checks
"1,63","4,84",seq0_checks
"1,63","4,52",seq0_checks
"1,42","6,57",seq0_checks
"1,42","6,20",seq0_checks
"1,63","4,36",seq0_checks
"1,63","4,02",seq0_checks
"0,60","7,49",seq0_checks
"0,60","7,21",seq0_checks
"2,43","3,90",seq0_checks
"2,43","3,26",seq0_checks
"2,42","3,80",seq0_checks
"2,42","3,19",seq0_checks
"1,21","8,09",seq0_checks
"1,21","7,60",seq0_checks
"2,14","3,05",seq0_checks
"2,14","2,68",seq0_checks
"1,38","5,47",seq0_checks
"1,38","4,89",seq0_checks
"1,59","4,31",seq0_checks
"1,59","3,85",seq0_checks
"1,67","3,78",seq0_checks
"1,67","3,41",seq0_checks
"2,12","2,98",seq0_checks
"2,12","2,63",seq0_checks
"1,43","8,20",seq0_checks
"1,43","7,74",seq0_checks
"1,36","7,98",seq0_checks
"1,36","7,51",seq0_checks
"1,78","4,21",seq0_checks
"1,78","3,86",seq0_checks
"1,50","8,27",seq0_checks
"1,50","7,84",seq0_checks
"2,86","2,71",seq0_checks
"2,86","2,33",seq0_checks
"3,01","1,87",seq0_checks
"3,01","1,49",seq0_checks
"2,25","3,65",seq0_checks
"2,25","3,24",seq0_checks
"1,29","7,75",seq0_checks
"1,29","7,28",seq0_checks
"1,05","7,40",seq0_checks
"1,05","6,94",seq0_checks
"0,73","7,93",seq0_checks
"0,73","7,63",seq0_checks
"0,66","8,01",seq0_checks
"0,66","7,69",seq0_checks
"1,11","7,78",seq0_checks
"1,11","7,30",seq0_checks
"2,09","3,21",seq0_checks
"2,09","2,83",seq0_checks
"0,69","7,75",seq0_checks
"0,69","7,25",seq0_checks
"1,42","8,37",seq0_checks
"1,42","7,91",seq0_checks
"1,87","3,41",seq0_checks
"1,87","3,04",seq0_checks
"3,04","4,06",seq0_checks
"3,04","3,42",seq0_checks
"3,03","4,07",seq0_checks
"3,03","3,43",seq0_checks
"2,68","3,90",seq0_checks
"2,68","3,47",seq0_checks
"1,61","4,65",seq0_checks
"1,61","4,35",seq0_checks
"2,27","3,65",seq0_checks
"2,27","3,24",seq0_checks
"2,39","3,79",seq0_checks
"2,39","3,18",seq0_checks
"1,25","7,38",seq0_checks
"1,25","6,93",seq0_checks
"1,32","8,36",seq0_checks
"1,32","7,87",seq0_checks
"2,01","3,20",seq0_checks
"2,01","2,95",seq0_checks
"1,98","3,29",seq0_checks
"1,98","2,93",seq0_checks
"1,31","8,06",seq0_checks
"1,31","7,57",seq0_checks
"1,49","7,58",seq0_checks
"1,49","6,82",seq0_checks
"1,71","3,63",seq0_checks
"1,71","3,27",seq0_checks
"1,84","4,36",seq0_checks
"1,84","3,97",seq0_checks
"1,85","4,28",seq0_checks
"1,85","3,90",seq0_checks
"1,93","5,37",seq0_checks
"1,93","3,87",seq0_checks
"1,93","4,15",seq0_checks
"1,93","3,85",seq0_checks
"2,71","4,10",seq0_checks
"2,71","3,66",seq0_checks
"2,05","3,50",seq0_checks
"2,05","3,13",seq0_checks
"2,34","3,52",seq0_checks
"2,34","3,09",seq0_checks
"2,39","3,52",seq0_checks
"2,39","3,09",seq0_checks
"1,68","6,20",seq0_checks
"1,68","5,80",seq0_checks
"2,31","3,94",seq0_checks
"2,31","3,52",seq0_checks
"1,87","3,51",seq0_checks
"1,87","3,16",seq0_checks
"3,34","2,86",seq0_checks
"3,34","2,30",seq0_checks
"2,86","2,71",seq0_checks
"2,86","2,33",seq0_checks
"2,43","3,93",seq0_checks
"2,43","3,51",seq0_checks
"1,95","3,60",seq0_checks
"1,95","3,18",seq0_checks
"1,19","5,98",seq0_checks
"1,19","5,78",seq0_checks
"2,69","2,57",seq0_checks
"2,69","2,18",seq0_checks
"2,65","2,74",seq0_checks
"2,65","2,19",seq0_checks
"1,81","3,49",seq0_checks
"1,81","3,13",seq0_checks
"1,17","7,51",seq0_checks
"1,17","7,06",seq0_checks
"1,41","7,33",seq0_checks
"1,41","6,90",seq0_checks
"2,03","3,72",seq0_checks
"2,03","3,30",seq0_checks
"2,82","2,37",seq0_checks
"2,82","1,99",seq0_checks
"2,19","2,91",seq0_checks
"2,19","2,55",seq0_checks
"2,15","2,94",seq0_checks
"2,15","2,58",seq0_checks
"1,50","8,16",seq0_checks
"1,50","7,72",seq0_checks
"1,43","8,19",seq0_checks
"1,43","7,88",seq0_checks
"1,43","8,27",seq0_checks
"1,43","7,80",seq0_checks
"2,15","3,05",seq0_checks
"2,15","2,68",seq0_checks
"0,66","7,17",seq0_checks
"0,66","6,72",seq0_checks
"1,25","7,39",seq0_checks
"1,25","6,94",seq0_checks
"1,58","8,32",seq0_checks
"1,58","7,90",seq0_checks
"1,79","3,94",seq0_checks
"1,79","3,51",seq0_checks
"1,99","3,22",seq0_checks
"1,99","2,86",seq0_checks
"1,83","3,52",seq0_checks
"1,83","3,15",seq0_checks
"0,76","7,42",seq0_checks
"0,76","6,96",seq0_checks
"1,17","7,55",seq0_checks
"1,17","7,09",seq0_checks
"1,40","7,32",seq0_checks
"1,40","6,89",seq0_checks
"0,65","7,50",seq0_checks
"0,65","7,22",seq0_checks
"0,64","7,45",seq0_checks
"0,64","6,98",seq0_checks
"0,75","7,42",seq0_checks
"0,75","6,96",seq0_checks
"1,70","4,26",seq0_checks
"1,70","3,95",seq0_checks
"1,71","4,11",seq0_checks
"1,71","3,79",seq0_checks
"2,90","4,07",seq0_checks
"2,90","3,65",seq0_checks
"2,96","4,06",seq0_checks
"2,96","3,42",seq0_checks
"2,88","3,72",seq0_checks
"2,88","3,34",seq0_checks
"2,80","3,72",seq0_checks
"2,80","3,34",seq0_checks
"2,81","4,45",seq0_checks
"2,81","3,75",seq0_checks
"2,77","3,94",seq0_checks
"2,77","3,54",seq0_checks
"2,07","7,71",seq0_checks
"2,07","7,40",seq0_checks
"1,59","8,22",seq0_checks
"1,59","7,89",seq0_checks
"1,66","7,75",seq0_checks
"1,66","7,33",seq0_checks
"1,94","3,98",seq0_checks
"1,94","3,68",seq0_checks
"0,58","7,29",seq0_checks
"0,58","6,84",seq0_checks
"0,78","8,58",seq0_checks
"0,78","8,08",seq0_checks
"2,15","2,95",seq0_checks
"2,15","2,59",seq0_checks
"2,19","2,85",seq0_checks
"2,19","2,49",seq0_checks
"3,12","1,55",seq0_checks
"3,12","1,17",seq0_checks
"3,09","1,85",seq0_checks
"3,09","1,35",seq0_checks
"1,29","7,45",seq0_checks
"1,29","7,02",seq0_checks
"2,55","3,93",seq0_checks
"2,55","3,52",seq0_checks
"1,20","8,10",seq0_checks
"1,20","7,60",seq0_checks
"1,22","8,25",seq0_checks
"1,22","7,74",seq0_checks
"2,06","3,38",seq0_checks
"2,06","2,97",seq0_checks
"2,48","2,29",seq0_checks
"2,48","1,93",seq0_checks
"0,70","8,47",seq0_checks
"0,70","7,98",seq0_checks
"1,24","7,51",seq0_checks
"1,24","7,05",seq0_checks
"1,62","7,62",seq0_checks
"1,62","7,21",seq0_checks
"0,55","7,48",seq0_checks
"0,55","7,00",seq0_checks
"2,24","2,87",seq0_checks
"2,24","2,51",seq0_checks
"2,24","2,87",seq0_checks
"2,24","2,51",seq0_checks
"1,34","7,63",seq0_checks
"1,34","7,32",seq0_checks
"0,58","8,31",seq0_checks
"0,58","7,74",seq0_checks
"1,31","8,50",seq0_checks
"1,31","8,04",seq0_checks
"0,73","8,61",seq0_checks
"0,73","8,11",seq0_checks
"0,63","8,53",seq0_checks
"0,63","8,01",seq0_checks
"2,40","3,87",seq0_checks
"2,40","3,24",seq0_checks
"2,41","3,81",seq0_checks
"2,41","3,40",seq0_checks
"2,73","3,88",seq0_checks
"2,73","3,46",seq0_checks
"2,65","2,26",seq0_checks
"2,65","1,79",seq0_checks
"2,25","3,00",seq0_checks
"2,25","2,62",seq0_checks
"2,36","3,67",seq0_checks
"2,36","3,26",seq0_checks
"2,17","3,34",seq0_checks
"2,17","2,93",seq0_checks
"2,80","2,72",seq0_checks
"2,80","2,16",seq0_checks
"2,75","2,72",seq0_checks
"2,75","2,34",seq0_checks
"2,30","5,49",seq0_checks
"2,30","4,98",seq0_checks
"1,61","4,63",seq0_checks
"1,61","4,30",seq0_checks
"2,20","2,82",seq0_checks
"2,20","2,45",seq0_checks
"2,41","5,86",seq0_checks
"2,41","5,00",seq0_checks
"2,77","4,44",seq0_checks
"2,77","4,00",seq0_checks
"1,32","1,43",seq0_no_checks
"1,32","1,48",seq0_no_checks
"2,44","18,84",seq0_no_checks
"2,44","19,65",seq0_no_checks
"0,86","0,24",seq0_no_checks
"0,86","1,35",seq0_no_checks
"0,65","0,20",seq0_no_checks
"0,65","0,84",seq0_no_checks
"2,43","15,38",seq0_no_checks
"2,43","16,58",seq0_no_checks
"1,77","3,11",seq0_no_checks
"1,77","1,93",seq0_no_checks
"2,02","3,00",seq0_no_checks
"2,02","1,99",seq0_no_checks
"1,89","3,05",seq0_no_checks
"1,89","1,69",seq0_no_checks
"0,46","0,72",seq0_no_checks
"0,46","0,36",seq0_no_checks
"2,24","4,79",seq0_no_checks
"2,24","4,03",seq0_no_checks
"0,68","0,01",seq0_no_checks
"0,68","0,31",seq0_no_checks
"0,67","0,14",seq0_no_checks
"0,67","0,47",seq0_no_checks
"1,83","1,72",seq0_no_checks
"1,83","0,73",seq0_no_checks
"0,54","1,27",seq0_no_checks
"0,54","0,94",seq0_no_checks
"2,09","5,27",seq0_no_checks
"2,09","4,20",seq0_no_checks
"0,66","0,54",seq0_no_checks
"0,66","0,51",seq0_no_checks
"2,40","16,08",seq0_no_checks
"2,40","15,77",seq0_no_checks
"1,14","2,29",seq0_no_checks
"1,14","0,98",seq0_no_checks
"1,54","0,91",seq0_no_checks
"1,54","0,39",seq0_no_checks
"0,57","10,32",seq0_no_checks
"0,57","8,99",seq0_no_checks
"1,96","17,39",seq0_no_checks
"1,96","15,92",seq0_no_checks
"1,81","9,09",seq0_no_checks
"1,81","8,58",seq0_no_checks
"0,47","0,73",seq0_no_checks
"0,47","0,52",seq0_no_checks
"1,73","11,21",seq0_no_checks
"1,73","8,15",seq0_no_checks
"1,16","0,82",seq0_no_checks
"1,16","1,53",seq0_no_checks
"2,19","15,74",seq0_no_checks
"2,19","15,52",seq0_no_checks
"3,15","9,10",seq0_no_checks
"3,15","7,63",seq0_no_checks
"1,89","4,99",seq0_no_checks
"1,89","3,75",seq0_no_checks
"1,87","3,59",seq0_no_checks
"1,87","2,48",seq0_no_checks
"2,38","15,91",seq0_no_checks
"2,38","15,86",seq0_no_checks
"0,53","1,10",seq0_no_checks
"0,53","2,04",seq0_no_checks
"0,45","0,53",seq0_no_checks
"0,45","0,07",seq0_no_checks
"1,81","15,80",seq0_no_checks
"1,81","13,32",seq0_no_checks
"2,21","45,44",seq0_no_checks
"2,21","44,79",seq0_no_checks
"1,94","41,64",seq0_no_checks
"1,94","40,71",seq0_no_checks
"0,65","0,25",seq0_no_checks
"0,65","0,22",seq0_no_checks
"1,81","4,38",seq0_no_checks
"1,81","3,15",seq0_no_checks
"1,63","27,31",seq0_no_checks
"1,63","27,03",seq0_no_checks
"1,76","4,24",seq0_no_checks
"1,76","3,27",seq0_no_checks
"1,42","2,60",seq0_no_checks
"1,42","1,14",seq0_no_checks
"0,54","0,11",seq0_no_checks
"0,54","1,42",seq0_no_checks
"0,53","0,88",seq0_no_checks
"0,53","2,11",seq0_no_checks
"1,83","15,64",seq0_no_checks
"1,83","14,90",seq0_no_checks
"1,73","12,48",seq0_no_checks
"1,73","9,62",seq0_no_checks
"1,69","22,93",seq0_no_checks
"1,69","23,99",seq0_no_checks
"1,25","2,68",seq0_no_checks
"1,25","1,27",seq0_no_checks
"0,66","8,91",seq0_no_checks
"0,66","5,77",seq0_no_checks
"1,33","2,42",seq0_no_checks
"1,33","2,46",seq0_no_checks
"0,60","0,05",seq0_no_checks
"0,60","0,14",seq0_no_checks
"1,52","30,13",seq0_no_checks
"1,52","30,16",seq0_no_checks
"1,64","29,77",seq0_no_checks
"1,64","30,04",seq0_no_checks
"2,43","18,14",seq0_no_checks
"2,43","15,34",seq0_no_checks
"2,56","16,18",seq0_no_checks
"2,56","16,11",seq0_no_checks
"1,35","17,18",seq0_no_checks
"1,35","14,50",seq0_no_checks
"1,63","3,03",seq0_no_checks
"1,63","1,97",seq0_no_checks
"2,42","3,59",seq0_no_checks
"2,42","0,74",seq0_no_checks
"0,92","12,89",seq0_no_checks
"0,92","16,83",seq0_no_checks
"2,14","6,47",seq0_no_checks
"2,14","6,64",seq0_no_checks
"1,19","6,17",seq0_no_checks
"1,19","4,99",seq0_no_checks
"1,72","14,15",seq0_no_checks
"1,72","15,04",seq0_no_checks
"1,21","2,77",seq0_no_checks
"1,21","1,33",seq0_no_checks
"2,24","20,63",seq0_no_checks
"2,24","19,12",seq0_no_checks
"2,22","20,37",seq0_no_checks
"2,22","19,04",seq0_no_checks
"1,70","25,14",seq0_no_checks
"1,70","25,66",seq0_no_checks
"1,62","19,08",seq0_no_checks
"1,62","19,89",seq0_no_checks
"0,47","1,01",seq0_no_checks
"0,47","1,21",seq0_no_checks
"0,88","3,27",seq0_no_checks
"0,88","3,25",seq0_no_checks
"2,94","17,24",seq0_no_checks
"2,94","18,21",seq0_no_checks
"1,38","17,59",seq0_no_checks
"1,38","15,87",seq0_no_checks
"1,92","14,47",seq0_no_checks
"1,92","13,75",seq0_no_checks
"1,59","8,60",seq0_no_checks
"1,59","6,51",seq0_no_checks
"1,67","3,67",seq0_no_checks
"1,67","3,31",seq0_no_checks
"1,24","9,31",seq0_no_checks
"1,24","6,98",seq0_no_checks
"2,12","3,61",seq0_no_checks
"2,12","3,23",seq0_no_checks
"1,43","1,06",seq0_no_checks
"1,43","1,09",seq0_no_checks
"1,36","1,69",seq0_no_checks
"1,36","1,68",seq0_no_checks
"1,78","2,25",seq0_no_checks
"1,78","2,15",seq0_no_checks
"1,50","0,06",seq0_no_checks
"1,50","0,05",seq0_no_checks
"1,42","30,38",seq0_no_checks
"1,42","31,34",seq0_no_checks
"0,87","10,37",seq0_no_checks
"0,87","9,46",seq0_no_checks
"0,97","16,40",seq0_no_checks
"0,97","11,43",seq0_no_checks
"1,53","18,49",seq0_no_checks
"1,53","18,53",seq0_no_checks
"2,86","14,49",seq0_no_checks
"2,86","15,17",seq0_no_checks
"3,01","9,63",seq0_no_checks
"3,01","10,16",seq0_no_checks
"2,25","15,31",seq0_no_checks
"2,25","15,56",seq0_no_checks
"1,66","20,30",seq0_no_checks
"1,66","21,44",seq0_no_checks
"2,06","5,60",seq0_no_checks
"2,06","3,09",seq0_no_checks
"1,81","15,60",seq0_no_checks
"1,81","12,81",seq0_no_checks
"3,44","16,05",seq0_no_checks
"3,44","17,37",seq0_no_checks
"1,55","0,75",seq0_no_checks
"1,55","0,42",seq0_no_checks
"1,45","0,50",seq0_no_checks
"1,45","0,12",seq0_no_checks
"1,79","20,29",seq0_no_checks
"1,79","20,83",seq0_no_checks
"1,20","1,47",seq0_no_checks
"1,20","1,44",seq0_no_checks
"1,29","1,73",seq0_no_checks
"1,29","1,71",seq0_no_checks
"1,05","0,87",seq0_no_checks
"1,05","0,86",seq0_no_checks
"0,73","0,27",seq0_no_checks
"0,73","0,70",seq0_no_checks
"0,66","0,04",seq0_no_checks
"0,66","0,50",seq0_no_checks
"0,72","1,03",seq0_no_checks
"0,72","1,08",seq0_no_checks
"1,98","19,10",seq0_no_checks
"1,98","20,04",seq0_no_checks
"1,11","1,28",seq0_no_checks
"1,11","1,25",seq0_no_checks
"0,69","0,36",seq0_no_checks
"0,69","0,37",seq0_no_checks
"2,09","8,19",seq0_no_checks
"2,09","6,93",seq0_no_checks
"3,19","17,15",seq0_no_checks
"3,19","18,34",seq0_no_checks
"1,42","0,27",seq0_no_checks
"1,42","0,34",seq0_no_checks
"0,86","3,33",seq0_no_checks
"0,86","3,30",seq0_no_checks
"1,87","4,49",seq0_no_checks
"1,87","3,89",seq0_no_checks
"2,44","15,51",seq0_no_checks
"2,44","16,70",seq0_no_checks
"2,41","15,41",seq0_no_checks
