parallax,Av. error (mm),Info
"1,32","4,39",seq0_checks
"1,32","3,92",seq0_checks
"0,68","4,39",seq0_checks
"0,68","4,00",seq0_checks
"1,83","4,61",seq0_checks
"1,83","4,13",seq0_checks
"2,09","4,51",seq0_checks
"2,09","4,06",seq0_checks
"0,66","4,30",seq0_checks
"0,66","3,88",seq0_checks
"1,14","4,48",seq0_checks
"1,14","3,98",seq0_checks
"1,54","4,59",seq0_checks
"1,54","4,11",seq0_checks
"1,16","4,41",seq0_checks
"1,16","4,09",seq0_checks
"3,15","3,80",seq0_checks
"3,15","3,40",seq0_checks
"1,89","4,66",seq0_checks
"1,89","4,18",seq0_checks
"1,87","4,49",seq0_checks
"1,87","4,03",seq0_checks
"0,45","4,39",seq0_checks
"0,45","4,05",seq0_checks
"1,81","4,50",seq0_checks
"1,81","4,03",seq0_checks
"1,63","4,57",seq0_checks
"1,63","4,09",seq0_checks
"1,42","4,54",seq0_checks
"1,42","4,05",seq0_checks
"0,60","4,37",seq0_checks
"0,60","4,04",seq0_checks
"2,43","5,13",seq0_checks
"2,43","4,47",seq0_checks
"1,63","4,48",seq0_checks
"1,63","4,01",seq0_checks
"2,42","4,87",seq0_checks
"2,42","4,24",seq0_checks
"2,14","4,50",seq0_checks
"2,14","4,06",seq0_checks
"1,72","4,72",seq0_checks
"1,72","4,23",seq0_checks
"1,21","4,75",seq0_checks
"1,21","4,23",seq0_checks
"1,38","6,20",seq0_checks
"1,38","5,50",seq0_checks
"1,67","4,62",seq0_checks
"1,67","4,13",seq0_checks
"2,12","4,44",seq0_checks
"2,12","3,99",seq0_checks
"1,43","4,77",seq0_checks
"1,43","4,26",seq0_checks
"1,36","4,76",seq0_checks
"1,36","4,24",seq0_checks
"1,78","4,58",seq0_checks
"1,78","4,11",seq0_checks
"1,50","4,61",seq0_checks
"1,50","4,13",seq0_checks
"2,86","4,50",seq0_checks
"2,86","4,14",seq0_checks
"3,01","3,98",seq0_checks
"3,01","3,66",seq0_checks
"2,25","4,84",seq0_checks
"2,25","4,37",seq0_checks
"1,29","4,62",seq0_checks
"1,29","4,12",seq0_checks
"1,05","4,34",seq0_checks
"1,05","3,86",seq0_checks
"0,73","4,66",seq0_checks
"0,73","4,30",seq0_checks
"0,66","4,69",seq0_checks
"0,66","4,33",seq0_checks
"1,11","4,60",seq0_checks
"1,11","4,09",seq0_checks
"0,69","4,58",seq0_checks
"0,69","4,06",seq0_checks
"2,09","4,60",seq0_checks
"2,09","4,14",seq0_checks
"1,42","4,72",seq0_checks
"1,42","4,22",seq0_checks
"1,87","4,59",seq0_checks
"1,87","4,11",seq0_checks
"3,04","5,11",seq0_checks
"3,04","4,51",seq0_checks
"3,03","5,13",seq0_checks
"3,03","4,53",seq0_checks
"2,68","5,15",seq0_checks
"2,68","4,69",seq0_checks
"1,61","4,47",seq0_checks
"1,61","4,00",seq0_checks
"2,31","4,84",seq0_checks
"2,31","4,37",seq0_checks
"1,49","4,61",seq0_checks
"1,49","4,28",seq0_checks
"2,39","4,84",seq0_checks
"2,39","4,22",seq0_checks
"1,25","4,46",seq0_checks
