parallax,Av. error (mm),Info
"0,74","11,96",seq0_checks
"0,74","10,49",seq0_checks
"0,66","12,11",seq0_checks
"0,66","10,69",seq0_checks
"1,32","7,67",seq0_checks
"1,32","7,64",seq0_checks
"1,83","2,43",seq0_checks
"1,83","1,98",seq0_checks
"0,68","12,12",seq0_checks
"0,68","10,71",seq0_checks
"2,09","1,40",seq0_checks
"2,09","1,47",seq0_checks
"0,66","11,16",seq0_checks
"0,66","11,53",seq0_checks
"1,54","8,48",seq0_checks
"1,54","8,41",seq0_checks
"1,14","9,50",seq0_checks
"1,14","9,98",seq0_checks
"1,16","11,44",seq0_checks
"1,16","9,98",seq0_checks
"3,15","0,92",seq0_checks
"3,15","0,55",seq0_checks
"1,89","2,21",seq0_checks
"1,89","1,75",seq0_checks
"1,87","2,46",seq0_checks
"1,87","2,02",seq0_checks
"0,45","11,63",seq0_checks
"0,45","11,17",seq0_checks
"1,81","2,38",seq0_checks
"1,81","1,94",seq0_checks
"1,63","3,37",seq0_checks
"1,63","3,01",seq0_checks
"1,21","10,99",seq0_checks
"1,21","10,66",seq0_checks
"1,72","3,03",seq0_checks
"1,72","2,64",seq0_checks
"0,60","11,58",seq0_checks
"0,60","11,13",seq0_checks
"2,43","1,85",seq0_checks
"2,43","1,12",seq0_checks
"2,42","1,88",seq0_checks
"2,42","1,18",seq0_checks
"2,14","1,59",seq0_checks
"2,14","1,10",seq0_checks
"1,63","3,14",seq0_checks
"1,63","2,76",seq0_checks
"1,42","4,14",seq0_checks
"1,42","3,86",seq0_checks
"1,38","3,62",seq0_checks
"1,38","2,97",seq0_checks
"1,67","2,75",seq0_checks
"1,67","2,31",seq0_checks
"2,11","2,05",seq0_checks
"2,11","1,60",seq0_checks
"2,12","1,79",seq0_checks
"2,12","1,34",seq0_checks
"1,43","7,71",seq0_checks
"1,43","7,78",seq0_checks
"1,36","6,86",seq0_checks
"1,36","6,94",seq0_checks
"1,78","3,00",seq0_checks
"1,78","2,61",seq0_checks
"1,50","9,89",seq0_checks
"1,50","9,74",seq0_checks
"2,86","0,62",seq0_checks
"2,86","0,02",seq0_checks
"2,25","1,78",seq0_checks
"2,25","1,24",seq0_checks
"1,29","7,45",seq0_checks
"1,29","7,58",seq0_checks
"1,05","11,19",seq0_checks
"1,05","10,57",seq0_checks
"0,73","12,23",seq0_checks
"0,73","11,74",seq0_checks
"0,66","12,37",seq0_checks
"0,66","11,86",seq0_checks
"1,11","11,39",seq0_checks
"1,11","10,83",seq0_checks
"2,09","1,69",seq0_checks
