parallax,Av. error (mm),Info
"0,74","7,80",seq0_checks
"0,74","7,39",seq0_checks
"0,66","8,40",seq0_checks
"0,66","6,79",seq0_checks
"1,54","8,03",seq0_checks
"1,54","7,96",seq0_checks
"1,83","4,29",seq0_checks
"1,83","4,20",seq0_checks
"0,68","8,50",seq0_checks
"0,68","6,73",seq0_checks
"0,67","7,80",seq0_checks
"0,67","7,38",seq0_checks
"2,09","4,05",seq0_checks
"2,09","3,81",seq0_checks
"0,66","7,76",seq0_checks
"0,66","7,14",seq0_checks
"1,14","7,85",seq0_checks
"1,14","7,22",seq0_checks
"1,16","7,86",seq0_checks
"1,16","7,46",seq0_checks
"3,15","2,15",seq0_checks
"3,15","2,21",seq0_checks
"1,89","4,25",seq0_checks
"1,89","4,06",seq0_checks
"1,87","4,44",seq0_checks
"1,87","3,92",seq0_checks
"0,45","7,85",seq0_checks
"0,45","7,42",seq0_checks
"1,81","4,40",seq0_checks
"1,81","3,88",seq0_checks
"1,63","5,45",seq0_checks
"1,63","4,98",seq0_checks
"1,21","8,43",seq0_checks
"1,21","7,77",seq0_checks
"1,42","6,90",seq0_checks
"1,42","6,37",seq0_checks
"1,63","5,06",seq0_checks
"1,63","4,57",seq0_checks
"2,43","4,94",seq0_checks
"2,43","4,10",seq0_checks
"1,72","5,01",seq0_checks
"1,72","4,52",seq0_checks
"0,60","7,80",seq0_checks
"0,60","7,38",seq0_checks
"2,42","4,77",seq0_checks
"2,42","3,97",seq0_checks
"2,14","4,05",seq0_checks
"2,14","3,52",seq0_checks
"1,38","6,61",seq0_checks
"1,38","5,80",seq0_checks
"1,59","5,38",seq0_checks
"1,59","4,73",seq0_checks
"1,67","4,71",seq0_checks
"1,67","4,17",seq0_checks
"2,12","3,97",seq0_checks
"2,12","3,46",seq0_checks
"1,43","8,53",seq0_checks
"1,43","7,90",seq0_checks
"1,36","8,33",seq0_checks
"1,36","7,69",seq0_checks
"1,78","4,97",seq0_checks
"1,78","4,48",seq0_checks
"1,50","8,55",seq0_checks
"1,50","7,95",seq0_checks
"2,86","3,74",seq0_checks
"2,86","3,22",seq0_checks
"3,01","2,87",seq0_checks
"3,01","2,38",seq0_checks
"2,25","4,64",seq0_checks
"2,25","4,06",seq0_checks
"1,29","8,09",seq0_checks
"1,29","7,46",seq0_checks
"1,05","7,71",seq0_checks
"1,05","7,10",seq0_checks
"0,73","8,27",seq0_checks
"0,73","7,81",seq0_checks
"0,66","8,34",seq0_checks
"0,66","7,88",seq0_checks
"1,11","8,12",seq0_checks
"1,11","7,48",seq0_checks
"2,09","4,22",seq0_checks
"2,09","3,67",seq0_checks
"0,69","8,09",seq0_checks
"0,69","7,42",seq0_checks
"1,42","8,66",seq0_checks
"1,42","8,04",seq0_checks
"1,87","4,39",seq0_checks
"1,87","3,86",seq0_checks
"3,04","5,07",seq0_checks
"3,04","4,25",seq0_checks
"3,03","5,09",seq0_checks
"3,03","4,26",seq0_checks
"1,61","5,28",seq0_checks
"1,61","4,81",seq0_checks
"2,68","4,95",seq0_checks
"2,68","4,35",seq0_checks
"1,32","8,67",seq0_checks
"1,32","8,02",seq0_checks
"2,39","4,75",seq0_checks
"2,39","3,96",seq0_checks
"2,01","4,18",seq0_checks
"2,01","3,70",seq0_checks
"1,98","4,23",seq0_checks
"1,98","3,73",seq0_checks
"2,31","4,89",seq0_checks
"2,31","4,29",seq0_checks
"1,25","7,73",seq0_checks
"1,25","7,12",seq0_checks
"2,27","4,63",seq0_checks
"2,27","4,06",seq0_checks
"1,31","8,40",seq0_checks
"1,31","7,75",seq0_checks
"1,71","4,58",seq0_checks
"1,71","4,04",seq0_checks
"1,84","5,05",seq0_checks
"1,84","4,54",seq0_checks
"1,85","5,00",seq0_checks
"1,85","4,49",seq0_checks
"1,93","5,82",seq0_checks
"1,93","4,46",seq0_checks
"1,93","4,88",seq0_checks
"1,93","4,44",seq0_checks
"2,71","5,14",seq0_checks
"2,71","4,53",seq0_checks
"2,05","4,31",seq0_checks
"2,05","3,82",seq0_checks
"2,34","4,55",seq0_checks
"2,34","3,96",seq0_checks
"2,39","4,56",seq0_checks
"2,39","3,96",seq0_checks
"1,68","6,58",seq0_checks
"1,68","6,05",seq0_checks
"0,47","7,48",seq0_checks
"0,47","6,88",seq0_checks
"1,87","4,45",seq0_checks
"1,87","3,94",seq0_checks
"3,34","3,87",seq0_checks
"3,34","3,16",seq0_checks
"1,49","7,92",seq0_checks
"1,49","7,00",seq0_checks
"2,86","3,74",seq0_checks
"2,86","3,23",seq0_checks
"2,43","4,86",seq0_checks
"2,43","4,28",seq0_checks
"2,16","4,78",seq0_checks
"2,16","5,52",seq0_checks
"1,95","4,63",seq0_checks
"1,95","4,03",seq0_checks
"2,69","3,59",seq0_checks
"2,69","3,07",seq0_checks
"2,65","3,77",seq0_checks
"2,65","3,07",seq0_checks
"1,58","8,61",seq0_checks
"1,58","8,02",seq0_checks
"2,82","3,38",seq0_checks
"2,82","2,88",seq0_checks
"1,17","7,82",seq0_checks
"1,17","7,21",seq0_checks
"1,41","7,66",seq0_checks
"1,41","7,07",seq0_checks
"2,03","4,74",seq0_checks
"2,03","4,15",seq0_checks
"1,81","4,43",seq0_checks
"1,81","3,91",seq0_checks
"1,50","8,46",seq0_checks
"1,50","7,86",seq0_checks
"1,43","8,48",seq0_checks
"1,43","8,03",seq0_checks
"1,43","8,59",seq0_checks
"1,43","7,96",seq0_checks
"2,19","3,92",seq0_checks
"2,19","3,40",seq0_checks
"2,15","3,92",seq0_checks
"2,15","3,42",seq0_checks
"2,15","4,06",seq0_checks
"2,15","3,53",seq0_checks
"0,66","7,48",seq0_checks
"0,66","6,88",seq0_checks
"1,25","7,73",seq0_checks
"1,25","7,12",seq0_checks
"1,79","4,96",seq0_checks
"1,79","4,35",seq0_checks
"1,99","4,16",seq0_checks
"1,99","3,66",seq0_checks
"0,76","7,73",seq0_checks
"0,76","7,11",seq0_checks
"1,83","4,49",seq0_checks
"1,83","3,96",seq0_checks
"1,17","7,86",seq0_checks
"1,17","7,25",seq0_checks
"1,40","7,64",seq0_checks
"1,40","7,06",seq0_checks
"0,65","7,81",seq0_checks
"0,65","7,39",seq0_checks
"0,64","7,76",seq0_checks
"0,64","7,14",seq0_checks
"0,75","7,73",seq0_checks
"0,75","7,11",seq0_checks
"1,70","5,06",seq0_checks
"1,70","4,58",seq0_checks
"1,71","4,93",seq0_checks
"1,71","4,44",seq0_checks
"2,90","5,09",seq0_checks
"2,90","4,50",seq0_checks
"2,96","5,07",seq0_checks
"2,96","4,25",seq0_checks
"2,88","4,65",seq0_checks
"2,88","4,12",seq0_checks
"2,80","4,65",seq0_checks
"2,80","4,11",seq0_checks
"2,81","5,45",seq0_checks
"2,81","4,55",seq0_checks
"2,77","4,88",seq0_checks
"2,77","4,32",seq0_checks
"2,07","9,03",seq0_checks
"2,07","8,47",seq0_checks
"1,59","8,48",seq0_checks
"1,59","8,01",seq0_checks
"1,66","8,06",seq0_checks
"1,66","7,48",seq0_checks
"1,94","4,75",seq0_checks
"1,94","4,30",seq0_checks
"0,58","7,60",seq0_checks
"0,58","6,99",seq0_checks
"0,78","8,79",seq0_checks
"0,78","8,14",seq0_checks
"3,12","2,54",seq0_checks
"3,12","2,07",seq0_checks
"2,15","3,88",seq0_checks
"2,15","3,38",seq0_checks
"2,19","3,85",seq0_checks
"2,19","3,33",seq0_checks
"3,09","2,85",seq0_checks
"3,09","2,22",seq0_checks
"1,29","7,77",seq0_checks
"1,29","7,18",seq0_checks
"1,20","8,44",seq0_checks
"1,20","7,78",seq0_checks
"1,22","8,59",seq0_checks
"1,22","7,91",seq0_checks
"2,55","4,86",seq0_checks
"2,55","4,29",seq0_checks
"2,06","4,39",seq0_checks
"2,06","3,82",seq0_checks
"2,48","3,27",seq0_checks
"2,48","2,79",seq0_checks
"0,70","8,69",seq0_checks
"0,70","8,04",seq0_checks
"1,24","7,86",seq0_checks
"1,24","7,24",seq0_checks
"1,62","7,96",seq0_checks
"1,62","7,39",seq0_checks
"0,55","7,79",seq0_checks
"0,55","7,16",seq0_checks
"2,24","3,87",seq0_checks
"2,24","3,36",seq0_checks
"2,24","3,86",seq0_checks
"2,24","3,35",seq0_checks
"1,34","7,95",seq0_checks
"1,34","7,50",seq0_checks
"0,58","8,68",seq0_checks
"0,58","7,93",seq0_checks
"1,31","8,75",seq0_checks
"1,31","8,13",seq0_checks
"0,73","8,86",seq0_checks
"0,73","8,20",seq0_checks
"0,63","8,81",seq0_checks
"0,63","8,12",seq0_checks
"2,40","4,88",seq0_checks
"2,40","4,06",seq0_checks
"2,41","4,79",seq0_checks
"2,41","4,21",seq0_checks
"2,73","4,91",seq0_checks
"2,73","4,33",seq0_checks
"2,65","3,28",seq0_checks
"2,65","2,65",seq0_checks
"2,25","4,00",seq0_checks
"2,25","3,48",seq0_checks
"2,36","4,67",seq0_checks
"2,36","4,09",seq0_checks
"2,17","4,35",seq0_checks
"2,17","3,78",seq0_checks
"2,80","3,76",seq0_checks
"2,80","3,05",seq0_checks
"2,75","3,74",seq0_checks
"2,75","3,23",seq0_checks
"2,30","6,57",seq0_checks
"2,30","5,84",seq0_checks
"1,61","5,26",seq0_checks
"1,61","4,78",seq0_checks
"2,20","3,80",seq0_checks
"2,20","3,29",seq0_checks
"2,41","6,98",seq0_checks
"2,41","5,87",seq0_checks
"2,77","5,44",seq0_checks
