FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,01",,,,,,,"0,94","22,66","33,95","23,41",,,,,,
seq0,checks,1 / 12,,,"0,05","0,00","0,06",,,,,,,"0,94","4,32","5,66","3,48",,,,,,
seq0,checks,2 / 12,,,"0,05","0,00","0,06",,,,,,,"0,94","4,32","5,65","3,48",,,,,,
seq0,checks,FINAL,,,"0,05","0,00","0,06",,,,,,,"0,94","4,32","5,65","3,48","80,93","458,27","2,50","2,15","345,00","294,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,11","0,00","1,03",,,,,,,"1,59","33,08","44,42","32,78",,,,,,
seq0,no_checks,1 / 12,,,"0,13","0,00","0,54",,,,,,,"1,59","32,88","44,02","32,36",,,,,,
seq0,no_checks,2 / 12,,,"0,07","0,00","0,38",,,,,,,"1,59","15,50","18,10","13,13",,,,,,
seq0,no_checks,3 / 12,,,"0,07","0,00","0,29",,,,,,,"1,59","15,43","18,03","13,06",,,,,,
seq0,no_checks,4 / 12,,,"0,06","0,00","0,24",,,,,,,"1,59","15,42","18,02","13,04",,,,,,
seq0,no_checks,5 / 12,,,"0,07","0,00","0,24",,,,,,,"1,59","15,40","18,01","13,03",,,,,,
seq0,no_checks,6 / 12,,,"0,07","0,00","0,24",,,,,,,"1,59","15,38","17,99","13,00",,,,,,
seq0,no_checks,7 / 12,,,"0,07","0,00","0,25",,,,,,,"1,59","15,37","17,97","12,98",,,,,,
seq0,no_checks,8 / 12,,,"0,07","0,00","0,26",,,,,,,"1,59","15,34","17,93","12,95",,,,,,
seq0,no_checks,9 / 12,,,"0,06","0,00","0,26",,,,,,,"1,59","15,33","17,92","12,92",,,,,,
seq0,no_checks,10 / 12,,,"0,07","0,00","0,27",,,,,,,"1,59","15,30","17,89","12,89",,,,,,
seq0,no_checks,11 / 12,,,"0,07","0,00","0,28",,,,,,,"1,59","15,29","17,87","12,87",,,,,,
seq0,no_checks,FINAL,,,"0,07","0,00","0,27",,,,,,,"1,59","15,27","17,85","12,85","53,84","958,82","2,50","2,55","344,00","662,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,09","0,01","0,99",,,,,,,"1,98","35,03","48,77","33,83",,,,,,
seq1,no_checks,1 / 12,,,"0,08","0,00","0,40",,,,,,,"1,98","34,32","47,32","32,31",,,,,,
seq1,no_checks,2 / 12,,,"0,05","0,00","0,11",,,,,,,"1,98","13,71","16,05","5,33",,,,,,
seq1,no_checks,3 / 12,,,"0,05","0,00","0,13",,,,,,,"1,98","13,80","16,16","5,42",,,,,,
seq1,no_checks,4 / 12,,,"0,05","0,00","0,11",,,,,,,"1,98","13,79","16,16","5,38",,,,,,
seq1,no_checks,5 / 12,,,"0,05","0,00","0,12",,,,,,,"1,98","13,83","16,25","5,41",,,,,,
seq1,no_checks,6 / 12,,,"0,05","0,00","0,11",,,,,,,"1,98","13,84","16,28","5,42",,,,,,
seq1,no_checks,7 / 12,,,"0,05","0,00","0,12",,,,,,,"1,98","13,85","16,29","5,43",,,,,,
seq1,no_checks,FINAL,,,"0,05","0,00","0,12",,,,,,,"1,98","13,85","16,29","5,43","60,45","699,27","2,50","2,75","381,00","696,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,21","0,01","4,67",,,,,,,"2,07","30,59","39,29","28,81",,,,,,
seq2,no_checks,1 / 12,,,"0,24","0,00","1,04",,,,,,,"2,07","20,15","24,94","15,98",,,,,,
seq2,no_checks,2 / 12,,,"0,26","0,00","0,97",,,,,,,"2,07","20,16","24,92","15,93",,,,,,
seq2,no_checks,3 / 12,,,"0,27","0,00","0,93",,,,,,,"2,07","20,16","24,92","15,92",,,,,,
seq2,no_checks,4 / 12,,,"0,25","0,00","0,94",,,,,,,"2,07","19,40","24,18","15,01",,,,,,
seq2,no_checks,5 / 12,,,"0,25","0,00","1,08",,,,,,,"2,07","19,29","24,07","14,84",,,,,,
seq2,no_checks,6 / 12,,,"0,24","0,00","0,89",,,,,,,"2,07","18,88","23,68","14,32",,,,,,
seq2,no_checks,7 / 12,,,"0,24","0,00","0,97",,,,,,,"2,07","18,84","23,67","14,27",,,,,,
seq2,no_checks,8 / 12,,,"0,25","0,00","0,90",,,,,,,"2,07","18,81","23,66","14,21",,,,,,
seq2,no_checks,9 / 12,,,"0,24","0,00","0,95",,,,,,,"2,07","18,80","23,66","14,19",,,,,,
seq2,no_checks,10 / 12,,,"0,24","0,00","0,97",,,,,,,"2,07","18,79","23,65","14,17",,,,,,
seq2,no_checks,11 / 12,,,"0,23","0,00","0,91",,,,,,,"2,07","18,77","23,65","14,15",,,,,,
seq2,no_checks,FINAL,,,"0,24","0,00","0,91",,,,,,,"2,07","18,76","23,64","14,13","38,67","905,04","2,50","2,95","367,00","698,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,09","0,01","3,36",,,,,,,"2,30","35,19","48,94","31,99",,,,,,
seq3,no_checks,1 / 12,,,"0,12","0,00","0,97",,,,,,,"2,30","34,65","47,81","30,92",,,,,,
seq3,no_checks,2 / 12,,,"0,11","0,00","0,89",,,,,,,"2,30","34,57","47,66","30,89",,,,,,
seq3,no_checks,3 / 12,,,"0,13","0,00","0,92",,,,,,,"2,30","34,53","47,57","30,85",,,,,,
seq3,no_checks,4 / 12,,,"0,12","0,00","0,90",,,,,,,"2,30","34,52","47,54","30,84",,,,,,
seq3,no_checks,5 / 12,,,"0,12","0,00","0,34",,,,,,,"2,30","15,67","18,99","7,81",,,,,,
seq3,no_checks,6 / 12,,,"0,11","0,00","0,32",,,,,,,"2,30","15,71","19,01","7,72",,,,,,
seq3,no_checks,7 / 12,,,"0,10","0,00","0,30",,,,,,,"2,30","15,72","19,03","7,72",,,,,,
seq3,no_checks,8 / 12,,,"0,09","0,00","0,29",,,,,,,"2,30","15,74","19,06","7,70",,,,,,
seq3,no_checks,9 / 12,,,"0,09","0,00","0,26",,,,,,,"2,30","15,76","19,08","7,70",,,,,,
seq3,no_checks,10 / 12,,,"0,09","0,00","0,26",,,,,,,"2,30","15,77","19,09","7,70",,,,,,
seq3,no_checks,11 / 12,,,"0,08","0,00","0,25",,,,,,,"2,30","15,78","19,10","7,69",,,,,,
seq3,no_checks,FINAL,,,"0,08","0,00","0,26",,,,,,,"2,30","15,79","19,11","7,67","55,15","687,41","2,50","2,79","382,00","714,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,14","0,01","3,78",,,,,,,"2,35","28,03","35,57","27,49",,,,,,
seq4,no_checks,1 / 12,,,"0,10","0,00","1,48",,,,,,,"2,35","20,88","26,05","17,83",,,,,,
seq4,no_checks,2 / 12,,,"0,12","0,00","0,71",,,,,,,"2,35","16,03","20,29","9,75",,,,,,
seq4,no_checks,3 / 12,,,"0,13","0,00","0,66",,,,,,,"2,35","16,04","20,28","9,74",,,,,,
seq4,no_checks,4 / 12,,,"0,14","0,00","0,74",,,,,,,"2,35","16,06","20,29","9,73",,,,,,
seq4,no_checks,5 / 12,,,"0,14","0,00","0,70",,,,,,,"2,35","16,07","20,29","9,71",,,,,,
seq4,no_checks,6 / 12,,,"0,13","0,00","0,66",,,,,,,"2,35","16,08","20,30","9,70",,,,,,
seq4,no_checks,7 / 12,,,"0,13","0,00","0,67",,,,,,,"2,35","16,09","20,30","9,68",,,,,,
seq4,no_checks,8 / 12,,,"0,13","0,00","0,65",,,,,,,"2,35","16,09","20,31","9,68",,,,,,
seq4,no_checks,9 / 12,,,"0,13","0,00","0,63",,,,,,,"2,35","16,10","20,31","9,67",,,,,,
seq4,no_checks,10 / 12,,,"0,13","0,00","0,62",,,,,,,"2,35","16,11","20,32","9,66",,,,,,
seq4,no_checks,11 / 12,,,"0,13","0,00","0,60",,,,,,,"2,35","16,12","20,33","9,66",,,,,,
seq4,no_checks,FINAL,,,"0,13","0,00","0,59",,,,,,,"2,35","16,13","20,34","9,65","42,47","687,37","2,50","3,50","334,00","666,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,03","0,00","0,78",,,,,,,"2,44","25,83","35,85","29,38",,,,,,
seq5,no_checks,1 / 12,,,"0,09","0,00","0,59",,,,,,,"2,44","18,66","25,26","18,25",,,,,,
seq5,no_checks,2 / 12,,,"0,09","0,00","0,59",,,,,,,"2,44","18,66","25,26","18,25",,,,,,
seq5,no_checks,FINAL,,,"0,09","0,00","0,59",,,,,,,"2,44","18,66","25,26","18,25","27,77","765,59","2,50","2,70","187,00","374,00"
