parallax,Av. error (mm),Info
"0,74","12,69",seq0_checks
"0,74","12,14",seq0_checks
"0,66","13,95",seq0_checks
"0,66","12,07",seq0_checks
"1,32","9,86",seq0_checks
"1,32","9,73",seq0_checks
"1,83","4,03",seq0_checks
"1,83","3,54",seq0_checks
"0,68","13,19",seq0_checks
"0,68","12,62",seq0_checks
"2,09","2,12",seq0_checks
"2,09","1,61",seq0_checks
"0,66","13,18",seq0_checks
"0,66","12,51",seq0_checks
"1,54","10,61",seq0_checks
"1,54","10,60",seq0_checks
"1,14","10,33",seq0_checks
"1,14","9,81",seq0_checks
"1,16","10,62",seq0_checks
"1,16","10,21",seq0_checks
"3,15","5,96",seq0_checks
"3,15","5,48",seq0_checks
"1,89","4,84",seq0_checks
"1,89","4,57",seq0_checks
"1,87","4,28",seq0_checks
"1,87","4,11",seq0_checks
"0,45","15,88",seq0_checks
"0,45","15,28",seq0_checks
"1,81","3,85",seq0_checks
"1,81","3,34",seq0_checks
"1,63","6,73",seq0_checks
"1,63","6,15",seq0_checks
"1,21","11,16",seq0_checks
"1,21","10,62",seq0_checks
"1,72","5,80",seq0_checks
"1,72","5,31",seq0_checks
"0,60","13,75",seq0_checks
"0,60","13,17",seq0_checks
"2,43","0,66",seq0_checks
"2,43","1,50",seq0_checks
"2,42","0,20",seq0_checks
"2,42","1,13",seq0_checks
"2,14","1,76",seq0_checks
"2,14","1,24",seq0_checks
"1,63","6,13",seq0_checks
"1,63","5,52",seq0_checks
"1,42","8,41",seq0_checks
"1,42","7,83",seq0_checks
"1,38","1,31",seq0_checks
"1,38","1,00",seq0_checks
"1,59","3,06",seq0_checks
"1,59","2,62",seq0_checks
"1,67","4,60",seq0_checks
"1,67","4,11",seq0_checks
"2,12","3,19",seq0_checks
"2,12","2,72",seq0_checks
"1,43","10,88",seq0_checks
"1,43","10,45",seq0_checks
"1,36","10,59",seq0_checks
"1,36","10,15",seq0_checks
"1,78","5,93",seq0_checks
"1,78","5,37",seq0_checks
"1,50","11,12",seq0_checks
"1,50","10,71",seq0_checks
"2,86","1,56",seq0_checks
"2,86","2,28",seq0_checks
"3,01","0,91",seq0_checks
"3,01","1,69",seq0_checks
"2,25","0,61",seq0_checks
"2,25","1,19",seq0_checks
"1,29","10,42",seq0_checks
"1,29","9,96",seq0_checks
"1,05","10,78",seq0_checks
"1,05","10,19",seq0_checks
"0,73","13,43",seq0_checks
"0,73","12,84",seq0_checks
"0,66","14,14",seq0_checks
"0,66","13,52",seq0_checks
"1,11","10,97",seq0_checks
"1,11","10,39",seq0_checks
"2,09","1,60",seq0_checks
"2,09","1,11",seq0_checks
"0,69","13,31",seq0_checks
"0,69","12,61",seq0_checks
"1,42","11,34",seq0_checks
"1,42","10,90",seq0_checks
"1,87","3,41",seq0_checks
"1,87","2,93",seq0_checks
"1,61","6,52",seq0_checks
"1,61","5,90",seq0_checks
"3,04","0,35",seq0_checks
"3,04","0,64",seq0_checks
"3,03","0,33",seq0_checks
"3,03","0,68",seq0_checks
"2,68","0,43",seq0_checks
"2,68","1,22",seq0_checks
"1,32","11,45",seq0_checks
"1,32","10,96",seq0_checks
"1,49","9,71",seq0_checks
"1,49","8,56",seq0_checks
"2,39","0,19",seq0_checks
"2,39","1,11",seq0_checks
