TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,02","23,35","35,10","24,03",,,,,,
seq0,checks,1 / 15,,,"0,09","0,00","0,11",,,,,,,"1,02","5,88","7,65","4,92",,,,,,
seq0,checks,2 / 15,,,"0,10","0,00","0,10",,,,,,,"1,02","5,90","7,66","4,95",,,,,,
seq0,checks,3 / 15,,,"0,10","0,00","0,10",,,,,,,"1,02","5,91","7,66","4,94",,,,,,
seq0,checks,4 / 15,,,"0,10","0,00","0,09",,,,,,,"1,02","5,92","7,67","4,95",,,,,,
seq0,checks,FINAL,,,"0,10","0,00","0,09",,,,,,,"1,02","5,92","7,67","4,95","74,65","580,73","2,50","2,15","350,00","298,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,61","33,65","45,12","33,14",,,,,,
seq0,no_checks,1 / 15,,,"0,02","0,00","0,14",,,,,,,"1,61","25,70","31,32","23,72",,,,,,
seq0,no_checks,2 / 15,,,"0,02","0,00","0,12",,,,,,,"1,61","25,70","31,32","23,72",,,,,,
seq0,no_checks,3 / 15,,,"0,02","0,00","0,11",,,,,,,"1,61","25,68","31,29","23,70",,,,,,
seq0,no_checks,4 / 15,,,"0,02","0,00","0,11",,,,,,,"1,61","25,67","31,27","23,69",,,,,,
seq0,no_checks,FINAL,,,"0,02","0,00","0,11",,,,,,,"1,61","25,67","31,27","23,69","23,71","1592,02","2,50","2,55","343,00","666,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,98","34,94","48,60","33,60",,,,,,
seq1,no_checks,1 / 12,,,"0,09","0,00","0,44",,,,,,,"1,98","17,33","20,67","14,23",,,,,,
seq1,no_checks,2 / 12,,,"0,08","0,00","0,28",,,,,,,"1,98","13,35","16,78","9,94",,,,,,
seq1,no_checks,3 / 12,,,"0,08","0,00","0,27",,,,,,,"1,98","12,59","16,04","8,99",,,,,,
seq1,no_checks,4 / 12,,,"0,07","0,00","0,25",,,,,,,"1,98","12,19","15,60","8,34",,,,,,
seq1,no_checks,5 / 12,,,"0,07","0,00","0,22",,,,,,,"1,98","12,18","15,59","8,32",,,,,,
seq1,no_checks,6 / 12,,,"0,07","0,00","0,23",,,,,,,"1,98","12,18","15,59","8,30",,,,,,
seq1,no_checks,7 / 12,,,"0,07","0,00","0,28",,,,,,,"1,98","12,18","15,60","8,28",,,,,,
seq1,no_checks,8 / 12,,,"0,07","0,00","0,30",,,,,,,"1,98","12,19","15,61","8,26",,,,,,
seq1,no_checks,9 / 12,,,"0,08","0,00","0,29",,,,,,,"1,98","12,20","15,64","8,24",,,,,,
seq1,no_checks,10 / 12,,,"0,08","0,00","0,31",,,,,,,"1,98","12,21","15,65","8,23",,,,,,
seq1,no_checks,11 / 12,,,"0,08","0,00","0,32",,,,,,,"1,98","12,21","15,66","8,22",,,,,,
seq1,no_checks,FINAL,,,"0,08","0,00","0,32",,,,,,,"1,98","12,21","15,66","8,22","65,06","615,73","2,50","2,75","378,00","690,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,08","30,77","39,54","29,00",,,,,,
seq2,no_checks,1 / 12,,,"0,08","0,00","0,49",,,,,,,"2,08","29,13","36,75","26,63",,,,,,
seq2,no_checks,2 / 12,,,"0,08","0,00","0,57",,,,,,,"2,08","29,13","36,74","26,62",,,,,,
seq2,no_checks,3 / 12,,,"0,08","0,00","0,54",,,,,,,"2,08","29,10","36,68","26,58",,,,,,
seq2,no_checks,4 / 12,,,"0,10","0,00","0,52",,,,,,,"2,08","29,05","36,59","26,49",,,,,,
seq2,no_checks,5 / 12,,,"0,11","0,00","0,38",,,,,,,"2,08","17,41","19,44","4,99",,,,,,
seq2,no_checks,6 / 12,,,"0,11","0,00","0,36",,,,,,,"2,08","17,44","19,46","4,98",,,,,,
seq2,no_checks,7 / 12,,,"0,12","0,00","0,46",,,,,,,"2,08","17,50","19,52","4,99",,,,,,
seq2,no_checks,8 / 12,,,"0,12","0,00","0,43",,,,,,,"2,08","17,51","19,53","4,99",,,,,,
seq2,no_checks,9 / 12,,,"0,12","0,00","0,44",,,,,,,"2,08","17,52","19,54","4,99",,,,,,
seq2,no_checks,10 / 12,,,"0,12","0,00","0,43",,,,,,,"2,08","17,53","19,55","4,99",,,,,,
seq2,no_checks,FINAL,,,"0,12","0,00","0,43",,,,,,,"2,08","17,53","19,55","4,99","43,02","843,20","2,50","2,95","367,00","698,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,30","35,38","49,41","32,02",,,,,,
seq3,no_checks,1 / 12,,,"0,07","0,00","0,43",,,,,,,"2,30","19,14","23,19","14,11",,,,,,
seq3,no_checks,2 / 12,,,"0,07","0,00","0,37",,,,,,,"2,30","19,14","23,19","14,10",,,,,,
seq3,no_checks,3 / 12,,,"0,07","0,00","0,40",,,,,,,"2,30","19,13","23,19","14,10",,,,,,
seq3,no_checks,FINAL,,,"0,07","0,00","0,40",,,,,,,"2,30","19,13","23,19","14,10","45,91","833,54","2,50","2,79","382,00","716,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,37","28,12","35,62","27,27",,,,,,
seq4,no_checks,1 / 12,,,"0,01","0,01","0,09",,,,,,,"2,37","27,91","35,31","26,96",,,,,,
seq4,no_checks,2 / 12,,,"0,01","0,01","0,10",,,,,,,"2,37","27,87","35,26","26,91",,,,,,
seq4,no_checks,3 / 12,,,"0,01","0,01","0,12",,,,,,,"2,37","27,83","35,21","26,85",,,,,,
seq4,no_checks,4 / 12,,,"0,01","0,01","0,19",,,,,,,"2,37","27,79","35,14","26,79",,,,,,
seq4,no_checks,5 / 12,,,"0,02","0,01","0,17",,,,,,,"2,37","27,75","35,09","26,73",,,,,,
