TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"0,94","22,69","34,03","23,49",,,,,,
seq0,checks,1 / 15,,,"0,04","0,00","0,11",,,,,,,"0,94","4,42","4,45","0,26",,,,,,
seq0,checks,2 / 15,,,"0,05","0,00","0,12",,,,,,,"0,94","4,42","4,44","0,03",,,,,,
seq0,checks,3 / 15,,,"0,05","0,00","0,12",,,,,,,"0,94","4,42","4,44","0,03",,,,,,
seq0,checks,FINAL,,,"0,05","0,00","0,12",,,,,,,"0,94","4,42","4,44","0,03","80,54","467,48","2,50","2,15","346,00","292,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,61","33,35","44,72","32,88",,,,,,
seq0,no_checks,1 / 15,,,"0,04","0,00","0,14",,,,,,,"1,61","22,63","26,88","20,62",,,,,,
seq0,no_checks,2 / 15,,,"0,03","0,00","0,13",,,,,,,"1,61","22,06","26,12","20,02",,,,,,
seq0,no_checks,3 / 15,,,"0,03","0,00","0,12",,,,,,,"1,61","22,06","26,12","20,02",,,,,,
seq0,no_checks,FINAL,,,"0,03","0,00","0,12",,,,,,,"1,61","22,06","26,12","20,02","33,84","1369,07","2,50","2,55","347,00","672,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"1,98","35,14","48,88","33,76",,,,,,
seq1,no_checks,1 / 15,,,"0,06","0,00","0,24",,,,,,,"1,98","11,49","14,43","8,14",,,,,,
seq1,no_checks,2 / 15,,,"0,06","0,00","0,18",,,,,,,"1,98","11,50","14,43","8,12",,,,,,
seq1,no_checks,3 / 15,,,"0,06","0,00","0,18",,,,,,,"1,98","11,51","14,45","8,09",,,,,,
seq1,no_checks,4 / 15,,,"0,05","0,00","0,20",,,,,,,"1,98","11,51","14,46","8,07",,,,,,
seq1,no_checks,5 / 15,,,"0,05","0,00","0,21",,,,,,,"1,98","11,52","14,47","8,06",,,,,,
seq1,no_checks,6 / 15,,,"0,05","0,00","0,19",,,,,,,"1,98","11,52","14,48","8,06",,,,,,
seq1,no_checks,7 / 15,,,"0,05","0,00","0,21",,,,,,,"1,98","11,52","14,49","8,05",,,,,,
seq1,no_checks,8 / 15,,,"0,05","0,00","0,23",,,,,,,"1,98","11,52","14,53","8,02",,,,,,
seq1,no_checks,9 / 15,,,"0,05","0,00","0,23",,,,,,,"1,98","11,52","14,53","8,02",,,,,,
seq1,no_checks,10 / 15,,,"0,05","0,00","0,23",,,,,,,"1,98","11,53","14,54","8,01",,,,,,
seq1,no_checks,11 / 15,,,"0,05","0,00","0,23",,,,,,,"1,98","11,54","14,55","7,99",,,,,,
seq1,no_checks,12 / 15,,,"0,05","0,00","0,23",,,,,,,"1,98","11,58","14,63","7,94",,,,,,
seq1,no_checks,13 / 15,,,"0,05","0,00","0,22",,,,,,,"1,98","11,60","14,65","7,93",,,,,,
seq1,no_checks,14 / 15,,,"0,05","0,00","0,21",,,,,,,"1,98","11,61","14,65","7,93",,,,,,
seq1,no_checks,FINAL,,,"0,05","0,00","0,21",,,,,,,"1,98","11,62","14,67","7,92","66,93","585,48","2,50","2,75","380,00","698,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,08","30,34","39,01","28,49",,,,,,
seq2,no_checks,1 / 12,,,"0,08","0,00","0,77",,,,,,,"2,08","21,84","26,77","17,80",,,,,,
seq2,no_checks,2 / 12,,,"0,10","0,00","0,55",,,,,,,"2,08","17,36","22,03","12,43",,,,,,
seq2,no_checks,3 / 12,,,"0,10","0,00","0,55",,,,,,,"2,08","17,36","22,03","12,42",,,,,,
seq2,no_checks,4 / 12,,,"0,10","0,00","0,58",,,,,,,"2,08","17,35","22,02","12,42",,,,,,
seq2,no_checks,FINAL,,,"0,10","0,00","0,58",,,,,,,"2,08","17,35","22,02","12,42","42,81","835,17","2,50","2,95","365,00","694,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,29","35,70","49,87","32,34",,,,,,
seq3,no_checks,1 / 12,,,"0,11","0,00","0,53",,,,,,,"2,29","18,98","22,91","14,04",,,,,,
seq3,no_checks,2 / 12,,,"0,11","0,00","0,56",,,,,,,"2,29","19,16","23,13","14,15",,,,,,
seq3,no_checks,3 / 12,,,"0,10","0,00","0,49",,,,,,,"2,29","19,13","23,10","14,12",,,,,,
seq3,no_checks,4 / 12,,,"0,11","0,00","0,40",,,,,,,"2,29","16,92","20,73","11,86",,,,,,
seq3,no_checks,5 / 12,,,"0,10","0,00","0,64",,,,,,,"2,29","16,87","20,71","11,80",,,,,,
seq3,no_checks,6 / 12,,,"0,11","0,00","0,46",,,,,,,"2,29","16,82","20,71","11,72",,,,,,
seq3,no_checks,7 / 12,,,"0,10","0,00","0,50",,,,,,,"2,29","16,70","20,59","11,54",,,,,,
seq3,no_checks,8 / 12,,,"0,10","0,00","0,75",,,,,,,"2,29","16,63","20,53","11,42",,,,,,
seq3,no_checks,9 / 12,,,"0,09","0,00","0,46",,,,,,,"2,29","16,58","20,50","11,35",,,,,,
seq3,no_checks,10 / 12,,,"0,09","0,00","0,51",,,,,,,"2,29","16,54","20,52","11,29",,,,,,
seq3,no_checks,11 / 12,,,"0,09","0,00","0,52",,,,,,,"2,29","16,51","20,52","11,24",,,,,,
seq3,no_checks,FINAL,,,"0,09","0,00","0,54",,,,,,,"2,29","16,49","20,51","11,20","53,81","719,35","2,50","2,79","383,00","718,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,01","0,00",,,,,,,"2,37","28,12","35,65","27,21",,,,,,
seq4,no_checks,1 / 12,,,"0,08","0,00","0,57",,,,,,,"2,37","26,92","33,93","25,42",,,,,,
seq4,no_checks,2 / 12,,,"0,13","0,00","1,28",,,,,,,"2,37","16,07","20,76","10,61",,,,,,
seq4,no_checks,3 / 12,,,"0,09","0,00","0,75",,,,,,,"2,37","16,20","20,84","10,64",,,,,,
seq4,no_checks,4 / 12,,,"0,09","0,00","0,67",,,,,,,"2,37","16,21","20,84","10,64",,,,,,
seq4,no_checks,5 / 12,,,"0,08","0,00","0,83",,,,,,,"2,37","16,17","20,80","10,55",,,,,,
seq4,no_checks,6 / 12,,,"0,09","0,00","0,95",,,,,,,"2,37","16,15","20,78","10,50",,,,,,
seq4,no_checks,7 / 12,,,"0,09","0,00","0,83",,,,,,,"2,37","16,13","20,76","10,46",,,,,,
seq4,no_checks,8 / 12,,,"0,09","0,00","0,70",,,,,,,"2,37","16,14","20,76","10,45",,,,,,
seq4,no_checks,9 / 12,,,"0,09","0,00","0,74",,,,,,,"2,37","16,14","20,76","10,44",,,,,,
seq4,no_checks,FINAL,,,"0,09","0,00","0,74",,,,,,,"2,37","16,14","20,76","10,44","42,63","681,00","2,50","3,50","332,00","660,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,39","25,24","35,15","28,95",,,,,,
seq5,no_checks,1 / 12,,,"0,04","0,00","0,36",,,,,,,"2,39","18,19","24,76","18,19",,,,,,
seq5,no_checks,2 / 12,,,"0,04","0,00","0,22",,,,,,,"2,39","12,51","17,33","9,18",,,,,,
seq5,no_checks,3 / 12,,,"0,03","0,00","0,21",,,,,,,"2,39","12,51","17,32","9,17",,,,,,
seq5,no_checks,4 / 12,,,"0,03","0,00","0,21",,,,,,,"2,39","12,51","17,32","9,17",,,,,,
seq5,no_checks,FINAL,,,"0,03","0,00","0,21",,,,,,,"2,39","12,51","17,32","9,17","50,42","522,95","2,50","2,70","184,00","368,00"
